# generated by scripts/stat-model.py from awakened-poe-trade@ce551eb7 renderer/public/data/en/stats.ndjson, ../trade-query/data/stats-2026-09-12.json, ../trade-query/data/stat-collisions.csv, ../repoe/data/trade-stat-map.csv
trade_id,category,capture_text,capture_option,apt_carries,apt_ref,apt_container,apt_group_strat,apt_ids_in_category,apt_ref_equals_capture_text,collision,collision_size,collision_verdict,repoe_english
implicit.stat_2610114836,implicit,"While a Pinnacle Atlas Boss is in your Presence, #% chance to Avoid Bleeding",,yes,"While a Pinnacle Atlas Boss is in your Presence, #% chance to Avoid Bleeding",plain,,1,yes,no,,,no
implicit.stat_2611224062,implicit,+# to maximum Fortification while affected by Glorious Madness,,yes,+# to maximum Fortification while affected by Glorious Madness,plain,,1,yes,no,,,yes
implicit.stat_2612056840,implicit,#% increased Spell Damage per 16 Dexterity,,yes,#% increased Spell Damage per 16 Dexterity,plain,,1,yes,no,,,yes
implicit.stat_261342933,implicit,Secrets of Suffering,,yes,Secrets of Suffering,plain,,1,yes,no,,,yes
implicit.stat_261654754,implicit,+# Cold Damage taken from Hits,,yes,+# Cold Damage taken from Hits,plain,,1,yes,no,,,yes
implicit.stat_2619970520,implicit,"While a Pinnacle Atlas Boss is in your Presence, +#% to Cold Damage over Time Multiplier",,yes,"While a Pinnacle Atlas Boss is in your Presence, +#% to Cold Damage over Time Multiplier",plain,,1,yes,no,,,no
implicit.stat_2621869142,implicit,"While a Unique Enemy is in your Presence, #% chance to Shock",,yes,"While a Unique Enemy is in your Presence, #% chance to Shock",plain,,1,yes,no,,,no
implicit.stat_2622009823,implicit,#% increased Chaining range,,no,,,,,,no,,,yes
implicit.stat_2622251413,implicit,#% chance to double Stun Duration,,yes,#% chance to double Stun Duration,plain,,1,yes,no,,,yes
implicit.stat_2630708439,implicit,#% chance to inflict Cold Exposure on Hit,,yes,#% chance to inflict Cold Exposure on Hit,plain,,1,yes,no,,,yes
implicit.stat_2633745731,implicit,#% increased total Recovery per second from Life Leech,,yes,#% increased total Recovery per second from Life Leech,plain,,1,yes,no,,,yes
implicit.stat_2634089322,implicit,"While a Pinnacle Atlas Boss is in your Presence, Inflict Cold Exposure on Hit, applying #% to Cold Resistance",,yes,"While a Pinnacle Atlas Boss is in your Presence, Inflict Cold Exposure on Hit, applying #% to Cold Resistance",plain,,1,yes,no,,,no
implicit.stat_2634574895,implicit,"While a Unique Enemy is in your Presence, +#% to Chaos Damage over Time Multiplier",,yes,"While a Unique Enemy is in your Presence, +#% to Chaos Damage over Time Multiplier",plain,,1,yes,no,,,no
implicit.stat_2638071469,implicit,"While a Unique Enemy is in your Presence, #% increased Vulnerability Curse Effect",,yes,"While a Unique Enemy is in your Presence, #% increased Vulnerability Curse Effect",plain,,1,yes,no,,,no
implicit.stat_264042990,implicit,All Damage from Hits with This Weapon can Poison,,yes,All Damage from Hits with This Weapon can Poison,plain,,1,yes,no,,,yes
implicit.stat_2643665787,implicit,Socketed Gems are Supported by Level # Chain,,yes,Socketed Gems are Supported by Level # Chain,plain,,1,yes,no,,,yes
implicit.stat_2644597389,implicit,"While a Pinnacle Atlas Boss is in your Presence, #% increased Evasion Rating from Equipped Helmet and Boots",,yes,"While a Pinnacle Atlas Boss is in your Presence, #% increased Evasion Rating from Equipped Helmet and Boots",plain,,1,yes,no,,,no
implicit.stat_2645167381,implicit,#% increased Melee Damage per 20 Intelligence,,no,,,,,,no,,,yes
implicit.stat_2648570028,implicit,Ancestral Bond,,yes,Ancestral Bond,plain,,1,yes,no,,,yes
implicit.stat_2651293339,implicit,"While a Unique Enemy is in your Presence, #% chance to Avoid Bleeding",,yes,"While a Unique Enemy is in your Presence, #% chance to Avoid Bleeding",plain,,1,yes,no,,,no
implicit.stat_2653955271,implicit,Damage Penetrates #% Fire Resistance,,yes,Damage Penetrates #% Fire Resistance,plain,,1,yes,no,,,yes
implicit.stat_2654043939,implicit,You gain Onslaught for # seconds on using a Vaal Skill,,yes,You gain Onslaught for # seconds on using a Vaal Skill,plain,,1,yes,no,,,yes
implicit.stat_2656027173,implicit,Natural inhabitants of this area have been removed,,no,,,,,,no,,,yes
implicit.stat_2661498709,implicit,"While a Pinnacle Atlas Boss is in your Presence, #% chance to Avoid being Frozen",,yes,"While a Pinnacle Atlas Boss is in your Presence, #% chance to Avoid being Frozen",plain,,1,yes,no,,,no
implicit.stat_2662416009,implicit,Tempest Shield has #% increased Buff Effect,,yes,Tempest Shield has #% increased Buff Effect,plain,,1,yes,no,,,yes
implicit.stat_2663376056,implicit,Gain #% of Maximum Mana as Extra Maximum Energy Shield,,yes,Gain #% of Maximum Mana as Extra Maximum Energy Shield,plain,,1,yes,no,,,yes
implicit.stat_2665518524,implicit,Purity of Ice has #% increased Mana Reservation Efficiency,,no,,,,,,yes,2,partly_carried,yes
implicit.stat_266654028,implicit,"While a Unique Enemy is in your Presence, #% increased Stun Threshold",,yes,"While a Unique Enemy is in your Presence, #% increased Stun Threshold",plain,,1,yes,no,,,no
implicit.stat_2668120423,implicit,"While a Unique Enemy is in your Presence, #% increased Lightning Damage",,yes,"While a Unique Enemy is in your Presence, #% increased Lightning Damage",plain,,1,yes,no,,,no
implicit.stat_2669364207,implicit,"While a Unique Enemy is in your Presence, #% increased Effect of your Curses",,yes,"While a Unique Enemy is in your Presence, #% increased Effect of your Curses",plain,,1,yes,no,,,no
implicit.stat_2672805335,implicit,#% increased Attack and Cast Speed,,yes,#% increased Attack and Cast Speed,plain,,1,yes,no,,,yes
implicit.stat_2674214144,implicit,"#% chance to Curse Enemies which Hit you with a random Hex, ignoring Curse Limit",,yes,"#% chance to Curse Enemies which Hit you with a random Hex, ignoring Curse Limit",plain,,1,yes,no,,,yes
implicit.stat_2675603254,implicit,+# to Level of Socketed Chaos Gems,,yes,+# to Level of Socketed Chaos Gems,plain,,1,yes,no,,,yes
implicit.stat_2676601655,implicit,Gain # Rage on Attack Hit,,yes,Gain # Rage on Attack Hit,plain,,1,yes,no,,,yes
implicit.stat_2679819855,implicit,#% increased total Recovery per second from Mana Leech for each Corrupted Item Equipped,,no,,,,,,no,,,yes
implicit.stat_26867112,implicit,#% increased Attack and Cast Speed if Corrupted,,yes,#% increased Attack and Cast Speed if Corrupted,plain,,1,yes,no,,,yes
implicit.stat_2689351720,implicit,"While a Pinnacle Atlas Boss is in your Presence, Freezes you inflict spread to other Enemies within # metre",,yes,"While a Pinnacle Atlas Boss is in your Presence, Freezes you inflict spread to other Enemies within # metre",plain,,1,yes,no,,,no
implicit.stat_2695354435,implicit,#% increased Global Evasion Rating when on Low Life,,yes,#% increased Global Evasion Rating when on Low Life,plain,,1,yes,no,,,yes
implicit.stat_2696470877,implicit,Area is Influenced by the Originator's Memories,,yes,Area is Influenced by the Originator's Memories,plain,,1,yes,no,,,yes
implicit.stat_2696663331,implicit,#% of Lightning Damage Leeched as Life,,yes,#% of Lightning Damage Leeched as Life,group,trivial-merge,1,yes,yes,2,group_trivial-merge,yes
implicit.stat_2696701853,implicit,#% increased Attack Damage with Main Hand,,yes,#% increased Attack Damage with Main Hand,plain,,1,yes,no,,,yes
implicit.stat_269930125,implicit,#% increased Effect of the Buff granted by your Flame Golems,,yes,#% increased Effect of the Buff granted by your Flame Golems,plain,,1,yes,no,,,yes
implicit.stat_2705185939,implicit,#% chance to Aggravate Bleeding on targets you Hit with Attacks,,yes,#% chance to Aggravate Bleeding on targets you Hit with Attacks,plain,,1,yes,no,,,yes
implicit.stat_2706994884,implicit,"Shocked Enemies you Kill Explode, dealing #% of
their Life as Lightning Damage which cannot Shock",,yes,"Shocked Enemies you Kill Explode, dealing #% of
their Life as Lightning Damage which cannot Shock",plain,,1,yes,no,,,yes
implicit.stat_2709367754,implicit,Gain # Rage on Melee Hit,,yes,Gain # Rage on Melee Hit,plain,,1,yes,no,,,yes
implicit.stat_2710292678,implicit,"#% chance that if you would gain Rage on Hit, you instead gain up to your maximum Rage",,yes,"#% chance that if you would gain Rage on Hit, you instead gain up to your maximum Rage",plain,,1,yes,no,,,yes
implicit.stat_2714750784,implicit,"While a Pinnacle Atlas Boss is in your Presence, #% chance to Avoid being Poisoned",,yes,"While a Pinnacle Atlas Boss is in your Presence, #% chance to Avoid being Poisoned",plain,,1,yes,no,,,no
implicit.stat_2716882575,implicit,Unaffected by Ignite or Shock if Maximum Life and Maximum Mana are within 500,,yes,Unaffected by Ignite or Shock if Maximum Life and Maximum Mana are within 500,plain,,1,yes,no,,,yes
implicit.stat_2718698372,implicit,+# to Level of Socketed Dexterity Gems,,yes,+# to Level of Socketed Dexterity Gems,plain,,1,yes,no,,,yes
implicit.stat_2721871046,implicit,Determination has #% increased Mana Reservation Efficiency,,no,,,,,,yes,2,partly_carried,yes
implicit.stat_2731249891,implicit,#% of Fire Damage Converted to Chaos Damage,,yes,#% of Fire Damage Converted to Chaos Damage,plain,,1,yes,no,,,yes
implicit.stat_273206351,implicit,#% chance to gain a Power Charge on hitting an Enemy affected by a Spider's Web,,yes,#% chance to gain a Power Charge on hitting an Enemy affected by a Spider's Web,plain,,1,yes,no,,,yes
implicit.stat_2733459550,implicit,"#% less Damage taken per 5 Rage, up to a maximum of 30%",,yes,"#% less Damage taken per 5 Rage, up to a maximum of 30%",plain,,1,yes,no,,,yes
implicit.stat_2734758957,implicit,"While a Unique Enemy is in your Presence, #% increased Maximum Energy Shield from Equipped Gloves and Boots",,yes,"While a Unique Enemy is in your Presence, #% increased Maximum Energy Shield from Equipped Gloves and Boots",plain,,1,yes,no,,,no
implicit.stat_2735804076,implicit,"While a Unique Enemy is in your Presence, Haste has #% increased Aura Effect",,yes,"While a Unique Enemy is in your Presence, Haste has #% increased Aura Effect",plain,,1,yes,no,,,no
implicit.stat_2739830820,implicit,+# to Level of all Raise Zombie Gems,,yes,+# to Level of all Raise Zombie Gems,plain,,1,yes,no,,,yes
implicit.stat_2740018301,implicit,All Sockets Linked,,yes,All Sockets Linked,plain,,1,yes,no,,,yes
implicit.stat_274716455,implicit,+#% to Critical Strike Multiplier for Spell Damage,,yes,+#% to Critical Strike Multiplier for Spell Damage,plain,,1,yes,no,,,yes
implicit.stat_2748665614,implicit,#% increased maximum Mana,,yes,#% increased maximum Mana,plain,,1,yes,no,,,yes
implicit.stat_2752131673,implicit,"While a Pinnacle Atlas Boss is in your Presence, Discipline has #% increased Aura Effect",,yes,"While a Pinnacle Atlas Boss is in your Presence, Discipline has #% increased Aura Effect",plain,,1,yes,no,,,no
implicit.stat_2761472996,implicit,"While a Pinnacle Atlas Boss is in your Presence, #% increased Life Recovery rate",,yes,"While a Pinnacle Atlas Boss is in your Presence, #% increased Life Recovery rate",plain,,1,yes,no,,,no
implicit.stat_2761538350,implicit,You have Lesser Brutal Shrine Buff,,yes,You have Lesser Brutal Shrine Buff,plain,,1,yes,no,,,yes
implicit.stat_2762046953,implicit,Minions have +#% Chance to Block Spell Damage,,yes,Minions have +#% Chance to Block Spell Damage,plain,,1,yes,no,,,yes
implicit.stat_2762445213,implicit,#% of Damage from Hits is taken from your nearest Totem's Life before you,,yes,#% of Damage from Hits is taken from your nearest Totem's Life before you,plain,,1,yes,no,,,yes
implicit.stat_2763429652,implicit,#% chance to Maim on Hit,,yes,#% chance to Maim on Hit,plain,,1,yes,no,,,yes
implicit.stat_2764915899,implicit,Curse Enemies with Despair on Hit,,yes,Curse Enemies with Despair on Hit,plain,,1,yes,no,,,yes
implicit.stat_2765129230,implicit,Excommunicate Enemies on Melee Hit for # second,,yes,Excommunicate Enemies on Melee Hit for # second,plain,,1,yes,no,,,yes
implicit.stat_2769075491,implicit,#% increased Physical Damage with Wands,,yes,#% increased Physical Damage with Wands,plain,,1,yes,no,,,yes
implicit.stat_2774148053,implicit,Nearby Enemies have Malediction,,yes,Nearby Enemies have Malediction,plain,,1,yes,no,,,yes
implicit.stat_2775855429,implicit,"While a Pinnacle Atlas Boss is in your Presence, #% increased Despair Curse Effect",,yes,"While a Pinnacle Atlas Boss is in your Presence, #% increased Despair Curse Effect",plain,,1,yes,no,,,no
implicit.stat_2776235850,implicit,"While a Pinnacle Atlas Boss is in your Presence, Gain a Power Charge every # seconds",,yes,"While a Pinnacle Atlas Boss is in your Presence, Gain a Power Charge every # seconds",plain,,1,yes,no,,,no
implicit.stat_2777224821,implicit,#% increased Maps found in your Maps,,yes,#% increased Maps found in your Maps,plain,,1,yes,no,,,yes
implicit.stat_2778228111,implicit,Attack Skills have Added Lightning Damage equal to #% of maximum Mana,,yes,Attack Skills have Added Lightning Damage equal to #% of maximum Mana,plain,,1,yes,no,,,yes
implicit.stat_2780297117,implicit,"Enemies you Kill while affected by Glorious Madness have a #% chance to Explode, dealing a quarter of their Life as Chaos Damage",,yes,"Enemies you Kill while affected by Glorious Madness have a #% chance to Explode, dealing a quarter of their Life as Chaos Damage",plain,,1,yes,no,,,yes
implicit.stat_2782184338,implicit,"While a Pinnacle Atlas Boss is in your Presence, #% increased Fire Damage",,yes,"While a Pinnacle Atlas Boss is in your Presence, #% increased Fire Damage",plain,,1,yes,no,,,no
implicit.stat_2787733863,implicit,# to # Added Lightning Damage with Wand Attacks,,yes,# to # Added Lightning Damage with Wand Attacks,plain,,1,yes,no,,,yes
implicit.stat_2791825817,implicit,#% reduced Enemy Stun Threshold with Melee Weapons,,yes,#% reduced Enemy Stun Threshold with Melee Weapons,plain,,1,yes,no,,,no
implicit.stat_279246355,implicit,Your Maps are inhabited by an additional Invasion Boss,,yes,Area is inhabited by an additional Invasion Boss,plain,,1,no,no,,,yes
implicit.stat_2792560229,implicit,"While a Unique Enemy is in your Presence, Enduring Cry has #% increased Cooldown Recovery Rate",,yes,"While a Unique Enemy is in your Presence, Enduring Cry has #% increased Cooldown Recovery Rate",plain,,1,yes,no,,,no
implicit.stat_2795267150,implicit,#% chance to Blind Enemies on Hit with Melee Weapons,,yes,#% chance to Blind Enemies on Hit with Melee Weapons,plain,,1,yes,no,,,no
implicit.stat_2796083262,implicit,"While a Unique Enemy is in your Presence, #% chance to Avoid being Ignited",,yes,"While a Unique Enemy is in your Presence, #% chance to Avoid being Ignited",plain,,1,yes,no,,,no
implicit.stat_2797971005,implicit,Gain # Life per Enemy Hit with Attacks,,yes,Gain # Life per Enemy Hit with Attacks,plain,,1,yes,no,,,yes
implicit.stat_280213220,implicit,#% chance to Taunt Enemies on Hit with Attacks,,yes,#% chance to Taunt Enemies on Hit with Attacks,plain,,1,yes,no,,,yes
implicit.stat_2802161115,implicit,Gain 1 Rage on Hit with Attacks,,no,,,,,,no,,,yes
implicit.stat_280731498,implicit,#% increased Area of Effect,,yes,#% increased Area of Effect,plain,,1,yes,no,,,yes
implicit.stat_2809284200,implicit,"While a Pinnacle Atlas Boss is in your Presence, #% increased Damage per Power Charge",,yes,"While a Pinnacle Atlas Boss is in your Presence, #% increased Damage per Power Charge",plain,,1,yes,no,,,no
implicit.stat_2809900883,implicit,"While a Pinnacle Atlas Boss is in your Presence, Minions have #% increased Movement Speed",,yes,"While a Pinnacle Atlas Boss is in your Presence, Minions have #% increased Movement Speed",plain,,1,yes,no,,,no
implicit.stat_2810286377,implicit,Your Maps contain an additional pack with a Rare monster,,yes,Area contains an additional pack with a Rare monster,plain,,1,no,no,,,yes
implicit.stat_2811834828,implicit,+#% to Critical Strike Multiplier with Claws,,yes,+#% to Critical Strike Multiplier with Claws,plain,,1,yes,no,,,yes
implicit.stat_281201999,implicit,Knockback direction is reversed,,yes,Knockback direction is reversed,plain,,1,yes,no,,,yes
implicit.stat_2813626504,implicit,Spells have a #% chance to deal Double Damage,,yes,Spells have a #% chance to deal Double Damage,plain,,1,yes,no,,,yes
implicit.stat_2816901897,implicit,Socketed Gems have #% less Mana Cost,,yes,Socketed Gems have #% less Mana Cost,plain,,1,yes,no,,,yes
implicit.stat_2818518881,implicit,#% increased Spell Damage per 10 Intelligence,,yes,#% increased Spell Damage per 10 Intelligence,plain,,1,yes,no,,,yes
implicit.stat_282417259,implicit,#% increased Flammability Curse Effect,,yes,#% increased Flammability Curse Effect,plain,,1,yes,no,,,yes
implicit.stat_2825197711,implicit,#% increased Movement Speed while on Full Energy Shield,,yes,#% increased Movement Speed while on Full Energy Shield,plain,,1,yes,no,,,yes
implicit.stat_2826979740,implicit,Nearby Enemies are Blinded,,yes,Nearby Enemies are Blinded,plain,,1,yes,no,,,yes
implicit.stat_2828309116,implicit,"While a Pinnacle Atlas Boss is in your Presence, #% increased Skill Effect Duration",,yes,"While a Pinnacle Atlas Boss is in your Presence, #% increased Skill Effect Duration",plain,,1,yes,no,,,no
implicit.stat_2831165374,implicit,Adds # to # Lightning Damage to Spells,,yes,Adds # to # Lightning Damage to Spells,plain,,1,yes,no,,,yes
implicit.stat_2833896424,implicit,#% increased Rarity of Items dropped in Heists,,yes,#% increased Rarity of Items dropped in Heists,group,select,1,yes,no,,,yes
implicit.stat_2834034653,implicit,Your Maps are opened with # additional random Unallocated Notable Atlas Passives,,yes,Area is affected by an additional random Unallocated Notable Atlas Passives,plain,,1,no,no,,,yes
implicit.stat_2834476618,implicit,Minions have #% faster start of Energy Shield Recharge,,yes,Minions have #% faster start of Energy Shield Recharge,plain,,1,yes,no,,,yes
implicit.stat_283649372,implicit,Cannot be Chilled,,yes,Cannot be Chilled,plain,,1,yes,no,,,yes
implicit.stat_2838459808,implicit,"While a Pinnacle Atlas Boss is in your Presence, #% chance to Impale Enemies on Hit with Attacks",,yes,"While a Pinnacle Atlas Boss is in your Presence, #% chance to Impale Enemies on Hit with Attacks",plain,,1,yes,no,,,no
implicit.stat_2839036860,implicit,"#% increased Endurance, Frenzy and Power Charge Duration",,yes,"#% increased Endurance, Frenzy and Power Charge Duration",plain,,1,yes,no,,,yes
implicit.stat_2839577586,implicit,Hits have #% chance to ignore Enemy Physical Damage Reduction,,yes,Hits have #% chance to ignore Enemy Physical Damage Reduction,group,percent-merge,1,yes,no,,,yes
implicit.stat_2841027131,implicit,Regenerate # Life per second while moving,,yes,Regenerate # Life per second while moving,plain,,1,yes,no,,,yes
implicit.stat_2843100721,implicit,+# to Level of Socketed Gems,,yes,+# to Level of Socketed Gems,plain,,1,yes,no,,,yes
implicit.stat_2843214518,implicit,#% increased Attack Damage,,yes,#% increased Attack Damage,plain,,1,yes,no,,,yes
implicit.stat_2844206732,implicit,#% increased Punishment Curse Effect,,yes,#% increased Punishment Curse Effect,plain,,1,yes,no,,,yes
implicit.stat_284496119,implicit,Monster Level: #,,no,,,,,,no,,,yes
implicit.stat_2847548062,implicit,#% increased Mana Regeneration Rate per Power Charge,,yes,#% increased Mana Regeneration Rate per Power Charge,plain,,1,yes,no,,,yes
implicit.stat_2847917427,implicit,#% increased Demolition speed,,yes,#% increased Demolition speed,plain,,1,yes,no,,,yes
implicit.stat_2856493531,implicit,"While a Pinnacle Atlas Boss is in your Presence, #% chance to Freeze",,yes,"While a Pinnacle Atlas Boss is in your Presence, #% chance to Freeze",plain,,1,yes,no,,,no
implicit.stat_2859471749,implicit,#% reduced Mana Cost of Attacks,,no,,,,,,no,,,yes
implicit.stat_286128234,implicit,"While a Pinnacle Atlas Boss is in your Presence, #% of Physical Damage taken Recouped as Life",,yes,"While a Pinnacle Atlas Boss is in your Presence, #% of Physical Damage taken Recouped as Life",plain,,1,yes,no,,,no
implicit.stat_2865550257,implicit,Socketed Skill Gems get a #% Cost & Reservation Multiplier,,yes,Socketed Skill Gems get a #% Cost & Reservation Multiplier,plain,,1,yes,no,,,yes
implicit.stat_2866361420,implicit,#% increased Armour,,yes,#% increased Armour,group,select,1,yes,no,,,yes
implicit.stat_2867050084,implicit,Grants Level # Grace Skill,,yes,Grants Level # Grace Skill,group,select,1,yes,no,,,yes
implicit.stat_2868404935,implicit,"While a Unique Enemy is in your Presence, Shocks you inflict spread to other Enemies within # metre",,yes,"While a Unique Enemy is in your Presence, Shocks you inflict spread to other Enemies within # metre",plain,,1,yes,no,,,no
implicit.stat_2874488491,implicit,1% less Damage Taken per # Intelligence,,yes,1% less Damage Taken per # Intelligence,plain,,1,yes,no,,,yes
implicit.stat_287491423,implicit,#% additional Physical Damage Reduction against Abyssal Monsters,,yes,#% additional Physical Damage Reduction against Abyssal Monsters,plain,,1,yes,no,,,yes
implicit.stat_2875239648,implicit,"While a Unique Enemy is in your Presence, #% increased Chaos Damage",,yes,"While a Unique Enemy is in your Presence, #% increased Chaos Damage",plain,,1,yes,no,,,no
implicit.stat_2877754099,implicit,+#% to Quality of Socketed Dexterity Gems,,yes,+#% to Quality of Socketed Dexterity Gems,plain,,1,yes,no,,,yes
implicit.stat_2878321598,implicit,Area contains up to 1 Shrine,,no,,,,,,no,,,yes
implicit.stat_2878779644|1,implicit,Grants Level 20 Summon Bestial Rhoa Skill,,yes,Grants Level 20 Summon Bestial Rhoa Skill,plain,,1,yes,no,,,yes
implicit.stat_2878779644|2,implicit,Grants Level 20 Summon Bestial Ursa Skill,,yes,Grants Level 20 Summon Bestial Ursa Skill,plain,,1,yes,no,,,yes
implicit.stat_2878779644|3,implicit,Grants Level 20 Summon Bestial Snake Skill,,yes,Grants Level 20 Summon Bestial Snake Skill,plain,,1,yes,no,,,yes
implicit.stat_2878959938,implicit,#% increased Action Speed,,yes,#% increased Action Speed,plain,,1,yes,no,,,yes
implicit.stat_2879204033,implicit,"While a Unique Enemy is in your Presence, #% reduced Mana Cost of Attacks",,no,,,,,,no,,,no
implicit.stat_2880601380,implicit,#% increased Movement Speed if Corrupted,,yes,#% increased Movement Speed if Corrupted,plain,,1,yes,no,,,yes
implicit.stat_2881111359,implicit,#% Chance to Block Spell Damage (Legacy),,no,,,,,,no,,,yes
implicit.stat_2881210047,implicit,#% of Cold Damage taken as Lightning Damage,,yes,#% of Cold Damage taken as Lightning Damage,plain,,1,yes,no,,,yes
implicit.stat_2885144362,implicit,Adds # to # Lightning Damage to Spells and Attacks,,yes,Adds # to # Lightning Damage to Spells and Attacks,plain,,1,yes,no,,,yes
implicit.stat_2886998024,implicit,Gems Socketed in Red Sockets have +# to Level,,yes,Gems Socketed in Red Sockets have +# to Level,plain,,1,yes,no,,,yes
implicit.stat_2887638881,implicit,"While a Unique Enemy is in your Presence, #% of Cold Damage Leeched as Life",,yes,"While a Unique Enemy is in your Presence, #% of Cold Damage Leeched as Life",plain,,1,yes,no,,,no
implicit.stat_2888942321,implicit,#% increased Counter-Thaumaturgy speed,,yes,#% increased Counter-Thaumaturgy speed,plain,,1,yes,no,,,no
implicit.stat_2889664727,implicit,#% chance to Avoid Lightning Damage from Hits,,yes,#% chance to Avoid Lightning Damage from Hits,plain,,1,yes,no,,,yes
implicit.stat_2891184298,implicit,#% increased Cast Speed,,yes,#% increased Cast Speed,plain,,1,yes,no,,,yes
implicit.stat_2894476716,implicit,Gain # Endurance Charge every second if you've been Hit Recently,,yes,Gain # Endurance Charge every second if you've been Hit Recently,plain,,1,yes,no,,,yes
implicit.stat_2894704558,implicit,+# to Maximum number of Crab Barriers,,yes,+# to Maximum number of Crab Barriers,plain,,1,yes,no,,,yes
implicit.stat_2896346114,implicit,Point Blank,,yes,Point Blank,plain,,1,yes,no,,,yes
implicit.stat_2896379260,implicit,"While a Pinnacle Atlas Boss is in your Presence, Gain an Endurance Charge every # seconds",,yes,"While a Pinnacle Atlas Boss is in your Presence, Gain an Endurance Charge every # seconds",plain,,1,yes,no,,,no
implicit.stat_2898434123,implicit,#% increased Critical Strike Chance during any Flask Effect,,yes,#% increased Critical Strike Chance during any Flask Effect,plain,,1,yes,no,,,yes
implicit.stat_2898944747,implicit,Stun Threshold is increased by Overcapped Fire Resistance,,no,,,,,,no,,,yes
implicit.stat_2901986750,implicit,+#% to all Elemental Resistances,,yes,+#% to all Elemental Resistances,plain,,1,yes,no,,,yes
implicit.stat_2902845638,implicit,Projectiles Pierce # additional Targets,,no,,,,,,yes,2,partly_carried,yes
implicit.stat_2905515354,implicit,You take #% of Damage from Blocked Hits,,yes,You take #% of Damage from Blocked Hits,plain,,1,yes,no,,,yes
implicit.stat_2907156609,implicit,Poisons you inflict deal Damage #% faster,,yes,Poisons you inflict deal Damage #% faster,plain,,1,yes,no,,,yes
implicit.stat_2907896585,implicit,+#% chance to Suppress Spell Damage while moving,,no,,,,,,no,,,yes
implicit.stat_290895331,implicit,"While a Unique Enemy is in your Presence, Gain an Endurance Charge every # seconds",,yes,"While a Unique Enemy is in your Presence, Gain an Endurance Charge every # seconds",plain,,1,yes,no,,,no
implicit.stat_2909684383,implicit,"While a Unique Enemy is in your Presence, #% increased Despair Curse Effect",,yes,"While a Unique Enemy is in your Presence, #% increased Despair Curse Effect",plain,,1,yes,no,,,no
implicit.stat_2912587137,implicit,#% increased Stun Duration with Melee Weapons,,yes,#% increased Stun Duration with Melee Weapons,plain,,1,yes,no,,,no
implicit.stat_2915373966,implicit,Gain #% of Cold Damage as Extra Chaos Damage,,yes,Gain #% of Cold Damage as Extra Chaos Damage,plain,,1,yes,no,,,yes
implicit.stat_2915988346,implicit,+#% to Fire and Cold Resistances,,yes,+#% to Fire and Cold Resistances,plain,,1,yes,no,,,yes
implicit.stat_2916280114,implicit,Cannot be Stunned by Suppressed Spell Damage,,yes,Cannot be Stunned by Suppressed Spell Damage,plain,,1,yes,no,,,yes
implicit.stat_2917444195,implicit,"While a Unique Enemy is in your Presence, #% increased Effect of the Buff granted by your Carrion Golems",,yes,"While a Unique Enemy is in your Presence, #% increased Effect of the Buff granted by your Carrion Golems",plain,,1,yes,no,,,no
implicit.stat_2918150296,implicit,"Grants Malachai's Endurance, Frenzy and Power for 6 seconds each, in sequence",,yes,"Grants Malachai's Endurance, Frenzy and Power for 6 seconds each, in sequence",plain,,1,yes,no,,,yes
implicit.stat_2922377850,implicit,"Curse Enemies with Punishment when you Block their Melee Damage, ignoring Curse Limit",,yes,"Curse Enemies with Punishment when you Block their Melee Damage, ignoring Curse Limit",plain,,1,yes,no,,,yes
implicit.stat_2923486259,implicit,+#% to Chaos Resistance,,yes,+#% to Chaos Resistance,plain,,1,yes,no,,,yes
implicit.stat_2924279089,implicit,#% increased Attack Damage with Off Hand,,yes,#% increased Attack Damage with Off Hand,plain,,1,yes,no,,,yes
implicit.stat_2925105924,implicit,"While a Pinnacle Atlas Boss is in your Presence, Adds # to # Lightning Damage to Attacks",,yes,"While a Pinnacle Atlas Boss is in your Presence, Adds # to # Lightning Damage to Attacks",plain,,1,yes,no,,,no
implicit.stat_2927667525,implicit,+# to maximum Life if there are no Life Modifiers on other Equipped Items,,yes,+# to maximum Life if there are no Life Modifiers on other Equipped Items,plain,,1,yes,no,,,yes
implicit.stat_2929101122,implicit,Socketed Gems are Supported by Level # Elemental Proliferation,,yes,Socketed Gems are Supported by Level # Elemental Proliferation,plain,,1,yes,no,,,yes
implicit.stat_2929867083,implicit,#% increased Rarity of Items found when on Low Life,,yes,#% increased Rarity of Items found when on Low Life,plain,,1,yes,no,,,yes
implicit.stat_2930706364,implicit,Permanently Intimidate Enemies on Block,,yes,Permanently Intimidate Enemies on Block,plain,,1,yes,no,,,yes
implicit.stat_293071889,implicit,"Nearby corpses Explode when you Warcry, dealing #% of their Life as Physical Damage",,yes,"Nearby corpses Explode when you Warcry, dealing #% of their Life as Physical Damage",plain,,1,yes,no,,,yes
implicit.stat_2935409762,implicit,Trigger Level # Rain of Arrows when you Attack with a Bow,,yes,Trigger Level # Rain of Arrows when you Attack with a Bow,plain,,1,yes,no,,,yes
implicit.stat_2936084533,implicit,You and nearby Allies have 30% increased Mana Regeneration Rate,,yes,You and nearby Allies have 30% increased Mana Regeneration Rate,plain,,1,yes,no,,,yes
implicit.stat_2940779795,implicit,"While a Unique Enemy is in your Presence, #% of Fire Damage Leeched as Life",,yes,"While a Unique Enemy is in your Presence, #% of Fire Damage Leeched as Life",plain,,1,yes,no,,,no
