# generated by scripts/hash-check.py from PathOfBuilding/src/Data/Mod*.lua @ 16de4b82, poe1/data/mods.json and stat_translations.json @ e2bd511a, ../trade-query/data/stats-2026-09-12.json
stat_id,stats_dat_hash,trade_number,attributed_by
ranged_weapon_physical_damage_+%,359040261,766615564,export
rare_or_unique_monster_dropped_item_rarity_+%,1883797568,2161689853,export
reave_damage_+%,13366374,862824495,export
reave_radius_+%,1289471267,1486490067,export
receive_bleeding_chance_%_when_hit_by_attack,576803349,2155467472,export
recharge_flasks_on_crit,3402978728,1546046884,export+pob
recharge_flasks_on_crit_while_affected_by_precision,2592453739,3772841281,export
reckoning_cooldown_speed_+%,3863773630,804983774,export
reckoning_damage_+%,2750836512,308326229,export
recoup_%_of_damage_taken_by_your_totems_as_life,2727249167,825316273,export
recover_%_life_when_you_chill_a_non_chilled_enemy,940062422,3883840239,export
recover_%_maximum_life_on_enemy_ignited,103148304,3112776239,export
recover_%_maximum_life_on_flask_use,2889900770,3184268466,export
recover_%_maximum_life_on_kill,1794209065,2023107756,export
recover_%_maximum_life_on_killing_enemy_while_you_have_rage,92778775,3305072079,export
recover_%_maximum_life_on_mana_flask_use,3943928604,1926816773,export
recover_%_maximum_life_on_rampage_threshold,1606475339,2737492258,export
recover_%_maximum_mana_on_kill,512031894,1604736568,export
recover_%_maximum_mana_when_enemy_shocked,1398246661,2524029637,export
recover_%_of_maximum_life_on_block,1330744155,2442647190,export
recover_10%_mana_on_skill_use_%_chance_while_affected_by_clarity,3011452990,1699077932,export
recover_10%_of_maximum_mana_on_skill_use_%,1272880012,308309328,export
recover_X_life_on_block,3006720062,1678831767,export
recover_X_life_on_enemy_ignited,990094350,4045269075,export
recover_X_life_on_suppressing_spell,2387560134,1807705940,export
recover_X_mana_on_killing_frozen_enemy,3136224043,3304801725,export
recover_energy_shield_%_on_kill,1430629792,2406605753,export
reduce_enemy_chaos_resistance_%,622542140,4264312960,export
reduce_enemy_chaos_resistance_with_weapons_%,1170310242,2237902788,export
reduce_enemy_cold_resistance_%_while_affected_by_hatred,3962266709,1222888897,export
reduce_enemy_cold_resistance_with_weapons_%,3885032068,1211769158,export
reduce_enemy_elemental_resistance_%,3302868891,2101383955,export
reduce_enemy_elemental_resistance_with_weapons_%,3893508239,1736172673,export
reduce_enemy_fire_resistance_%_vs_blinded_enemies,1445583799,1748657990,export
reduce_enemy_fire_resistance_%_while_affected_by_anger,1154420827,3111519953,export
reduce_enemy_fire_resistance_with_weapons_%,3889492770,1123291426,export
reduce_enemy_lightning_resistance_%_while_affected_by_wrath,4292301166,1077131949,export
reduce_enemy_lightning_resistance_with_weapons_%,3301796772,3301510262,export
reflect_curses,49188235,1731672673,export
reflect_damage_taken_+%,1055599321,3846810663,export
reflect_damage_taken_and_minion_reflect_damage_taken_+%,2926900799,3577248251,export
reflect_shocks,2050580990,3291999509,export
reflect_shocks_to_enemies_in_radius,547627159,615884286,export
refresh_ignite_duration_on_tinctured_weapon_hit_%_chance,3321064628,93054948,pob
regenerate_%_life_over_1_second_when_hit_while_affected_by_vitality,400001915,1366273824,export
regenerate_%_life_over_1_second_when_hit_while_not_unhinged,432266446,2504632495,export
regenerate_%_maximum_energy_shield_over_2_seconds_on_consuming_corpse,374563319,2900084972,export
regenerate_%_maximum_mana_over_2_seconds_on_consuming_corpse,3658771098,3721828090,export
regenerate_1_rage_per_x_life_regeneration,1594398132,4103111421,export
regenerate_X_life_over_1_second_on_cast,3249478403,1955882986,export
regenerate_energy_shield_instead_of_life,1260997558,632761194,export
rejuvenation_totem_%_life_regeneration_added_as_mana_regeneration,1227080490,1803063132,export
rejuvenation_totem_aura_effect_+%,1362893026,1588572574,export
remove_bleed_on_flask_use,978065308,2202201823,export
remove_bleeding_on_warcry,2857693842,3936926420,export
remove_chill_and_freeze_on_flask_use,2976530558,3296873305,export
remove_ignite_and_burning_on_flask_use,3799269183,1162425204,export
remove_random_ailment_on_flask_use_if_all_equipped_items_are_elder,1368485682,2917587077,export
remove_shock_on_flask_use,140609346,561861132,export
replica_unique_hyrris_truth_hatred_mana_reservation_+%_final,3353163877,47734694,export
reservation_efficiency_+%_with_unique_abyss_jewel_socketed,1016286512,2811179011,export
reservation_efficiency_-2%_per_1,2195344177,4202507508,export+pob
reserve_life_instead_of_loss_from_damage_for_x_ms,870814650,1777740627,export
resist_all_%,3616753781,2016723660,export
resist_all_%_for_enemies_you_inflict_spiders_web_upon,2847870952,785655723,export
resist_all_elements_%_per_endurance_charge,282544527,1852896268,export
resist_all_elements_%_with_200_or_more_strength,3394984709,2415398184,export
resolute_technique,2508614955,3943945975,export
restore_energy_shield_and_mana_when_you_focus_%,3603320734,2992263716,export
restore_ward_on_hit_%,2771596562,1925110785,export
retaliation_skill_damage_+%,522932535,1531617714,export
retaliation_skills_become_usable_every_x_ms,2766000279,1631195850,export
retaliation_use_window_duration_+%,3181246879,2547149004,export
righteous_fire_damage_+%,2765923941,3359178310,export
righteous_fire_radius_+%,4073296159,2430635444,export
righteous_fire_spell_damage_+%,4224072216,3316822388,export
riposte_cooldown_speed_+%,161831148,2287986752,export
riposte_damage_+%,2387555501,4071708873,export
rune_blast_teleports_to_detonated_rune_with_150_ms_cooldown,3319269657,242209782,export
sacrifice_%_life_on_spell_skill,1957285094,545408899,export
sacrifice_%_maximum_life_to_gain_as_es_on_spell_cast,2439301959,613752285,export
sacrifice_minion_to_fire_X_additional_arrows,2959182026,151300265,export
sanctify_area_of_effect_+%_when_targeting_consecrated_ground,566622907,1954529734,export
sanctify_consecrated_ground_enemy_damage_taken_+%,130912137,3100629498,export
sanctify_damage_+%,1503623224,944311193,export
scorch_effect_+%,1419519103,344570534,export
scorch_enemies_in_close_range_on_block,2410638139,41178696,export
scorched_earth_ground_scorch_duration_ms,660415666,1558131185,export
scorched_enemies_explode_on_death_for_8%_life_as_fire_degen_chance,1474467669,3717165313,export
scourge_arrow_damage_+%,3791810350,192534517,export
searing_bond_damage_+%,2271264678,2298223148,export
searing_bond_totem_placement_speed_+%,4217891943,708179348,export
searing_totem_elemental_resistance_+%,1781234669,2519689029,export
seismic_cry_exerted_attack_damage_+%,3202613840,3252913608,export
seismic_cry_minimum_power,2378934884,355086768,export
self_bleed_duration_+%,2874203474,1692879867,export
self_chill_duration_-%,1631867717,1874553720,export
self_cold_damage_on_reaching_maximum_power_charges,604833471,3664778308,export
self_critical_strike_multiplier_-%_per_endurance_charge,921275512,2380848911,export
self_curse_duration_+%,715681902,2920970371,export
self_curse_duration_+%_per_10_devotion,922088939,4235333770,export
self_cursed_with_level_x_vulnerability,2258358089,3947740014,export
self_debilitated,1175791140,1989416016,export
self_elemental_status_duration_-%,3978364567,1745952865,export
self_elemental_status_duration_-%_per_10_devotion,275463876,730530528,export
self_fire_damage_on_skill_use,874749555,4076381228,export
self_freeze_duration_-%,2279925014,2160282525,export
self_ignite_duration_-%,3384927813,986397080,export
self_offering_effect_+%,2175970761,2071120096,export
self_physical_damage_on_movement_skill_use,1160473224,2590715472,export
self_physical_damage_on_skill_use_%_mana_cost,1367721504,99487834,export
self_physical_damage_on_skill_use_%_max_life_per_warcry_exerting_action,2564698805,1615324731,export
self_poison_duration_+%,984231131,3301100256,export
self_shock_duration_-%,150347000,99927264,export
self_take_no_extra_damage_from_critical_strikes,4165435776,4294267596,export
self_take_no_extra_damage_from_critical_strikes_if_energy_shield_recharge_started_recently,3953787698,3753680856,export
self_take_no_extra_damage_from_critical_strikes_if_left_ring_is_magic_item,256692111,611839381,export
self_take_no_extra_damage_from_critical_strikes_while_affected_by_elusive,765185610,2953854044,export
sentinel_of_purity_damage_+%,1703322930,650630047,export
shaper_apparition_ability,3514396714,367775264,export
shapers_seed_unique_aura_life_regeneration_rate_per_minute_%,2613562037,3462673103,export
shapers_seed_unique_aura_mana_regeneration_rate_+%,1875266540,778848857,export
shatter_on_kill_vs_bleeding_enemies,643646961,881917501,export
shatter_on_kill_vs_poisoned_enemies,3299468082,3350228283,export
shattering_steel_%_chance_to_not_consume_ammo,634733437,4072657110,export
shattering_steel_damage_+%,1683149727,2313072099,export
shattering_steel_fortify_on_hit_close_range,2705055266,611022108,export
shattering_steel_number_of_additional_projectiles,791459488,2833259811,export
shield_armour_+%,1669549715,1215155013,export
shield_block_%,2421507490,4061558269,export
shield_charge_attack_speed_+%,842247416,648343221,export
shield_charge_damage_+%,2756204936,3490662882,export
shield_charge_damage_per_target_hit_+%,2773238665,3208939528,export
shield_crush_attack_speed_+%,3528605730,1948292587,export
shield_crush_damage_+%,3517687604,1451671945,export
shield_crush_helmet_enchantment_aoe_+%_final,833046295,734712401,export
shield_defences_+%_per_10_devotion,4026126698,2803981661,export
shield_spell_block_%,3608592875,938645499,export
shock_X_nearby_enemies_for_2_s_on_killing_shocked_enemy,541515355,3462132936,export
shock_attackers_for_4_seconds_on_block_%_chance,3354405287,575111651,export
shock_duration_+%,3067915077,3668351662,export
shock_effect_+%,489875771,2527686725,export
shock_effect_+%_while_es_leeching,884327726,3578946428,export
shock_maximum_magnitude_+,1606340069,4264358613,export+pob
shock_maximum_magnitude_is_60%,1606340069,4264358613,export
shock_minimum_damage_taken_increase_%,2147873787,1712740586,export
shock_nearby_enemies_for_x_ms_when_you_focus,1113507873,3031766858,export
shock_nova_damage_+%,4251263215,3948894096,export
shock_nova_radius_+%,237436751,565901339,export
shock_nova_ring_damage_+%,2652696171,3652051346,export
shock_prevention_ms_when_shocked,2423463476,215346464,export
shock_proliferation_radius_is_at_least_15,4029885297,1640259660,export
shock_self_for_x_ms_when_you_focus,2048408817,3181879507,export
shocked_chilled_effect_on_self_+%,3969406581,1984113628,export
shocked_effect_on_self_+%,338710464,3801067695,export
shocked_enemies_explode_for_%_life_as_lightning_damage,3677075096,2706994884,export
shocked_for_4_seconds_on_reaching_maximum_power_charges,3044091509,4256314560,export
shocked_ground_when_hit_%,4232284284,3355479537,export
shocks_reflected_to_self,1587171119,807955413,export
shockwave_slam_attack_speed_+%,907317935,1999307054,export
shockwave_slam_damage_+%,1397008028,4033078288,export
shockwave_slam_radius_+%,1247204470,3316767657,export
shockwave_totem_cast_speed_+%,4143556287,2259906777,export
shockwave_totem_damage_+%,1429768094,2440551805,export
shockwave_totem_radius_+%,3226947411,1153159301,export
should_use_alternate_fortify,873893110,3560157887,export
shrapnel_ballista_num_additional_arrows,4056057071,959534996,export
shrapnel_ballista_num_pierce,1803414777,1494168614,export
shrapnel_ballista_projectile_speed_+%,1776522176,1213017413,export
shrapnel_shot_damage_+%,326092632,2634945088,export
shrapnel_shot_physical_damage_%_to_add_as_lightning_damage,2997198413,1943147282,export
shrapnel_shot_radius_+%,3776572373,354556858,export
shrapnel_trap_area_of_effect_+%,3889204182,1694915226,export
shrapnel_trap_damage_+%,236492959,4207255685,export
shrapnel_trap_number_of_additional_secondary_explosions,842916054,3078026860,export
shrine_buff_effect_on_self_+%,1802855618,1939175721,export
shrine_buff_effect_on_self_+%_per_5%_maximum_life_reserved,2134927898,1674759049,export
shrine_effect_duration_+%,1854179926,1877661946,export
siege_ballista_attack_speed_+%,1095986688,444858149,export
siege_ballista_damage_+%,201168059,840189382,export
siege_ballista_totem_placement_speed_+%,2051364620,2896357741,export
sigil_damage_+%,366489584,1323465399,export
sigil_damage_+%_per_10_devotion,3542761880,2697019412,export
sigil_duration_+%,3568816911,3089482869,export
sigil_target_search_range_+%,2094379398,4223377453,export
silver_footprints_from_item,2494653953,3970396418,export
siphon_duration_+%,2893898487,3698833303,export
skeletal_chains_area_of_effect_+%,701339260,957864706,export
skeletal_chains_cast_speed_+%,69297201,1549594869,export
skeletal_chains_damage_+%,3581328883,1573799461,export
skeleton_attack_speed_+%,3691301786,3413085237,export
skeleton_cast_speed_+%,655499167,2725259389,export
skeleton_duration_+%,4142958209,1331384105,export
skeleton_movement_speed_+%,1001513057,3295031203,export
skeletons_are_permanent_minions,437881645,1021552211,export
skeletons_damage_+%,3664573130,3059357595,export
skill_area_of_effect_+%_if_enemy_killed_recently,3089127454,3481736410,export
skill_area_of_effect_+%_in_sand_stance,1609654535,1647746883,export
skill_area_of_effect_+%_per_power_charge,1356016901,3094501804,export
skill_area_of_effect_when_unarmed_+%,1385632280,2216127021,export
skill_effect_duration_+%,183850661,3377888098,export
skill_effect_duration_+%_per_red_skill_gem,3347325800,1430991954,export
skill_effect_duration_+%_with_non_curse_aura_skills,657712608,4152389562,export
skill_life_cost_+%_final_while_on_low_life,2831535796,3452986510,export
skill_mana_cost_+,4290648813,3736589033,export
skill_mana_cost_+_for_each_equipped_corrupted_item,2516045372,3750572810,export
skill_mana_cost_+_while_affected_by_clarity,3819408855,2445618239,export
skill_mana_cost_+_with_channelling_skills,3396203604,2421446548,export
skill_mana_cost_+_with_non_channelling_skills,875973595,677564538,export
skill_mana_cost_+_with_non_channelling_skills_while_affected_by_clarity,881994672,1853636813,export
skills_cost_no_mana_while_focused,913114833,849152640,export
skills_fire_x_additional_projectiles_for_4_seconds_after_consuming_8_steel_ammo,1017150776,1031404836,export
skills_gain_intensity_every_x_milliseconds_if_gained_intensity_recently,3113792827,2540626225,export
skills_lose_intensity_every_x_milliseconds_if_gained_intensity_recently,1271985566,2122561670,export
skills_that_throw_mines_reserve_life,3485227549,1192252020,export
skip_life_sacrifice_chance_%,1340974747,1761297940,export
skitterbots_mana_reservation_efficiency_-2%_per_1,4238582104,3818053347,export
slam_ancestor_totem_damage_+%,4224157929,78239163,export
slam_ancestor_totem_grant_owner_melee_damage_+%,2649154268,3543257184,export
slam_ancestor_totem_radius_+%,1003730844,3320271130,export
slash_ancestor_totem_damage_+%,3016514009,4166834934,export
slash_ancestor_totem_radius_+%,2269521677,3171507121,export
slither_elusive_effect_+%,3188226205,281958409,export
smite_aura_effect_+%,1286619894,2294732229,export
smite_chance_for_lighting_to_strike_extra_target_%,4195237356,3946561324,export
smite_damage_+%,2361358810,3901016205,export
smoke_mine_base_movement_velocity_+%,775499033,3564777492,export
smoke_mine_duration_+%,3237578503,3719728947,export
snapping_adder_%_chance_to_retain_projectile_on_release,3003219747,2563177940,export
snapping_adder_damage_+%,399241668,1404787106,export
snapping_adder_withered_on_hit_for_2_seconds_%_chance,970409213,2157671820,export
snipe_attack_speed_+%,254803964,2513745555,export
soul_eater_maximum_stacks,2559982602,3153125103,export
soul_eater_maximum_stacks_+,3597228057,1915836277,export
soul_link_duration_+%,269231055,3975033889,export
soulcord_have_acceleration_shrine_effect_if_affected_by_no_flasks,1141192959,845062586,export
soulcord_have_brutal_shrine_effect_if_affected_by_no_flasks,20891876,1665800734,export
soulcord_have_chilling_shrine_effect_if_affected_by_no_flasks,3110310513,3677336814,export
soulcord_have_diamond_shrine_effect_if_affected_by_no_flasks,1909780579,1962944794,export
soulcord_have_echoing_shrine_effect_if_affected_by_no_flasks,1356339129,1941745370,export
soulcord_have_gloom_shrine_effect_if_affected_by_no_flasks,230508579,1525347447,export
soulcord_have_impenetrable_shrine_effect_if_affected_by_no_flasks,155988869,1451444229,export
soulcord_have_massive_shrine_effect_if_affected_by_no_flasks,3373746823,3810260531,export
soulcord_have_replenishing_shrine_effect_if_affected_by_no_flasks,818066581,2752009372,export
soulcord_have_resistance_shrine_effect_if_affected_by_no_flasks,3497257841,3934633832,export
soulcord_have_resonating_shrine_effect_if_affected_by_no_flasks,3944474008,736980450,export
soulcord_have_shocking_shrine_effect_if_affected_by_no_flasks,1834714564,1838429243,export
soulcord_have_skeleton_shrine_effect_if_affected_by_no_flasks,1378498392,3878995435,export
soulrend_applies_hinder_movement_speed_+%,2861834056,303359279,export
soulrend_damage_+%,1156597425,4117042530,export
soulrend_number_of_additional_projectiles,3458097192,3371533847,export
spark_damage_+%,670464211,1208019382,export
spark_num_of_additional_projectiles,4067285362,186513618,export
spark_projectile_speed_+%,1666436661,103922739,export
spark_projectiles_nova,1162818849,3803013948,export
spark_skill_effect_duration_+%,1564790257,3420284170,export
spectral_helix_damage_+%,16866350,183131376,export
spectral_helix_projectile_speed_+%,3122269490,1952647315,export
spectral_helix_rotations_%,4221165490,4175166318,export
spectral_shield_throw_damage_+%,1125833520,1891516164,export
spectral_shield_throw_num_of_additional_projectiles,2887324778,3608981617,export
spectral_shield_throw_projectile_speed_+%,3350794850,1561141582,export
spectral_throw_damage_+%,1016418084,3755794090,export
spectral_throw_projectile_deceleration_+%,1962575981,444686294,export
spectral_throw_projectile_speed_+%,2053400789,1062615953,export
spectre_attack_and_cast_speed_+%,4158575077,4137556603,export
spectre_damage_+%,569941673,3645693773,export
spectre_elemental_resistances_%,1980117033,27640220,export
spectre_maximum_life_+,3937129343,3111456397,export
spectres_additional_base_critical_strike_chance,250733707,2341487846,export
spectres_base_maximum_all_resistances_%,2493658282,2472962676,export
spectres_base_skill_area_of_effect_+%,3145138231,3724637507,export
spectres_critical_strike_chance_+%,1833184,1862097882,export
spectres_gain_arcane_surge_when_you_do,1405476866,3462113315,export
spectres_have_base_duration_ms,2606622580,1210937073,export
spectres_number_of_additional_projectiles,2646544375,1275218140,export
spell_additional_critical_strike_chance_permyriad,2325581491,791835907,export
spell_additional_critical_strike_chance_permyriad_if_4_shaper_items,2378730436,4216579611,export
spell_area_of_effect_+%,3485244151,1967040409,export
spell_block_%_if_blocked_a_spell_recently,4217506406,4263513561,export
spell_block_%_if_blocked_an_attack_recently,3927582795,1214153650,export
spell_block_%_while_on_low_life,2105660555,2253286128,export
spell_block_chance_%_per_50_strength,3797852488,1114429046,export
spell_block_is_maximum_if_not_blocked_recently,2479432138,1817677817,export
spell_block_while_dual_wielding_%,2363734143,138741818,export
spell_block_with_staff_%,2795043445,2120297997,export
spell_chance_to_deal_double_damage_%,3563979316,2813626504,export
spell_chance_to_shock_frozen_enemies_%,1253333719,288651645,export
spell_critical_strike_chance_+%,2387850488,737908626,export
spell_critical_strike_chance_+%_if_removed_maximum_number_of_seals,2909877594,2897207025,export
spell_critical_strike_chance_+%_per_100_max_life,1124370114,3775574601,export
spell_critical_strike_chance_+%_per_raised_spectre,3456494893,495095219,export
spell_critical_strike_chance_+%_while_dual_wielding,1952708767,1218939541,export
spell_critical_strike_chance_+%_while_holding_shield,831897848,952509814,export
spell_critical_strike_chance_+%_while_wielding_staff,1818406872,140429540,export
spell_critical_strike_multiplier_+_while_dual_wielding,2784038315,2349237916,export
spell_critical_strike_multiplier_+_while_holding_shield,3324058610,2311200892,export
spell_critical_strike_multiplier_+_while_wielding_staff,2777406637,3629080637,export
spell_damage_%_suppressed_if_not_suppressed_spell_recently,330583323,1409317489,export
spell_damage_%_suppressed_while_on_full_energy_shield,3785124630,1493325653,export
spell_damage_+%,78851980,2974417149,export
spell_damage_+%_during_flask_effect,1115916264,2080171093,export
spell_damage_+%_if_have_crit_in_past_8_seconds,2064445306,467806158,export
spell_damage_+%_if_have_crit_recently,585132223,1550015622,export
spell_damage_+%_if_other_ring_is_elder_item,3025978494,2921373173,export
spell_damage_+%_per_100_max_life,816837348,3491815140,export
spell_damage_+%_per_10_int,1533128742,2818518881,export
spell_damage_+%_per_10_strength,2675084499,1073314277,export
spell_damage_+%_per_16_dex,3827243597,2612056840,export
spell_damage_+%_per_16_int,1663178101,3961014595,export
spell_damage_+%_per_16_strength,3102263514,4249521944,export
spell_damage_+%_per_200_mana_spent_recently,1162220480,347220474,export
spell_damage_+%_per_5%_block_chance,1073169265,2449668043,export
spell_damage_+%_per_500_maximum_mana,573994454,3555662994,export
spell_damage_+%_per_power_charge,2526275461,827329571,export
spell_damage_+%_while_dual_wielding,886096780,1678690824,export
spell_damage_+%_while_holding_shield,3267122450,1766142294,export
spell_damage_+%_while_no_mana_reserved,3840596605,3779823630,export
spell_damage_taken_+%_from_blinded_enemies,2674374417,1165847826,export
spell_damage_taken_+%_when_on_low_mana,4126999654,3557561376,export
spell_hits_against_you_inflict_poison_%,3077415941,2043747322,export
spell_impale_on_crit_%_chance,2770356213,4084476257,export
spell_skill_gem_level_+,2384191944,124131830,export
spell_skills_always_crit_on_final_repeat,945288836,3738009328,export
spell_skills_critical_strike_chance_+%_on_final_repeat,2725296948,1090897989,export
spell_skills_deal_no_damage,2419460077,291644318,export
spell_skills_never_crit_except_on_final_repeat,1106746268,2516869940,export
spell_staff_damage_+%,1627525224,3496944181,export
spell_suppression_chance_%_if_suppressed_spell_recently,4224516661,3273678959,export
spell_suppression_chance_%_if_taken_spell_damage_recently,2069051250,1503864797,export
spell_suppression_chance_%_per_endurance_charge,2054611179,161741084,export
spell_suppression_chance_%_per_fortification,1094558720,2731261141,export
spell_suppression_chance_%_per_frenzy_charge,400872818,482967934,export
spell_suppression_chance_%_per_power_charge,563710555,1309947938,export
spell_suppression_chance_%_while_affected_by_grace,1280005760,4071658793,export
spell_suppression_chance_%_while_affected_by_haste,2234056533,2170859717,export
spell_suppression_chance_%_while_channelling,1835482077,4108186648,export
spell_suppression_chance_%_while_moving,3141613466,2907896585,export
spell_suppression_chance_%_while_off_hand_empty,2462055161,2076926581,export
spell_suppression_chance_modifiers_apply_to_avoid_all_elemental_ailments_at_%_value,992974656,2401345409,export
spell_suppression_chance_modifiers_apply_to_chance_to_double_armour_effect_on_hit_at_%_value,104244372,860891010,export
spells_chance_to_blind_on_hit_%,1460084385,1012291104,export
spells_chance_to_hinder_on_hit_%,2692938940,3002506763,export
spells_corrosion_on_hit_%,3023180079,1960314688,export
spells_have_culling_strike,1083166598,3238189103,export
spells_impale_on_hit_%_chance,4184145543,3094222195,export
spells_inflict_intimidate_on_crit,3138962542,181229988,export
spells_number_of_additional_projectiles,2283341867,1011373762,export
spells_you_cast_gain_%_of_base_main_hand_weapon_damage_as_added_spell_damage,2414969139,3362832740,export
spellslinger_cooldown_duration_+%,665550256,465162370,export
spellslinger_mana_reservation_+%,3715079035,2561956001,export
spellslinger_mana_reservation_efficiency_+%,619477927,3305838454,export+pob
spellslinger_mana_reservation_efficiency_-2%_per_1,619477927,3305838454,export
spider_aspect_debuff_duration_+%,1542416198,332854027,export
spider_aspect_skill_area_of_effect_+%,1866299949,3686780108,export
spider_aspect_web_interval_ms_override,3131653126,3832130495,export
spirit_offering_critical_strike_multiplier_+,1364997842,1793005352,export
spirit_offering_duration_+%,168507599,1063173946,export
spirit_offering_effect_+%,692527300,3544391750,export
spirit_offering_physical_damage_%_to_add_as_chaos,1399117044,3229261553,export
split_arrow_critical_strike_chance_+%,2654844192,1028884162,export
split_arrow_damage_+%,1737586601,2555469486,export
split_arrow_num_of_additional_projectiles,2215355679,2278715446,export
splitting_steel_area_of_effect_+%,2620260257,1977935782,export
splitting_steel_damage_+%,86442948,866725377,export
spread_poison_to_nearby_enemies_on_kill,1844429645,3559020159,export
staff_accuracy_rating_+%,1527831504,1617235962,export
staff_attack_speed_+%,3775850110,1394963553,export
staff_block_%,2932853319,1001829678,export
staff_critical_strike_multiplier_+,3144520995,1474913037,export
staff_damage_+%,3312874845,4087089130,export
static_strike_additional_number_of_beam_targets,44957312,2537202749,export
static_strike_damage_+%,3773067829,551375258,export
static_strike_duration_+%,3894448402,2906742892,export
static_strike_radius_+%,3862930343,2685860927,export
status_ailments_you_inflict_duration_+%_while_focused,309563700,1840751341,export
steel_ammo_consumed_per_use_with_attacks_that_fire_projectiles,704565026,591162856,export
steel_steal_area_of_effect_+%,2160052412,2067717830,export
steel_steal_cast_speed_+%,3983929675,109671187,export
steel_steal_reflect_damage_+%,3363603877,2879593163,export
steelskin_damage_limit_+%,3501635325,4102483123,export
stone_golem_damage_+%,2337832885,1171483499,export
stone_golem_elemental_resistances_%,329894637,1601558321,export
storm_blade_has_local_attack_speed_+%,3664672162,1217516474,export
storm_blade_has_local_lightning_penetration_%,2657202664,1501151168,export
storm_brand_additional_chain_chance_%,129214923,1510381560,export
storm_brand_attached_target_lightning_penetration_%,2236209565,3318254108,export
storm_brand_damage_+%,1556055804,531461618,export
storm_burst_15_%_chance_to_create_additional_orb,1352988367,339673147,export
storm_burst_additional_object_chance_%,1483492295,1898356067,export
storm_burst_area_of_effect_+%,2307892306,3961497709,export
storm_burst_avoid_interruption_while_casting_%,2706454205,884220218,export
storm_burst_damage_+%,3708043072,2948719994,export
storm_call_damage_+%,1343225333,3359777583,export
storm_call_duration_+%,1293179735,1843506018,export
storm_call_radius_+%,1172046686,2070247068,export
storm_cloud_critical_strike_chance_+%,1690668704,168538372,export
storm_cloud_radius_+%,1674891819,2875508213,export
storm_rain_damage_+%,3932002451,1463790510,export
storm_rain_num_additional_arrows,393502346,3548112418,export
stormbind_skill_area_of_effect_+%,3052217572,3823033989,export
stormbind_skill_damage_+%,1046023399,1235531589,export
strength_+%,806221670,734614379,export
strength_+%_if_2_warlord_items,454872902,2003094183,export
strength_applies_to_fish_reel_speed_at_20%_value,317810722,4039414411,export
strength_damage_bonus_grants_melee_physical_damage_+3%_per_10_strength_instead,3681439935,1531241759,export
strength_skill_gem_level_+,2891065456,2339012908,export
strike_skills_fortify_on_hit,2107301784,3049891689,export
strike_skills_knockback_on_melee_hit,1112907722,1737583880,export
strong_casting,2574185396,4092697134,export
stun_duration_+%_with_tinctured_weapons,3082000304,2791825817,pob
stun_duration_on_self_+%,1152510981,1067429236,export
stun_threshold_+%,1344955616,680068163,export
stun_threshold_based_on_%_mana_instead_of_life,2040188850,2280488002,export
stun_threshold_based_on_energy_shield_instead_of_life,829703626,2562665460,export
stun_threshold_increased_by_overcapped_fire_resistance,3281622976,2898944747,export
stun_threshold_reduction_+%_while_using_flask,3039967981,4228951304,export
summon_arbalist_attack_speed_+%,2634081474,4054463312,export
summon_arbalist_chains_+,2767607385,3010688059,export
summon_arbalist_chance_to_bleed_%,2478694286,1841503755,export
summon_arbalist_chance_to_crush_on_hit_%,2322344450,1658936540,export
summon_arbalist_chance_to_deal_double_damage_%,299776724,3057722139,export
summon_arbalist_chance_to_freeze_%,2000405409,2052458107,export
summon_arbalist_chance_to_ignite_%,3980642544,831284309,export
summon_arbalist_chance_to_ignite_freeze_shock_%,3696143442,357325557,export
summon_arbalist_chance_to_inflict_cold_exposure_on_hit_%,1824957790,157070900,export
summon_arbalist_chance_to_inflict_fire_exposure_on_hit_%,1767170218,3327243369,export
summon_arbalist_chance_to_inflict_lightning_exposure_on_hit_%,374501452,223656429,export
summon_arbalist_chance_to_intimidate_for_4_seconds_on_hit_%,642012743,3964074505,export
summon_arbalist_chance_to_maim_for_4_seconds_on_hit_%,2431646048,3652224635,export
summon_arbalist_chance_to_poison_%,1632804604,2894626576,export
summon_arbalist_chance_to_shock_%,1734513077,2144847042,export
summon_arbalist_chance_to_unnerve_for_4_seconds_on_hit_%,2740120123,3976916585,export
summon_arbalist_number_of_additional_projectiles,2443914670,2087104263,export
summon_arbalist_number_of_splits,1024293586,1857935842,export
summon_arbalist_physical_damage_%_to_add_as_cold,4192943386,655918588,export
summon_arbalist_physical_damage_%_to_add_as_fire,4255588073,1477474340,export
summon_arbalist_physical_damage_%_to_add_as_lightning,529533006,2631827343,export
summon_arbalist_physical_damage_%_to_convert_to_cold,1127943217,1094808741,export
summon_arbalist_physical_damage_%_to_convert_to_fire,3223375455,2954406821,export
summon_arbalist_physical_damage_%_to_convert_to_lightning,3300901244,2934219859,export
summon_arbalist_projectiles_fork,3117553349,2461270975,export
summon_arbalist_targets_to_pierce,2165881437,3741465646,export
summon_fire_skitterbot,2620968656,3402861859,export
summon_raging_spirit_melee_splash_fire_damage_only,1847415056,221328679,export
summon_reaper_cooldown_speed_+%,440349062,82475304,export
summon_skeletons_additional_warrior_skeleton_one_twentieth_chance,4070569767,1040958896,export
summon_skeletons_cooldown_modifier_ms,2727474122,3013430129,export
summon_skeletons_num_additional_warrior_skeletons,4206572925,1589090910,export
summon_skitterbots_area_of_effect_+%,260039028,2844839137,export
summon_skitterbots_mana_reservation_+%,1274225743,3798244977,export
