# generated by scripts/trade-stat-map.py from poe1/data/stat_translations.json @ e2bd511a and ../trade-query/data/stats-2026-09-12.json
trade_id,category,stat_key,trade_text,option,entry,n_entries,repoe_ids,english,hidden,in_capture,capture_text_equal
fractured.stat_3693062339,fractured,stat_3693062339,Player Skills which Throw Traps throw up to # fewer Traps,,8874,1,map_number_of_additional_traps_to_throw,Player Skills which Throw Traps throw up to {0} fewer Traps,,yes,yes
fractured.stat_369494213,fractured,stat_369494213,Gain #% of Physical Damage as Extra Fire Damage,,1955,1,physical_damage_%_to_add_as_fire,Gain {0}% of Physical Damage as Extra Fire Damage,,yes,yes
fractured.stat_3695891184,fractured,stat_3695891184,Gain # Life per Enemy Killed,,1773,1,base_life_gained_on_enemy_death,Gain {0} Life per Enemy Killed,,yes,yes
fractured.stat_3697635701,fractured,stat_3697635701,1 Added Passive Skill is Holy Word,,7804,1,local_affliction_notable_holy_word,1 Added Passive Skill is Holy Word,,yes,yes
fractured.stat_3699494172,fractured,stat_3699494172,Socketed Gems are Supported by Level # Unbound Ailments,,405,1,local_display_socketed_gems_supported_by_level_x_unbound_ailments,Socketed Gems are Supported by Level {0} Unbound Ailments,,yes,yes
fractured.stat_3700381193,fractured,stat_3700381193,#% increased Accuracy Rating per Frenzy Charge,,2073,1,accuracy_rating_+%_per_frenzy_charge,{0}% increased Accuracy Rating per Frenzy Charge,,yes,yes
fractured.stat_3702411606,fractured,stat_3702411606,Patrol Packs take #% increased damage,,7105,1,heist_contract_patrol_take_damage_+%,Patrol Packs take {0}% increased damage,,yes,yes
fractured.stat_3702513529,fractured,stat_3702513529,#% increased Attack Critical Strike Chance while Dual Wielding,,1505,1,critical_strike_chance_while_dual_wielding_+%,{0}% increased Attack Critical Strike Chance while Dual Wielding,,yes,yes
fractured.stat_3706959521,fractured,stat_3706959521,+# to Minimum Endurance Charges,,1828,1,base_minimum_endurance_charges,{0} to Minimum Endurance Charges,,yes,yes
fractured.stat_3707756896,fractured,stat_3707756896,Monsters have a #% chance to gain an Endurance Charge when hit,,8767,1,map_monster_chance_to_gain_endurance_charge_when_hit_%,Monsters have a {0}% chance to gain an Endurance Charge when hit,,yes,yes
fractured.stat_37078857,fractured,stat_37078857,1 Added Passive Skill is Fasting,,7767,1,local_affliction_notable_fasting,1 Added Passive Skill is Fasting,,yes,yes
fractured.stat_3708045494,fractured,stat_3708045494,#% increased Damage with Hits against Enemies on Full Life,,6210,1,damage_vs_enemies_on_full_life_+%,{0}% increased Damage with Hits against Enemies on Full Life,,yes,yes
fractured.stat_3709502856,fractured,stat_3709502856,Enemies Hindered by you have #% increased Life Regeneration rate,,6501,1,enemies_you_hinder_have_life_regeneration_rate_+%,Enemies Hindered by you have {0}% increased Life Regeneration rate,,yes,yes
fractured.stat_3709982550,fractured,stat_3709982550,Area contains Petrification Statues,,8893,1,map_petrificiation_statue_ambush,Area contains Petrification Statues,,yes,yes
fractured.stat_3711553948,fractured,stat_3711553948,1 Added Passive Skill is Devastator,,7734,1,local_affliction_notable_devastator,1 Added Passive Skill is Devastator,,yes,yes
fractured.stat_3716281760,fractured,stat_3716281760,Grants Level # Purity of Fire Skill,,636,1,local_display_grants_skill_purity_of_fire_level,Grants Level {0} Purity of Fire Skill,,yes,yes
fractured.stat_3718597497,fractured,stat_3718597497,Socketed Gems are Supported by Level # Controlled Destruction,,538,1,local_display_socketed_gems_supported_by_x_controlled_destruction,Socketed Gems are Supported by Level {0} Controlled Destruction,,yes,yes
fractured.stat_3720627346,fractured,stat_3720627346,#% increased Attack Speed with Wands,,1453,1,wand_attack_speed_+%,{0}% increased Attack Speed with Wands,,yes,yes
fractured.stat_3720936304,fractured,stat_3720936304,Socketed Gems are Supported by Level # Increased Area of Effect,,235,1,local_display_socketed_gems_get_increased_area_level,Socketed Gems are Supported by Level {0} Increased Area of Effect,,yes,yes
fractured.stat_3721672021,fractured,stat_3721672021,Added Small Passive Skills also grant: Regenerate #% of Life per Second,,7655,1,local_affliction_jewel_small_nodes_grant_%_life_regeneration_per_minute,Added Small Passive Skills also grant: Regenerate {0}% of Life per Second,,yes,yes
fractured.stat_3729221884,fractured,stat_3729221884,Players have #% reduced Chance to Block,,8946,1,map_players_block_chance_+%,Players have {0}% increased Chance to Block,,yes,yes
fractured.stat_3729445224,fractured,stat_3729445224,Auras from your Skills grant #% increased Damage to you and Allies,,3490,1,auras_grant_damage_+%_to_you_and_your_allies,Auras from your Skills grant {0}% increased Damage to you and Allies,,yes,yes
fractured.stat_3734675602,fractured,stat_3734675602,Grants Level # Zealotry Skill,,750,1,local_display_grants_skill_zealotry_level,Grants Level {0} Zealotry Skill,,yes,yes
fractured.stat_3736589033,fractured,stat_3736589033,+# to Total Mana Cost of Skills,,1914,1,skill_mana_cost_+,{0} to Total Mana Cost of Skills,,yes,yes
fractured.stat_3737604164,fractured,stat_3737604164,1 Added Passive Skill is Eldritch Inspiration,,7747,1,local_affliction_notable_eldritch_inspiration,1 Added Passive Skill is Eldritch Inspiration,,yes,yes
fractured.stat_3738001379,fractured,stat_3738001379,#% chance to gain a Flask Charge when you deal a Critical Strike,,866,2,local_recharge_on_crit_%,{0}% chance to gain a Flask Charge when you deal a Critical Strike,,yes,yes
fractured.stat_3738001379,fractured,stat_3738001379,#% chance to gain a Flask Charge when you deal a Critical Strike,,3423,2,gain_flask_chance_on_crit_%,{0}% chance to gain a Flask Charge when you deal a Critical Strike,,yes,yes
fractured.stat_3738331820,fractured,stat_3738331820,"With at least 40 Strength in Radius, #% of Glacial
Hammer Physical Damage Converted to Cold Damage",,3382,1,local_unique_jewel_glacial_hammer_physical_damage_%_to_convert_to_cold_with_50_str_in_radius,"With at least 40 Strength in Radius, {0}% of Glacial\nHammer Physical Damage Converted to Cold Damage",,yes,yes
fractured.stat_3739863694,fractured,stat_3739863694,#% chance to Impale Enemies on Hit with Attacks,,4965,2,attacks_impale_on_hit_%_chance,{0}% chance to Impale Enemies on Hit with Attacks,,yes,yes
fractured.stat_3739863694,fractured,stat_3739863694,#% chance to Impale Enemies on Hit with Attacks,,7970,2,local_attacks_impale_on_hit_%_chance,{0}% chance to Impale Enemies on Hit with Attacks,,yes,yes
fractured.stat_3741323227,fractured,stat_3741323227,#% increased Flask Effect Duration,,2210,1,flask_duration_+%,{0}% increased Flask Effect Duration,,yes,yes
fractured.stat_3742945352,fractured,stat_3742945352,Hatred has #% increased Aura Effect,,3398,1,hatred_aura_effect_+%,Hatred has {0}% increased Aura Effect,,yes,yes
fractured.stat_3743301799,fractured,stat_3743301799,#% increased Fire Damage taken,,2265,1,fire_damage_taken_+%,{0}% increased Fire Damage taken,,yes,yes
fractured.stat_3743375737,fractured,stat_3743375737,#% chance to Avoid Cold Damage from Hits,,3406,1,avoid_cold_damage_%,{0}% chance to Avoid Cold Damage from Hits,,yes,yes
fractured.stat_3746703776,fractured,stat_3746703776,1 Added Passive Skill is Ancestral Preservation,,7673,1,local_affliction_notable_ancestral_preservation,1 Added Passive Skill is Ancestral Preservation,,yes,yes
fractured.stat_3748879662,fractured,stat_3748879662,#% chance to cover Enemies in Ash when they Hit you,,4736,1,apply_covered_in_ash_to_attacker_when_hit_%,{0}% chance to cover Enemies in Ash when they Hit you,,yes,yes
fractured.stat_3753650187,fractured,stat_3753650187,#% additional Physical Damage Reduction while Focused,,4612,1,additional_physical_damage_reduction_%_during_focus,{0}% additional Physical Damage Reduction while Focused,,yes,yes
fractured.stat_3753703249,fractured,stat_3753703249,Gain #% of Physical Damage as Extra Damage of a random Element,,2966,1,physical_damage_%_to_add_as_random_element,Gain {0}% of Physical Damage as Extra Damage of a random Element,,yes,yes
fractured.stat_3758712376,fractured,stat_3758712376,1 Added Passive Skill is Blizzard Caller,,7781,1,local_affliction_notable_frost_breath,1 Added Passive Skill is Blizzard Caller,,yes,yes
fractured.stat_3759663284,fractured,stat_3759663284,#% increased Projectile Speed,,1821,1,base_projectile_speed_+%,{0}% increased Projectile Speed,,yes,yes
fractured.stat_3759735052,fractured,stat_3759735052,#% increased Attack Speed with Bows,,1451,1,bow_attack_speed_+%,{0}% increased Attack Speed with Bows,,yes,yes
fractured.stat_3762412853,fractured,stat_3762412853,Attacks with this Weapon Penetrate #% Chaos Resistance,,7987,1,local_chaos_penetration_%,Attacks with this Weapon Penetrate {0}% Chaos Resistance,,yes,yes
fractured.stat_3762784591,fractured,stat_3762784591,#% reduced Chaos Damage taken over time,,1971,1,chaos_damage_taken_over_time_+%,{0}% increased Chaos Damage taken over time,,yes,yes
fractured.stat_3764265320,fractured,stat_3764265320,#% of Physical Damage Leeched as Life,,1690,3,old_do_not_use_base_life_leech_from_physical_damage_permyriad,{0}% of Physical Damage Leeched as Life,,yes,yes
fractured.stat_3764265320,fractured,stat_3764265320,#% of Physical Damage Leeched as Life,,1691,3,base_life_leech_from_physical_damage_permyriad,{0}% of Physical Damage Leeched as Life,,yes,yes
fractured.stat_3764265320,fractured,stat_3764265320,#% of Physical Damage Leeched as Life,,1693,3,horrible_ugly_life_leech_from_physical_damage_perhundredthousand,{0}% of Physical Damage Leeched as Life,,yes,yes
fractured.stat_3767873853,fractured,stat_3767873853,Reflects # Physical Damage to Melee Attackers,,2225,1,physical_damage_to_return_to_melee_attacker,Reflects {0} Physical Damage to Melee Attackers,,yes,yes
fractured.stat_3769211656,fractured,stat_3769211656,#% chance to gain a Frenzy Charge when you Block,,5765,1,chance_to_gain_frenzy_charge_on_block_%,{0}% chance to gain a Frenzy Charge when you Block,,yes,yes
fractured.stat_3771516363,fractured,stat_3771516363,#% additional Physical Damage Reduction,,2296,1,base_additional_physical_damage_reduction_%,{0}% additional Physical Damage Reduction,,yes,yes
fractured.stat_3774831856,fractured,stat_3774831856,#% increased Physical Damage with Maces or Sceptres,,1353,1,physical_mace_damage_+%,{0}% increased Physical Damage with Maces or Sceptres,,yes,yes
fractured.stat_3777170562,fractured,stat_3777170562,1 Added Passive Skill is Overshock,,7845,1,local_affliction_notable_overshock,1 Added Passive Skill is Overshock,,yes,yes
fractured.stat_3784610129,fractured,stat_3784610129,1 Added Passive Skill is Dark Messenger,,7727,1,local_affliction_notable_dark_messenger,1 Added Passive Skill is Dark Messenger,,yes,yes
fractured.stat_378817135,fractured,stat_378817135,+#% to Fire and Chaos Resistances,,6640,1,fire_and_chaos_damage_resistance_%,{0}% to Fire and Chaos Resistances,,yes,yes
fractured.stat_3789765926,fractured,stat_3789765926,+#% Chance to Block Attack Damage if you have Blocked Attack Damage Recently,,5299,1,block_%_if_blocked_an_attack_recently,{0}% Chance to Block Attack Damage if you have Blocked Attack Damage Recently,,yes,yes
fractured.stat_3790108551,fractured,stat_3790108551,"With at least 40 Intelligence in Radius, Frostbolt fires an additional Projectile",,8194,1,local_unique_jewel_frostbolt_additional_projectiles_with_40_int_in_radius,"With at least 40 Intelligence in Radius, Frostbolt fires an additional Projectile",,yes,yes
fractured.stat_379328644,fractured,stat_379328644,#% increased Damage with Wands,,2973,1,wand_damage_+%,{0}% increased Damage with Wands,,yes,yes
fractured.stat_3796013729,fractured,stat_3796013729,Socketed Gems are Supported by Level # Ruthless,,382,1,local_display_socketed_gems_supported_by_level_x_ruthless,Socketed Gems are Supported by Level {0} Ruthless,,yes,yes
fractured.stat_3796523155,fractured,stat_3796523155,#% less effect of Curses on Monsters,,8813,1,map_monsters_curse_effect_on_self_+%_final,{0}% more effect of Curses on Monsters,,yes,yes
fractured.stat_3799759054,fractured,stat_3799759054,Added Small Passive Skills also grant: Channelling Skills have #% increased Attack and Cast Speed,,7622,1,local_affliction_jewel_small_nodes_grant_attack_and_cast_speed_+%_with_channelling_skills,Added Small Passive Skills also grant: Channelling Skills have {0}% increased Attack and Cast Speed,,yes,yes
fractured.stat_3801067695,fractured,stat_3801067695,#% reduced Effect of Shock on you,,10167,1,shocked_effect_on_self_+%,{0}% increased Effect of Shock on you,,yes,yes
fractured.stat_3801128794,fractured,stat_3801128794,#% increased Damage per 15 Intelligence,,6140,1,damage_+%_per_15_int,{0}% increased Damage per 15 Intelligence,,yes,yes
fractured.stat_3802667447,fractured,stat_3802667447,#% increased Quantity of Fish Caught,,2883,1,fish_quantity_+%,{0}% increased Quantity of Fish Caught,,yes,yes
fractured.stat_3805075944,fractured,stat_3805075944,#% increased Attack Speed while holding a Shield,,1443,2,attack_speed_+%_while_holding_shield,{0}% increased Attack Speed while holding a Shield,,yes,yes
fractured.stat_3805075944,fractured,stat_3805075944,#% increased Attack Speed while holding a Shield,,1454,2,shield_attack_speed_+%,{0}% increased Attack Speed while holding a Shield,,yes,yes
fractured.stat_380759151,fractured,stat_380759151,Your Lightning Damage can Freeze,,2913,1,lightning_damage_can_freeze,Your Lightning Damage can Freeze,,yes,yes
fractured.stat_3811191316,fractured,stat_3811191316,Minions have #% increased Area of Effect,,3054,1,minion_skill_area_of_effect_+%,Minions have {0}% increased Area of Effect,,yes,yes
fractured.stat_3812107348,fractured,stat_3812107348,Instant Recovery when on Low Life,,886,1,local_flask_recover_instantly_when_on_low_life,Instant Recovery when on Low Life,,yes,yes
fractured.stat_3814066599,fractured,stat_3814066599,Socketed Gems are Supported by Level # Trap And Mine Damage,,470,1,local_display_socketed_gems_supported_by_level_x_trap_and_mine_damage,Socketed Gems are Supported by Level {0} Trap And Mine Damage,,yes,yes
fractured.stat_3814560373,fractured,stat_3814560373,#% increased Physical Damage with Swords,,1364,1,physical_sword_damage_+%,{0}% increased Physical Damage with Swords,,yes,yes
fractured.stat_3814785829,fractured,stat_3814785829,"Melee Strikes Curse Enemies with Flammability on Hit, ignoring Curse Limit",,6080,1,curse_on_melee_strike_hit_level_flammability_ignoring_curse_limit,"Melee Strikes Curse Enemies with Flammability on Hit, ignoring Curse Limit",,yes,yes
fractured.stat_3814876985,fractured,stat_3814876985,#% chance to gain a Power Charge on Critical Strike,,1855,1,add_power_charge_on_critical_strike_%,{0}% chance to gain a Power Charge on Critical Strike,,yes,yes
fractured.stat_3818661553,fractured,stat_3818661553,1 Added Passive Skill is Eye of the Storm,,7763,1,local_affliction_notable_eye_of_the_storm,1 Added Passive Skill is Eye of the Storm,,yes,yes
fractured.stat_3819827377,fractured,stat_3819827377,Added Small Passive Skills also grant: +# to Maximum Life,,7650,1,local_affliction_jewel_small_nodes_grant_maximum_life,Added Small Passive Skills also grant: {0} to Maximum Life,,yes,yes
fractured.stat_3822999954,fractured,stat_3822999954,+# to maximum Mana per 2 Intelligence,,9299,1,maximum_mana_+_per_2_intelligence,{0} to maximum Mana per 2 Intelligence,,yes,yes
fractured.stat_382360671,fractured,stat_382360671,1 Added Passive Skill is Uncompromising,,7733,1,local_affliction_notable_determined_preparation,1 Added Passive Skill is Uncompromising,,yes,yes
fractured.stat_3824372849,fractured,stat_3824372849,#% increased Curse Duration,,1806,1,base_curse_duration_+%,{0}% increased Curse Duration,,yes,yes
fractured.stat_3826977109,fractured,stat_3826977109,Socketed Gems are Supported by Level # Maim,,343,1,local_display_socketed_gems_supported_by_level_x_maim,Socketed Gems are Supported by Level {0} Maim,,yes,yes
fractured.stat_3828375170,fractured,stat_3828375170,Bleeding you inflict deals Damage #% faster,,6635,1,faster_bleed_%,Bleeding you inflict deals Damage {0}% faster,,yes,yes
fractured.stat_3828613551,fractured,stat_3828613551,+#% to Quality of Socketed Gems,,215,1,local_socketed_gem_quality_+,{0}% to Quality of Socketed Gems,,yes,yes
fractured.stat_383245807,fractured,stat_383245807,1 Added Passive Skill is Feasting Fiends,,7770,1,local_affliction_notable_feasting_fiends,1 Added Passive Skill is Feasting Fiends,,yes,yes
fractured.stat_3832665876,fractured,stat_3832665876,1 Added Passive Skill is Misery Everlasting,,7732,1,local_affliction_notable_depression,1 Added Passive Skill is Misery Everlasting,,yes,yes
fractured.stat_3835551335,fractured,stat_3835551335,Cannot be Poisoned,,3401,1,cannot_be_poisoned,Cannot be Poisoned,,yes,yes
fractured.stat_383557755,fractured,stat_383557755,Acrobatics,,10933,1,keystone_acrobatics,Acrobatics,,yes,yes
fractured.stat_3835899275,fractured,stat_3835899275,Socketed Gems deal #% more Elemental Damage,,566,1,local_display_socketed_gems_elemental_damage_+%_final,Socketed Gems deal {0}% more Elemental Damage,,yes,yes
fractured.stat_3836017971,fractured,stat_3836017971,Light Radius is based on Energy Shield instead of Life,,2775,1,light_radius_scales_with_energy_shield,Light Radius is based on Energy Shield instead of Life,,yes,yes
fractured.stat_3837707023,fractured,stat_3837707023,Minions have +#% to Chaos Resistance,,2943,1,minion_chaos_resistance_%,Minions have {0}% to Chaos Resistance,,yes,yes
fractured.stat_3838369929,fractured,stat_3838369929,Immunity to Freeze and Chill during Effect,,1012,1,local_flask_immune_to_freeze_and_chill_during_flask_effect,Immunity to Freeze and Chill during Effect,,yes,yes
fractured.stat_3839163699,fractured,stat_3839163699,Socketed Gems are Supported by Level # Advanced Traps,,402,1,local_display_socketed_gems_supported_by_level_x_trap_cooldown,Socketed Gems are Supported by Level {0} Advanced Traps,,yes,yes
fractured.stat_3839620417,fractured,stat_3839620417,#% increased Evasion Rating while Focused,,6568,1,evasion_rating_+%_during_focus,{0}% increased Evasion Rating while Focused,,yes,yes
fractured.stat_3839688967,fractured,stat_3839688967,+#% Player Lightning Resistance per 25% Alert Level,,7183,1,heist_player_lightning_resistance_%_per_25%_alert_level,{0}% Player Lightning Resistance per 25% Alert Level,,yes,yes
fractured.stat_3841984913,fractured,stat_3841984913,Gain # Fragile Regrowth each second,,6931,1,gain_x_fragile_regrowth_per_second,Gain {0} Fragile Regrowth each second,,yes,yes
fractured.stat_3846088475,fractured,stat_3846088475,Socketed Gems deal #% more Damage over Time,,615,1,local_display_socketed_gems_damage_over_time_+%_final,Socketed Gems deal {0}% more Damage over Time,,yes,yes
fractured.stat_3846248551,fractured,stat_3846248551,Grants Level # Herald of Ice Skill,,724,1,local_display_grants_skill_herald_of_ice_level,Grants Level {0} Herald of Ice Skill,,yes,yes
fractured.stat_3848282610,fractured,stat_3848282610,#% of Fire Damage Leeched as Life,,1694,3,old_do_not_use_base_life_leech_from_fire_damage_permyriad,{0}% of Fire Damage Leeched as Life,,yes,yes
fractured.stat_3848282610,fractured,stat_3848282610,#% of Fire Damage Leeched as Life,,1695,3,base_life_leech_from_fire_damage_permyriad,{0}% of Fire Damage Leeched as Life,,yes,yes
fractured.stat_3848282610,fractured,stat_3848282610,#% of Fire Damage Leeched as Life,,1697,3,horrible_ugly_life_leech_from_fire_damage_perhundredthousand,{0}% of Fire Damage Leeched as Life,,yes,yes
fractured.stat_3848677307,fractured,stat_3848677307,1 Added Passive Skill is Aerialist,,7664,1,local_affliction_notable_aerialist,1 Added Passive Skill is Aerialist,,yes,yes
fractured.stat_3851254963,fractured,stat_3851254963,#% increased Totem Damage,,1218,1,totem_damage_+%,{0}% increased Totem Damage,,yes,yes
fractured.stat_385361774,fractured,stat_385361774,Adds # to # Chaos Damage to Attacks against you,,1414,1,from_self_minimum_added_attack_chaos_damage_taken|from_self_maximum_added_attack_chaos_damage_taken,Adds {0} to {1} Chaos Damage to Attacks against you,,yes,yes
fractured.stat_3854439683,fractured,stat_3854439683,Grants Immunity to Shock for # seconds if used while Shocked,,938,1,local_flask_shock_immunity_if_shocked_s,Grants Immunity to Shock for {0} seconds if used while Shocked,,yes,yes
fractured.stat_3854949926,fractured,stat_3854949926,#% increased Movement Speed if you haven't taken Damage Recently,,9558,1,movement_speed_+%_if_have_not_taken_damage_recently,{0}% increased Movement Speed if you haven't taken Damage Recently,,yes,yes
fractured.stat_3855016469,fractured,stat_3855016469,You take #% reduced Extra Damage from Critical Strikes,,1537,1,base_self_critical_strike_multiplier_-%,You take {0}% reduced Extra Damage from Critical Strikes,,yes,yes
fractured.stat_3859593448,fractured,stat_3859593448,#% reduced Elemental Damage Taken while stationary,,4345,1,essence_display_elemental_damage_taken_while_not_moving_+%,{0}% increased Elemental Damage Taken while stationary,,yes,yes
fractured.stat_3860179422,fractured,stat_3860179422,1 Added Passive Skill is Destructive Aspect,,7854,1,local_affliction_notable_precise_commander,1 Added Passive Skill is Destructive Aspect,,yes,yes
fractured.stat_3869628136,fractured,stat_3869628136,"Grants Immunity to Chill for # seconds if used while Chilled
Grants Immunity to Freeze for # seconds if used while Frozen",,930,1,local_flask_chill_or_freeze_immunity_if_chilled_or_frozen_s,Grants Immunity to Chill for {0} seconds if used while Chilled\nGrants Immunity to Freeze for {0} seconds if used while Frozen,,yes,yes
fractured.stat_3872380586,fractured,stat_3872380586,1 Added Passive Skill is Inspired Oppression,,7809,1,local_affliction_notable_inspired_oppression,1 Added Passive Skill is Inspired Oppression,,yes,yes
fractured.stat_387439868,fractured,stat_387439868,#% increased Elemental Damage with Attack Skills,,6412,1,elemental_damage_with_attack_skills_+%,{0}% increased Elemental Damage with Attack Skills,,yes,yes
fractured.stat_3875592188,fractured,stat_3875592188,Movement Speed cannot be modified to below Base Value,,3228,1,movement_speed_cannot_be_reduced_below_base,Movement Speed cannot be modified to below Base Value,,yes,yes
fractured.stat_3875792669,fractured,stat_3875792669,1 Added Passive Skill is Molten One's Mark,,7835,1,local_affliction_notable_molten_ones_mark,1 Added Passive Skill is Molten One's Mark,,yes,yes
fractured.stat_3880462354,fractured,stat_3880462354,Grants Level # Herald of Ash Skill,,723,1,local_display_grants_skill_herald_of_ash_level,Grants Level {0} Herald of Ash Skill,,yes,yes
fractured.stat_3881737087,fractured,stat_3881737087,1 Added Passive Skill is Mortifying Aspect,,7921,1,local_affliction_notable_summer_commander,1 Added Passive Skill is Mortifying Aspect,,yes,yes
fractured.stat_3882531569,fractured,stat_3882531569,#% increased Physical Damage with Daggers,,1347,1,physical_dagger_damage_+%,{0}% increased Physical Damage with Daggers,,yes,yes
fractured.stat_3882662078,fractured,stat_3882662078,# to # Added Physical Damage with Mace or Sceptre Attacks,,2096,1,attack_minimum_added_physical_damage_with_maces|attack_maximum_added_physical_damage_with_maces,{0} to {1} Added Physical Damage with Mace or Sceptre Attacks,,yes,yes
fractured.stat_3884934810,fractured,stat_3884934810,Perfect Agony,,10934,1,keystone_ailment_crit,Perfect Agony,,yes,yes
fractured.stat_3885405204,fractured,stat_3885405204,Bow Attacks fire # additional Arrows,,1819,1,number_of_additional_arrows,Bow Attacks fire an additional Arrow,,yes,yes
fractured.stat_3885409671,fractured,stat_3885409671,#% of Fire Damage Leeched as Energy Shield,,5067,1,base_energy_shield_leech_from_fire_damage_permyriad,{0}% of Fire Damage Leeched as Energy Shield,,yes,yes
fractured.stat_3885634897,fractured,stat_3885634897,#% chance to Poison on Hit (Local),,8119,1,local_poison_on_hit_%,{0}% chance to Poison on Hit,,yes,yes
fractured.stat_388617051,fractured,stat_388617051,#% increased Charges per use,,870,1,local_charges_used_+%|local_flask_consume_charges_used_+%_when_used,{0}% increased Charges per use,,yes,yes
fractured.stat_3895393544,fractured,stat_3895393544,Removes Curses on use,,924,1,local_flask_remove_curses_on_use,Removes Curses on use,,yes,yes
fractured.stat_3898572660,fractured,stat_3898572660,1 Added Passive Skill is Holy Conquest,,7803,1,local_affliction_notable_holy_conquest,1 Added Passive Skill is Holy Conquest,,yes,yes
fractured.stat_3900284865,fractured,stat_3900284865,Monsters have +# to Maximum Frenzy Charges,,2427,1,map_monster_maximum_frenzy_charges,Monsters have {0} to Maximum Frenzy Charges,,yes,yes
fractured.stat_3900877792,fractured,stat_3900877792,Deal no Physical Damage,,2824,1,base_deal_no_physical_damage,Deal no Physical Damage,,yes,yes
fractured.stat_3901992019,fractured,stat_3901992019,1 Added Passive Skill is Arcane Heroism,,7678,1,local_affliction_notable_arcane_heroism,1 Added Passive Skill is Arcane Heroism,,yes,yes
fractured.stat_3904970959,fractured,stat_3904970959,1 Added Passive Skill is Insatiable Killer,,7808,1,local_affliction_notable_insatiable_killer,1 Added Passive Skill is Insatiable Killer,,yes,yes
fractured.stat_3909846940,fractured,stat_3909846940,Item drops on Death if Equipped by an Animated Guardian,,2585,1,local_item_drops_on_death_if_equipped_by_animate_armour,Item drops on Death if Equipped by an Animated Guardian,,yes,yes
fractured.stat_3913090641,fractured,stat_3913090641,Minions created Recently have #% increased Critical Hit Chance,,9474,1,minion_summoned_recently_critical_strike_chance_+%,Minions created Recently have {0}% increased Critical Hit Chance,,yes,yes
fractured.stat_3913282911,fractured,stat_3913282911,+#% to Chaos Damage over Time Multiplier with Attack Skills,,1287,1,chaos_damage_over_time_multiplier_+_with_attacks,{0}% to Chaos Damage over Time Multiplier with Attack Skills,,yes,yes
fractured.stat_3914021960,fractured,stat_3914021960,Nearby Enemies have +#% to Fire Resistance,,8027,1,local_display_nearby_enemy_fire_damage_resistance_%,Nearby Enemies have {0}% to Fire Resistance,,yes,yes
fractured.stat_3914638685,fractured,stat_3914638685,#% increased Critical Strike Chance if you have Killed Recently,,6005,1,critical_strike_chance_+%_if_enemy_killed_recently,{0}% increased Critical Strike Chance if you have Killed Recently,,yes,yes
fractured.stat_3914740665,fractured,stat_3914740665,Grants Level # Aspect of the Avian Skill,,705,1,local_display_grants_skill_bird_aspect_level,Grants Level {0} Aspect of the Avian Skill,,yes,yes
fractured.stat_3914774028,fractured,stat_3914774028,Grants Level # Grace Skill,,666,1,local_display_grants_skill_grace_level,Grants Level {0} Grace Skill,,yes,yes
fractured.stat_3916182167,fractured,stat_3916182167,Area is inhabited by Demons,,2349,1,map_packs_are_demons,Area is inhabited by Demons,,yes,yes
fractured.stat_3917489142,fractured,stat_3917489142,#% increased Rarity of Items found,,1620,2,item_found_rarity_+%,{0}% increased Rarity of Items found,,yes,yes
fractured.stat_3917489142,fractured,stat_3917489142,#% increased Rarity of Items found,,1621,2,base_item_found_rarity_+%,{0}% increased Rarity of Items found,,yes,yes
fractured.stat_392168009,fractured,stat_392168009,+#% to Chaos Resistance during any Flask Effect,,3333,1,chaos_resistance_+_while_using_flask,{0}% to Chaos Resistance during any Flask Effect,,yes,yes
fractured.stat_3924539382,fractured,stat_3924539382,Socketed Gems are Supported by Level # Efficacy,,277,1,local_display_socketed_gems_supported_by_level_x_efficacy,Socketed Gems are Supported by Level {0} Efficacy,,yes,yes
fractured.stat_3925004212,fractured,stat_3925004212,#% of Lightning Damage Leeched by Enemy as Life,,1705,1,enemy_life_leech_from_lightning_damage_permyriad,{0}% of Lightning Damage Leeched by Enemy as Life,,yes,yes
fractured.stat_392942015,fractured,stat_392942015,1 Added Passive Skill is Eye to Eye,,7764,1,local_affliction_notable_eye_to_eye,1 Added Passive Skill is Eye to Eye,,yes,yes
fractured.stat_3930242735,fractured,stat_3930242735,1 Added Passive Skill is Confident Combatant,,7716,1,local_affliction_notable_confident_combatant,1 Added Passive Skill is Confident Combatant,,yes,yes
fractured.stat_393565679,fractured,stat_393565679,1 Added Passive Skill is Arcane Adept,,7677,1,local_affliction_notable_arcane_focus,1 Added Passive Skill is Arcane Adept,,yes,yes
fractured.stat_3936926420,fractured,stat_3936926420,Removes Bleeding when you use a Warcry,,10050,1,remove_bleeding_on_warcry,Removes Bleeding when you use a Warcry,,yes,yes
fractured.stat_3943945975,fractured,stat_3943945975,Resolute Technique,,10998,1,resolute_technique,Resolute Technique,,yes,yes
fractured.stat_3944525413,fractured,stat_3944525413,1 Added Passive Skill is Feed the Fury,,7771,1,local_affliction_notable_feed_the_fury,1 Added Passive Skill is Feed the Fury,,yes,yes
fractured.stat_3945147290,fractured,stat_3945147290,#% chance to gain a Power Charge when you Block,,2151,2,chance_to_gain_power_charge_when_block_%,{0}% chance to gain a Power Charge when you Block,,yes,yes
fractured.stat_3945147290,fractured,stat_3945147290,#% chance to gain a Power Charge when you Block,,4302,2,power_charge_on_block_%_chance,{0}% chance to gain a Power Charge when you Block,,yes,yes
