# generated by scripts/base-taxonomy.py from poe1/data/base_items.json and item_classes.json @ e2bd511a, ../trade-query/data/items-2026-09-12.json and filters-2026-09-12.json, the item-facts raw stores (local)
name,item_class,class_name,export_category,release_state,domain,tags,trade_coarse_by_name,trade_id_predicted,basis,corpus_items,corpus_frames
Timeless Maraketh Splinter,StackableCurrency,Stackable Currency,Currency,released,undefined,legion_splinter currency default,currency,currency,class,3,Currency:3
Timeless Templar Emblem,MapFragment,Map Fragments,Map Fragment,released,undefined,default,map,map.fragment,class,1,Normal:1
Timeless Templar Splinter,StackableCurrency,Stackable Currency,Currency,released,undefined,legion_splinter currency default,currency,currency,class,4,Currency:4
Timeless Vaal Emblem,MapFragment,Map Fragments,Map Fragment,released,undefined,default,map,map.fragment,class,1,Normal:1
Timeless Vaal Splinter,StackableCurrency,Stackable Currency,Currency,released,undefined,legion_splinter currency default,currency,currency,class,4,Currency:4
Timeworn Claw,Claw,Claws,Claw,released,item,claw one_hand_weapon onehand weapon default,weapon,weapon.claw,class,4,Unique:4
Timeworn Reliquary Key,VaultKey,Vault Keys,Vault Key,released,undefined,default,map,map,class,0,
Tinker Gloves,Gloves,Gloves,Gloves,released,item,dex_armour not_for_sale gloves armour default,armour,armour.gloves,class,0,
Titan Gauntlets,Gloves,Gloves,Gloves,released,item,str_armour top_tier_base_item_type gloves armour default,armour,armour.gloves,class,27,Rare:13 Unique:12 Normal:2
Titan Greaves,Boots,Boots,Boots,released,item,str_armour top_tier_base_item_type boots armour default,armour,armour.boots,class,22,Rare:14 Unique:7 Normal:1
Titan Plate,Body Armour,Body Armours,Body Armour,released,item,str_armour top_tier_base_item_type not_for_sale body_armour armour default,armour,armour.chest,class,2,Rare:2
Titanic Scarab,MapFragment,Map Fragments,Map Fragment,released,undefined,scarab uniques_scarab common_scarab default,map,map.scarab,class + name rule,4,Normal:4
Titanic Scarab of Legend,MapFragment,Map Fragments,Map Fragment,released,undefined,scarab uniques_scarab mythic_scarab default,map,map.scarab,class + name rule,4,Normal:4
Titanic Scarab of Treasures,MapFragment,Map Fragments,Map Fragment,released,undefined,scarab uniques_scarab rare_scarab default,map,map.scarab,class + name rule,4,Normal:4
Titanium Glennach Cairns Watchstone,AtlasUpgradeItem,Atlas Upgrade Items,Watchstone,released,watchstone,watchstone watchstone_environment default,,,none,0,
Titanium Haewark Hamlet Watchstone,AtlasUpgradeItem,Atlas Upgrade Items,Watchstone,released,watchstone,watchstone watchstone_environment default,,,none,0,
Titanium Lex Ejoris Watchstone,AtlasUpgradeItem,Atlas Upgrade Items,Watchstone,released,watchstone,watchstone watchstone_environment default,,,none,0,
Titanium Lex Proxima Watchstone,AtlasUpgradeItem,Atlas Upgrade Items,Watchstone,released,watchstone,watchstone watchstone_environment default,,,none,0,
Titanium Lira Arthain Watchstone,AtlasUpgradeItem,Atlas Upgrade Items,Watchstone,released,watchstone,watchstone watchstone_environment default,,,none,0,
Titanium New Vastir Watchstone,AtlasUpgradeItem,Atlas Upgrade Items,Watchstone,released,watchstone,watchstone watchstone_environment default,,,none,0,
Titanium Spirit Shield,Shield,Shields,Shield,released,item,int_armour focus top_tier_base_item_type shield armour default,armour,armour.shield,class,19,Rare:14 Unique:3 Magic:2
Titanium Tirn's End Watchstone,AtlasUpgradeItem,Atlas Upgrade Items,Watchstone,released,watchstone,watchstone watchstone_environment default,,,none,0,
Titanium Valdo's Rest Watchstone,AtlasUpgradeItem,Atlas Upgrade Items,Watchstone,released,watchstone,watchstone watchstone_environment default,,,none,0,
Tolman's Bracelet,QuestItem,Quest Items,Quest Item,released,undefined,default,,,none,0,
Tomahawk,One Hand Axe,One Hand Axes,One Hand Axe,released,item,axe one_hand_weapon onehand weapon default,weapon,weapon.oneaxe,class,7,Unique:7
Tome Relic,Relic,Relics,Relic,released,templar_relic,medium_sanctum_relic default,sanctum,sanctum.relic,class,9,Magic:8 Unique:1
Topaz Flask,UtilityFlask,Utility Flasks,Flask,released,flask,utility_flask flask default,flask,flask,class,126,Normal:71 Magic:45 Unique:10
Topaz Ring,Ring,Rings,Ring,released,item,ring default,accessory,accessory.ring,class,112,Unique:66 Rare:43 Magic:2 Normal:1
Torment Leaguestone,Leaguestone,Leaguestones,Leaguestone,released,leaguestone,torment_leaguestone default,leaguestone,leaguestone,class,0,
Torment Scarab,MapFragment,Map Fragments,Map Fragment,released,undefined,scarab scarab_grants_extra_content torment_scarab common_scarab default,map,map.scarab,class + name rule,4,Normal:4
Torment Scarab of Peculiarity,MapFragment,Map Fragments,Map Fragment,released,undefined,scarab scarab_grants_extra_content torment_scarab uncommon_scarab default,map,map.scarab,class + name rule,4,Normal:4
Torment Scarab of Possession,MapFragment,Map Fragments,Map Fragment,released,undefined,scarab scarab_grants_extra_content torment_scarab rare_scarab default,map,map.scarab,class + name rule,3,Normal:3
Torment Scarab of Release,MapFragment,Map Fragments,Map Fragment,released,undefined,scarab scarab_grants_extra_content torment_scarab uncommon_scarab default,map,map.scarab,class + name rule,1,Normal:1
Torn Cloak,HeistEquipmentUtility,Heist Cloaks,Heist Cloak,released,heist_npc,heist_equipment_utility heist_equipment default,heistequipment,heistequipment.heistutility,class,10,Magic:6 Normal:3 Rare:1
Tornado,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,gem default,gem,gem.activegem,class,4,Gem:4
Tornado Shot,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,gem default,gem,gem.activegem,class,4,Gem:4
Tornado Wand,Wand,Wands,Wand,released,item,top_tier_base_item_type wand_can_roll_caster_modifiers wand ranged one_hand_weapon onehand weapon default,weapon,weapon.wand,class,17,Rare:13 Unique:4
Torture Cage,Helmet,Helmets,Helmet,released,item,int_armour helmet armour default,armour,armour.helmet,class,0,
Torturer Garb,Body Armour,Body Armours,Body Armour,released,item,dex_int_armour top_tier_base_item_type not_for_sale body_armour armour default,armour,armour.chest,class,8,Rare:6 Unique:2
Torturer's Mask,Helmet,Helmets,Helmet,released,item,dex_int_armour top_tier_base_item_type not_for_sale helmet armour default,armour,armour.helmet,class,1,Rare:1
Totemic Idol,AtlasRelic,Idols,Idol,released,map_relic,atlas_relic atlas_relic_large default,idol,idol,class,0,
Totemic Maul,Two Hand Mace,Two Hand Maces,Two Hand Mace,released,item,mace two_hand_weapon twohand weapon default,weapon,weapon.twomace,class,0,
Touch of God,Active Skill Gem,Skill Gems,Skill Gem,unreleased,undefined,gem default,,gem.activegem,class,0,
Tower Key,QuestItem,Quest Items,Quest Item,released,undefined,default,,,none,0,
Tower Map,Map,Maps,Map,released,area,low_tier_map urban indoors_area cannot_be_twinned map default,,map,class,0,
Toxic Rain,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,gem default,gem,gem.activegem,class,13,Gem:13
Toxic Sewer Map,Map,Maps,Map,released,area,indoors_area dungeon swamp not_for_sale old_map map default,,map,class,0,
Toxic Tidings,DivinationCard,Divination Cards,Divination Card,released,undefined,armour_divination unique_divination unique_armour_divination unique_corrupted_divination corrupted_divination divination_card default,card,card,class,2,DivinationCard:2
Tranquillity,DivinationCard,Divination Cards,Divination Card,released,undefined,weapon_divination unique_divination unique_weapon_divination divination_card default,card,card,class,2,DivinationCard:2
Transfer-attuned Spirit Shield,Shield,Shields,Shield,released,item,int_armour focus not_for_sale experimental_base shield armour default,armour,armour.shield,class,0,
Transformer Staff,Staff,Staves,Staff,released,item,not_for_sale experimental_base staff two_hand_weapon twohand weapon default,weapon,weapon.basestaff,class,0,
Transforming Power Core,StackableCurrency,Stackable Currency,Currency,released,undefined,sentinel_power_core currency default,,currency,class,0,
Transfusion Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,level_capped_gem support_gem gem default,gem,gem.supportgem,class,0,
Transmutation Shard,StackableCurrency,Stackable Currency,Currency,released,undefined,currency_shard currency default,currency,currency,class,5,Currency:5
Trap Disarmament Contract,InstanceLocalItem,Instance Local Items,Instance Local Item,released,undefined,default,,map,class,0,
Trap Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgem,class,8,Gem:8
Trap and Mine Damage Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgem,class,31,Gem:31
Trapper Boots,Boots,Boots,Boots,released,item,dex_int_armour boots armour default,armour,armour.boots,class,6,Rare:5 Unique:1
Trapper Mitts,Gloves,Gloves,Gloves,released,item,dex_int_armour gloves armour default,armour,armour.gloves,class,3,Rare:3
Trapsetter Gloves,Gloves,Gloves,Gloves,released,item,dex_armour not_for_sale gloves armour default,armour,armour.gloves,class,2,Rare:2
Trarthan Flashpowder,HeistEquipmentTool,Heist Tools,Heist Tool,released,heist_npc,heist_equipment_demolition heist_equipment_tool heist_equipment default,heistequipment,heistequipment.heisttool,class,2,Magic:2
Trarthan Powder,QuestItem,Quest Items,Quest Item,released,undefined,default,,,none,0,
Trarthan Scarab,MapFragment,Map Fragments,Map Fragment,released,undefined,scarab scarab_grants_extra_content common_scarab mercenaries_scarab default,map,map.scarab,class + name rule,1,Normal:1
Trarthan Scarab of Infamy,MapFragment,Map Fragments,Map Fragment,released,undefined,scarab scarab_grants_extra_content uncommon_scarab mercenaries_scarab default,map,map.scarab,class + name rule,1,Normal:1
Trarthan Scarab of Renown,MapFragment,Map Fragments,Map Fragment,released,undefined,scarab scarab_grants_extra_content rare_scarab mercenaries_scarab default,map,map.scarab,class + name rule,1,Normal:1
Trarthan Scarab of Surprising Alliances,MapFragment,Map Fragments,Map Fragment,released,undefined,scarab scarab_grants_extra_content mythic_scarab mercenaries_scarab default,map,map.scarab,class + name rule,1,Normal:1
Trauma Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgem,class,0,
Traumatic Fragment,MapFragment,Map Fragments,Map Fragment,released,undefined,default,map,map.fragment,class,1,Normal:1
Traumatic Reliquary Key,VaultKey,Vault Keys,Vault Key,released,undefined,default,map,map,class,0,
Treasure Hunter,DivinationCard,Divination Cards,Divination Card,released,undefined,unique_divination unique_corrupted_divination maps_divination maps_unique_divination corrupted_divination divination_card default,card,card,class,2,DivinationCard:2
Treasure Key,LabyrinthItem,Labyrinth Items,Labyrinth Key,released,undefined,default,,,none,0,
Treasures of the Vaal,DivinationCard,Divination Cards,Divination Card,released,undefined,unique_divination corrupted_divination unique_corrupted_divination unique_jewellery_divination divination_card default,,card,class,0,
Tribal Circlet,Helmet,Helmets,Helmet,released,item,int_armour helmet armour default,armour,armour.helmet,class,9,Unique:8 Rare:1
Tribal Club,One Hand Mace,One Hand Maces,One Hand Mace,released,item,mace one_hand_weapon onehand weapon default,weapon,weapon.basemace,class,0,
Tribal Maul,Two Hand Mace,Two Hand Maces,Two Hand Mace,released,item,mace two_hand_weapon twohand weapon default,weapon,weapon.twomace,class,1,Magic:1
Tribute to the Goddess,MapFragment,Map Fragments,Map Fragment,released,undefined,default,map,map.fragment,class,2,Normal:2
Tricorne,Helmet,Helmets,Helmet,released,item,dex_armour helmet armour default,armour,armour.helmet,class,14,Unique:14
Trinity Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgem,class,10,Gem:10
Triskaidekaphobia,DivinationCard,Divination Cards,Divination Card,released,undefined,maps_divination corrupted_divination divination_card default,card,card,class,2,DivinationCard:2
Trisula,Dagger,Daggers,Dagger,released,item,not_for_sale maraketh dagger attack_dagger one_hand_weapon onehand weapon default,weapon,weapon.basedagger,class,1,Rare:1
Triumphant Lamellar,Body Armour,Body Armours,Body Armour,released,item,str_dex_armour top_tier_base_item_type body_armour armour default,armour,armour.chest,class,26,Unique:15 Rare:11
Tropical Island Map,Map,Maps,Map,released,area,forest not_for_sale old_map map default,,map,class,0,
Tukohama's Tooth,QuestItem,Quest Items,Quest Item,released,undefined,default,,,none,0,
Tul's Breachstone,MiscMapItem,Misc Map Items,Misc Map Item,released,undefined,default,map,map,class,2,Normal:2
Tul's Charged Breachstone,Breachstone,Breachstones,Breachstone,released,undefined,breachstone2 default,,map.breachstone,class,0,
Tul's Enriched Breachstone,Breachstone,Breachstones,Breachstone,released,undefined,breachstone3 default,,map.breachstone,class,0,
Tul's Flawless Breachstone,Breachstone,Breachstones,Breachstone,released,undefined,breachstone5 default,map,map.breachstone,class,0,
Tul's Pure Breachstone,Breachstone,Breachstones,Breachstone,released,undefined,breachstone4 default,,map.breachstone,class,0,
Tullina's Engagement Ring,QuestItem,Quest Items,Quest Item,released,undefined,default,,,none,0,
Turbulent Catalyst,StackableCurrency,Stackable Currency,Currency,released,undefined,catalyst currency default,currency,currency,class,3,Currency:3
Turn the Other Cheek,DivinationCard,Divination Cards,Divination Card,released,undefined,jewellery_divination unique_divination unique_jewellery_divination unique_corrupted_divination corrupted_divination divination_card default,card,card,class,3,DivinationCard:3
Turquoise Amulet,Amulet,Amulets,Amulet,released,item,amulet default,accessory,accessory.amulet,class,78,Unique:41 Rare:36 Magic:1
Tusked Hominid Skull,HeistObjective,Heist Targets,Heist Target,released,undefined,default,currency,currency.heistobjective,class,0,
Twig Spirit Shield,Shield,Shields,Shield,released,item,int_armour focus shield armour default,armour,armour.shield,class,1,Normal:1
Twilight Blade,One Hand Sword,One Hand Swords,One Hand Sword,released,item,sword one_hand_weapon onehand weapon default,weapon,weapon.basesword,class,12,Unique:11 Rare:1
Twilight Regalia,Body Armour,Body Armours,Body Armour,released,item,int_armour top_tier_base_item_type not_for_sale body_armour armour default,armour,armour.chest,class,6,Magic:5 Rare:1
Twin Claw,Claw,Claws,Claw,released,item,not_for_sale maraketh claw one_hand_weapon onehand weapon default,weapon,weapon.claw,class,1,Rare:1
Two-Handed Sword,Two Hand Sword,Two Hand Swords,Two Hand Sword,released,item,sword two_hand_weapon twohand weapon default,weapon,weapon.twosword,class,0,
Two-Point Arrow Quiver,Quiver,Quivers,Quiver,released,item,trade_market_legacy_item quiver default,armour,armour.quiver,class,20,Unique:14 Rare:6
Two-Stone Ring,Ring,Rings,Ring,released,item,twostonering ring default,accessory,accessory.ring,class,247,Rare:208 Unique:23 Magic:8 Normal:8
Two-Toned Boots,Boots,Boots,Boots,released,item,not_for_sale atlas_base_type bootsatlas1 dex_int_armour boots armour default,armour,armour.boots,class,18,Rare:9 Normal:5 Magic:4
Tyrant's Sekhem,Sceptre,Sceptres,One Hand Mace,released,item,sceptre sceptre one_hand_weapon onehand weapon default,weapon,weapon.sceptre,class,13,Rare:8 Unique:3 Normal:2
Tzamoto's Ducat,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,currency,currency,class,0,
Ukatoa's Ducat,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,currency,currency,class,0,
Ultimatum Scarab,MapFragment,Map Fragments,Map Fragment,released,undefined,scarab scarab_grants_extra_content ultimatum_scarab common_scarab default,map,map.scarab,class + name rule,4,Normal:4
Ultimatum Scarab of Bribing,MapFragment,Map Fragments,Map Fragment,released,undefined,scarab scarab_grants_extra_content ultimatum_scarab uncommon_scarab default,map,map.scarab,class + name rule,4,Normal:4
Ultimatum Scarab of Catalysing,MapFragment,Map Fragments,Map Fragment,released,undefined,scarab scarab_grants_extra_content ultimatum_scarab extreme_scarab default,map,map.scarab,class + name rule,4,Normal:4
Ultimatum Scarab of Dueling,MapFragment,Map Fragments,Map Fragment,released,undefined,scarab scarab_grants_extra_content ultimatum_scarab mythic_scarab default,map,map.scarab,class + name rule,3,Normal:3
Ultimatum Scarab of Inscription,MapFragment,Map Fragments,Map Fragment,released,undefined,scarab scarab_grants_extra_content ultimatum_scarab rare_scarab default,map,map.scarab,class + name rule,4,Normal:4
Unbound Ailments Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgem,class,28,Gem:28
Uncarved Gemstone,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,currency,currency,class,0,
Unchained,DivinationCard,Divination Cards,Divination Card,released,undefined,armour_divination unique_divination corrupted_divination unique_corrupted_divination unique_armour_divination divination_card default,card,card,class,1,DivinationCard:1
Underground Forest,DivinationCard,Divination Cards,Divination Card,released,undefined,currency_divination divination_card default,card,card,class,1,DivinationCard:1
Underground River Map,Map,Maps,Map,released,area,cave not_for_sale old_map map default,,map,class,0,
Underground Sea Map,Map,Maps,Map,released,area,indoors_area cave not_for_sale old_map map default,,map,class,0,
Undying Flesh Talisman,Amulet,Amulets,Amulet,released,item,talisman amulet default,accessory,accessory.amulet,class,14,Rare:14
Unearth,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,gem default,gem,gem.activegem,class,7,Gem:7
Unholy Trinity Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,level_capped_gem support_gem gem default,gem,gem.supportgem,class,0,
Unleash Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgem,class,11,Gem:11
Unrelenting Timeless Eternal Emblem,MapFragment,Map Fragments,Map Fragment,released,undefined,default,map,map.fragment,class,0,
Unrelenting Timeless Karui Emblem,MapFragment,Map Fragments,Map Fragment,released,undefined,default,map,map.fragment,class,0,
Unrelenting Timeless Maraketh Emblem,MapFragment,Map Fragments,Map Fragment,released,undefined,default,map,map.fragment,class,0,
Unrelenting Timeless Templar Emblem,MapFragment,Map Fragments,Map Fragment,released,undefined,default,map,map.fragment,class,0,
Unrelenting Timeless Vaal Emblem,MapFragment,Map Fragments,Map Fragment,released,undefined,default,map,map.fragment,class,0,
Unrequited Love,DivinationCard,Divination Cards,Divination Card,released,undefined,currency_divination currency_basic_divination divination_card default,card,card,class,0,
Unset Amulet,Amulet,Amulets,Amulet,released,item,not_for_sale amulet default,accessory,accessory.amulet,class,0,
Unset Ring,Ring,Rings,Ring,released,item,unset_ring ring default,accessory,accessory.ring,class,82,Rare:41 Unique:40 Magic:1
Unshaping Orb,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,currency,currency,class,0,
Unstable Catalyst,StackableCurrency,Stackable Currency,Currency,released,undefined,catalyst currency default,currency,currency,class,3,Currency:3
Unstable Implant,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,currency,currency,class,0,
Urgent Orders Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgem,class,2,Gem:2
Urn Relic,Relic,Relics,Relic,released,templar_relic,small_sanctum_relic default,sanctum,sanctum.relic,class,9,Magic:7 Unique:2
Urn of Farud,HeistObjective,Heist Targets,Heist Target,released,undefined,default,currency,currency.heistobjective,class,0,
Urn of the Original Ashes,HeistObjective,Heist Targets,Heist Target,released,undefined,default,currency,currency.heistobjective,class,0,
Ursa Talisman,Amulet,Amulets,Amulet,released,item,talisman amulet default,accessory,accessory.amulet,class,0,
Ursine Charm,AnimalCharm,Charms,Charm,released,affliction_charm,str_animal_charm animal_charm default,,,none,0,
Ursine Pelt,Helmet,Helmets,Helmet,released,item,dex_armour helmet armour default,armour,armour.helmet,class,20,Rare:17 Unique:2 Magic:1
Uul-Netol's Breachstone,MiscMapItem,Misc Map Items,Misc Map Item,released,undefined,default,map,map,class,3,Normal:3
Uul-Netol's Charged Breachstone,Breachstone,Breachstones,Breachstone,released,undefined,breachstone2 default,,map.breachstone,class,0,
Uul-Netol's Enriched Breachstone,Breachstone,Breachstones,Breachstone,released,undefined,breachstone3 default,,map.breachstone,class,0,
Uul-Netol's Flawless Breachstone,Breachstone,Breachstones,Breachstone,released,undefined,breachstone5 default,map,map.breachstone,class,0,
Uul-Netol's Pure Breachstone,Breachstone,Breachstones,Breachstone,released,undefined,breachstone4 default,,map.breachstone,class,0,
Vaal Absolution,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,3,Gem:3
Vaal Ancestral Warchief,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,0,
Vaal Animate Weapon,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,1,Gem:1
Vaal Arc,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,18,Gem:18
Vaal Arctic Armour,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,1,Gem:1
Vaal Aspect,UniqueFragment,Pieces,Unique Piece,released,dummy,default,currency,currency.piece,class,0,
Vaal Axe,Two Hand Axe,Two Hand Axes,Two Hand Axe,released,item,top_tier_base_item_type axe two_hand_weapon twohand weapon default,weapon,weapon.twoaxe,class,9,Unique:4 Rare:4 Magic:1
Vaal Blade,One Hand Sword,One Hand Swords,One Hand Sword,released,item,top_tier_base_item_type sword one_hand_weapon onehand weapon default,weapon,weapon.basesword,class,5,Unique:4 Rare:1
Vaal Blade Flurry,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,0,
Vaal Blade Vortex,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,17,Gem:17
Vaal Blight,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,26,Gem:26
Vaal Breach,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,level_capped_gem vaal_gem gem default,gem,gem.activegem,class,0,
Vaal Buckler,Shield,Shields,Shield,released,item,dex_armour dex_shield top_tier_base_item_type shield armour default,armour,armour.shield,class,10,Unique:9 Rare:1
Vaal Burning Arrow,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,13,Gem:13
Vaal Caustic Arrow,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,1,Gem:1
Vaal Clarity,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,16,Gem:16
Vaal Claw,Claw,Claws,Claw,released,item,top_tier_base_item_type claw one_hand_weapon onehand weapon default,weapon,weapon.claw,class,10,Unique:7 Rare:3
Vaal Cleave,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,1,Gem:1
Vaal Cold Snap,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,20,Gem:20
Vaal Cyclone,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,12,Gem:12
Vaal Detonate Dead,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,26,Gem:26
Vaal Discipline,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,17,Gem:17
Vaal Domination,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,1,Gem:1
Vaal Double Strike,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,19,Gem:19
Vaal Earthquake,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,18,Gem:18
Vaal Enshrouding Crystal,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,currency,currency,class,0,
Vaal FireTrap,Active Skill Gem,Skill Gems,Skill Gem,unreleased,undefined,vaal_gem gem default,,gem.activegem,class,0,
Vaal Fireball,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,12,Gem:12
Vaal Firestorm,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,3,Gem:3
Vaal Flameblast,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,14,Gem:14
Vaal Flesh Offering,Active Skill Gem,Skill Gems,Skill Gem,unreleased,undefined,vaal_gem gem default,,gem.activegem,class,0,
Vaal Flicker Strike,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,0,
Vaal Gauntlets,Gloves,Gloves,Gloves,released,item,str_armour top_tier_base_item_type gloves armour default,armour,armour.gloves,class,7,Rare:5 Unique:2
Vaal Glacial Hammer,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,0,
Vaal Grace,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,15,Gem:15
Vaal Greatsword,Two Hand Sword,Two Hand Swords,Two Hand Sword,released,item,top_tier_base_item_type sword two_hand_weapon twohand weapon default,weapon,weapon.twosword,class,5,Rare:4 Normal:1
Vaal Greaves,Boots,Boots,Boots,released,item,str_armour top_tier_base_item_type boots armour default,armour,armour.boots,class,12,Rare:10 Unique:2
Vaal Ground Slam,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,21,Gem:21
Vaal Haste,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,8,Gem:8
Vaal Hatchet,One Hand Axe,One Hand Axes,One Hand Axe,released,item,top_tier_base_item_type axe one_hand_weapon onehand weapon default,weapon,weapon.oneaxe,class,2,Unique:2
Vaal Heavy Strike,Active Skill Gem,Skill Gems,Skill Gem,unreleased,undefined,vaal_gem gem default,,gem.activegem,class,0,
Vaal Ice Nova,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,19,Gem:19
Vaal Ice Shot,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,1,Gem:1
Vaal Immortal Call,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,0,
Vaal Impurity of Fire,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,13,Gem:13
Vaal Impurity of Ice,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,9,Gem:9
Vaal Impurity of Lightning,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,11,Gem:11
Vaal Lightning Arrow,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,1,Gem:1
Vaal Lightning Strike,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,23,Gem:23
Vaal Lightning Trap,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,9,Gem:9
Vaal Lightning Warp,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,0,
Vaal Mask,Helmet,Helmets,Helmet,released,item,dex_int_armour top_tier_base_item_type helmet armour default,armour,armour.helmet,class,23,Unique:13 Rare:10
Vaal Molten Shell,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,15,Gem:15
Vaal Molten Strike,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,1,Gem:1
Vaal Orb,StackableCurrency,Stackable Currency,Currency,released,undefined,mid_tier_currency currency default,currency,currency,class,7,Currency:7
Vaal Power Siphon,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,14,Gem:14
Vaal Pyramid Map,Map,Maps,Map,released,area,indoors_area dungeon not_for_sale old_map map default,,map,class,0,
Vaal Rain of Arrows,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,12,Gem:12
