# generated by scripts/template-vs-translation.py from ../item-facts/data/mod-templates.csv and poe1/data/stat_translations.json @ e2bd511a
array,template,items,lines,match,n_entries,entry_ids,n_trade_ids,trade_ids,has_trade_ids,equipment_lines,gem_lines,other_lines
enchantMods,#% increased Tornado Shot Damage,2,2,exact,1,tornado_shot_damage_+%,1,enchant.stat_3555919553,yes,2,0,0
enchantMods,#% reduced Lightning Warp Duration,2,2,exact,1,lightning_warp_duration_+%,1,enchant.stat_609478942,yes,2,0,0
enchantMods,Added Small Passive Skills grant: #% Chance to Block Spell Damage,2,2,none,0,,0,,,2,0,0
enchantMods,Added Small Passive Skills grant: Channelling Skills deal #% increased Damage,2,2,none,0,,0,,,2,0,0
enchantMods,Adds # to # Cold Damage if you've been Hit Recently,2,2,exact,1,enchantment_boots_added_cold_damage_when_hit_minimum|enchantment_boots_added_cold_damage_when_hit_maximum,1,enchant.stat_884399432,yes,2,0,0
enchantMods,Allocates Acrimony,2,2,none,0,,0,,,2,0,0
enchantMods,Allocates Adamant,2,2,none,0,,0,,,2,0,0
enchantMods,Allocates Ancestral Knowledge,2,2,none,0,,0,,,2,0,0
enchantMods,Allocates Arcane Capacitor,2,2,none,0,,0,,,2,0,0
enchantMods,Allocates Arcane Sanctuary,2,2,none,0,,0,,,2,0,0
enchantMods,Allocates Blade Barrier,2,2,none,0,,0,,,2,0,0
enchantMods,Allocates Blade Master,2,2,none,0,,0,,,2,0,0
enchantMods,Allocates Burning Brutality,2,2,none,0,,0,,,2,0,0
enchantMods,Allocates Champion of the Cause,2,2,none,0,,0,,,2,0,0
enchantMods,Allocates Crackling Speed,2,2,none,0,,0,,,2,0,0
enchantMods,Allocates Defiled Forces,2,2,none,0,,0,,,2,0,0
enchantMods,Allocates Depth Perception,2,2,none,0,,0,,,2,0,0
enchantMods,Allocates Disciple of the Slaughter,2,2,none,0,,0,,,2,0,0
enchantMods,Allocates Discipline and Training,2,2,none,0,,0,,,2,0,0
enchantMods,Allocates Divine Fury,2,2,none,0,,0,,,2,0,0
enchantMods,Allocates Elemental Focus,2,2,none,0,,0,,,2,0,0
enchantMods,Allocates Essence Infusion,2,2,none,0,,0,,,2,0,0
enchantMods,Allocates Ethereal Feast,2,2,none,0,,0,,,2,0,0
enchantMods,Allocates Exceptional Performance,2,2,none,0,,0,,,2,0,0
enchantMods,Allocates Explosive Impact,2,2,none,0,,0,,,2,0,0
enchantMods,Allocates Fearsome Force,2,2,none,0,,0,,,2,0,0
enchantMods,Allocates Fire Walker,2,2,none,0,,0,,,2,0,0
enchantMods,Allocates Fury Bolts,2,2,none,0,,0,,,2,0,0
enchantMods,Allocates Goliath,2,2,none,0,,0,,,2,0,0
enchantMods,Allocates High Explosives,2,2,none,0,,0,,,2,0,0
enchantMods,Allocates Hired Killer,2,2,none,0,,0,,,2,0,0
enchantMods,Allocates Infused,2,2,none,0,,0,,,2,0,0
enchantMods,Allocates Merciless Skewering,2,2,none,0,,0,,,2,0,0
enchantMods,Allocates Overcharged,2,2,none,0,,0,,,2,0,0
enchantMods,Allocates Perfectionist,2,2,none,0,,0,,,2,0,0
enchantMods,Allocates Ravenous Horde,2,2,none,0,,0,,,2,0,0
enchantMods,Allocates Resourcefulness,2,2,none,0,,0,,,2,0,0
enchantMods,Allocates Saboteur,2,2,none,0,,0,,,2,0,0
enchantMods,Allocates Sanctum of Thought,2,2,none,0,,0,,,2,0,0
enchantMods,Allocates Searing Heat,2,2,none,0,,0,,,2,0,0
enchantMods,Allocates Shamanistic Fury,2,2,none,0,,0,,,2,0,0
enchantMods,Allocates Sione's Ambition,2,2,none,0,,0,,,2,0,0
enchantMods,Allocates Testudo,2,2,none,0,,0,,,2,0,0
enchantMods,Allocates Utmost Intellect,2,2,none,0,,0,,,2,0,0
enchantMods,Allocates Wandslinger,2,2,none,0,,0,,,2,0,0
enchantMods,Allocates Watchtowers,2,2,none,0,,0,,,2,0,0
enchantMods,Allocates Way of the Warrior,2,2,none,0,,0,,,2,0,0
enchantMods,Allocates Whirling Barrier,2,2,none,0,,0,,,2,0,0
enchantMods,"Allocates Wood, Stone, and Spell",2,2,none,0,,0,,,2,0,0
enchantMods,Anger has #% increased Mana Reservation Efficiency,2,2,exact,2,anger_mana_reservation_efficiency_-2%_per_1;anger_mana_reservation_efficiency_+%,6,enchant.stat_2549369799 enchant.stat_2963485753 explicit.stat_2549369799 explicit.stat_2963485753 fractured.stat_2549369799 implicit.stat_2549369799,yes,2,0,0
enchantMods,Arc deals #% increased Damage for each time it has Chained,2,2,exact,1,arc_damage_+%_per_chain,1,enchant.stat_3998182656,yes,2,0,0
enchantMods,Arcanist Brand has #% increased Cast Speed,2,2,exact,1,arcanist_brand_cast_speed_+%,1,enchant.stat_1147445274,yes,2,0,0
enchantMods,Bane deals #% increased Damage,2,2,exact,1,dark_ritual_damage_+%,1,enchant.stat_2206071316,yes,2,0,0
enchantMods,Bane has #% increased Area of Effect,2,2,exact,1,dark_ritual_area_of_effect_+%,1,enchant.stat_4224588066,yes,2,0,0
enchantMods,Delirium Reward Type: Labyrinth Items,2,3,none,0,,0,,,3,0,0
enchantMods,Delirium Reward Type: Scarabs,2,2,none,0,,0,,,2,0,0
enchantMods,Detonate Dead has a #% chance to detonate an additional corpse,2,2,exact,1,detonate_dead_%_chance_to_detonate_additional_corpse,1,enchant.stat_1539846779,yes,2,0,0
enchantMods,Discipline has #% increased Mana Reservation Efficiency,2,2,exact,2,discipline_mana_reservation_efficiency_-2%_per_1;discipline_mana_reservation_efficiency_+%,6,enchant.stat_1692887998 enchant.stat_2081344089 explicit.stat_1692887998 explicit.stat_2081344089 implicit.stat_1692887998 implicit.stat_2081344089,yes,2,0,0
enchantMods,General's Cry has # to maximum number of Mirage Warriors,2,2,exact,1,generals_cry_maximum_warriors_+,1,enchant.stat_2889995769,yes,2,0,0
enchantMods,Grants # to Maximum Life per #% Quality,2,2,none,0,,0,,,2,0,0
enchantMods,Haste has #% increased Mana Reservation Efficiency,2,2,exact,2,haste_mana_reservation_efficiency_-2%_per_1;haste_mana_reservation_efficiency_+%,2,enchant.stat_804667127 enchant.stat_939320550,yes,2,0,0
enchantMods,Herald of Ice has #% increased Mana Reservation Efficiency,2,2,exact,2,herald_of_ice_mana_reservation_efficiency_-2%_per_1;herald_of_ice_mana_reservation_efficiency_+%,4,enchant.stat_3059700363 enchant.stat_3395872960 explicit.stat_3059700363 explicit.stat_3395872960,yes,2,0,0
enchantMods,Herald of Purity has #% increased Mana Reservation Efficiency,2,2,exact,2,herald_of_purity_mana_reservation_efficiency_-2%_per_1;herald_of_purity_mana_reservation_efficiency_+%,4,enchant.stat_1542765265 enchant.stat_2189040439 explicit.stat_1542765265 explicit.stat_2189040439,yes,2,0,0
enchantMods,Incinerate has # to maximum stages,2,2,exact,1,expanding_fire_cone_additional_maximum_number_of_stages,1,enchant.stat_3867484047,yes,2,0,0
enchantMods,Lightning Strike pierces # additional Targets,2,2,exact,1,lightning_strike_additional_pierce,1,enchant.stat_3134777190,yes,2,0,0
enchantMods,Lightning Trap Damage Penetrates #% Lightning Resistance,2,2,exact,1,lightning_trap_lightning_resistance_penetration_%,1,enchant.stat_1557531966,yes,2,0,0
enchantMods,Minions summoned by Your Scout Towers inflict Malediction on Hit,2,2,exact,1,blight_scout_tower_minions_inflict_malediction,1,enchant.stat_42482990,yes,2,0,0
enchantMods,Molten Strike fires # additional Projectiles,2,2,exact,1,molten_strike_num_of_additional_projectiles,1,enchant.stat_995860222,yes,2,0,0
enchantMods,Plague Bearer Buff grants #% to Poison Damage over Time Multiplier while Infecting,2,2,exact,1,corrosive_shroud_poison_dot_multiplier_+_while_aura_active,1,enchant.stat_1967208066,yes,2,0,0
enchantMods,Purity of Elements has #% increased Mana Reservation Efficiency,2,2,exact,2,purity_of_elements_mana_reservation_efficiency_-2%_per_1;purity_of_elements_mana_reservation_efficiency_+%,3,enchant.stat_3303293173 enchant.stat_491551762 implicit.stat_3303293173,yes,2,0,0
enchantMods,Quality does not increase Defences,2,2,exact,1,local_quality_does_not_increase_defences,1,enchant.stat_2677401098,yes,2,0,0
enchantMods,Raised Spectres have #% increased Damage,2,2,exact,1,spectre_damage_+%,2,enchant.stat_3645693773 implicit.stat_3645693773,yes,2,0,0
enchantMods,Regenerate #% of Life per second if you were Hit Recently,2,2,exact,1,enchantment_boots_life_regen_per_minute_%_for_4_seconds_when_hit,1,enchant.stat_1122635070,yes,2,0,0
enchantMods,Scourge Arrow has #% chance to Poison per Stage,2,2,exact,1,virulent_arrow_chance_to_poison_%_per_stage,1,enchant.stat_2257652056,yes,2,0,0
enchantMods,Seismic Trap releases an additional Wave,2,2,exact,1,phys_cascade_trap_number_of_additional_cascades,1,enchant.stat_1389191919,yes,2,0,0
enchantMods,Siege Ballista has #% increased Attack Speed,2,2,exact,1,siege_ballista_attack_speed_+%,1,enchant.stat_444858149,yes,2,0,0
enchantMods,Summoned Skitterbots have #% increased Area of Effect,2,2,exact,1,summon_skitterbots_area_of_effect_+%,1,enchant.stat_2844839137,yes,2,0,0
enchantMods,Toxic Rain fires # additional Arrow,2,2,exact,1,toxic_rain_num_of_additional_projectiles,1,enchant.stat_2140127102,yes,2,0,0
enchantMods,Trigger Word of Light when you take a Critical Strike,2,2,exact,1,display_attack_with_word_of_light_when_critically_hit_%,1,enchant.stat_3111060801,yes,2,0,0
enchantMods,Trigger Word of Thunder on Kill,2,2,exact,1,display_cast_word_of_thunder_on_kill_%,1,enchant.stat_1350605126,yes,2,0,0
enchantMods,Trigger Word of the Grave when your Skills or Minions Kill,2,2,exact,1,display_cast_word_of_the_grave_on_kill_%,1,enchant.stat_2527140156,yes,2,0,0
enchantMods,Used when an adjacent Flask is used,2,2,exact,1,local_flask_use_on_adjacent_flask_use,1,enchant.stat_2219523244,yes,2,0,0
enchantMods,Wintertide Brand has #% increased Chill Effect,2,2,exact,1,winter_brand_chill_effect_+%,3,enchant.stat_1831757355 explicit.stat_1831757355 implicit.stat_1831757355,yes,2,0,0
enchantMods,You take #% reduced Extra Damage from Critical Strikes if you've taken a Critical Strike Recently,2,2,exact,1,extra_damage_taken_from_crit_-%_if_taken_critical_strike_recently,1,enchant.stat_2047590583,yes,2,0,0
enchantMods,Your Chilling Towers deal #% increased Damage,2,2,exact,1,blight_chilling_tower_damage_+%,1,enchant.stat_926530613,yes,2,0,0
enchantMods,Your Scout Towers have #% increased Range,2,2,exact,1,blight_scout_tower_range_+%,1,enchant.stat_4048897123,yes,2,0,0
enchantMods,# metres to Discharge radius,1,1,exact,1,discharge_radius_+,1,enchant.stat_2716178075,yes,1,0,0
enchantMods,# to Maximum Blood Charges,1,1,exact,1,maximum_blood_scythe_charges,1,enchant.stat_4218649240,yes,1,0,0
enchantMods,# to Maximum number of Bladestorms at a time,1,1,exact,1,bladestorm_maximum_number_of_storms_allowed|quality_display_bladestorm_is_gem,1,enchant.stat_1662993931,yes,1,0,0
enchantMods,# to maximum Blade Flurry stages,1,1,none,0,,0,,,1,0,0
enchantMods,# to maximum Sockets,1,1,exact,1,local_maximum_sockets_+,1,enchant.stat_4099204231,yes,1,0,0
enchantMods,#% chance to Shock,1,1,exact,1,base_chance_to_shock_%,6,crafted.stat_1538773178 enchant.stat_1538773178 explicit.stat_1538773178 fractured.stat_1538773178 implicit.stat_1538773178 scourge.stat_1538773178,yes,1,0,0
enchantMods,#% chance to Summon an additional Skeleton with Summon Skeletons,1,1,exact,1,summon_skeletons_additional_warrior_skeleton_%_chance,1,enchant.stat_1040958896,yes,1,0,0
enchantMods,#% chance to Suppress Spell Damage if you've\ntaken Spell Damage Recently,1,1,exact,1,spell_suppression_chance_%_if_taken_spell_damage_recently,1,enchant.stat_1503864797,yes,0,0,0
enchantMods,#% chance to Suppress Spell Damage while your Off Hand is empty,1,1,exact,1,spell_suppression_chance_%_while_off_hand_empty,2,enchant.stat_2076926581 explicit.stat_2076926581,yes,1,0,0
enchantMods,#% increased Ambush Cooldown Recovery Rate,1,1,exact,1,ambush_cooldown_speed_+%,1,enchant.stat_2977107166,yes,1,0,0
enchantMods,#% increased Ancestral Warchief Totem Damage,1,1,exact,1,slam_ancestor_totem_damage_+%,1,enchant.stat_78239163,yes,1,0,0
enchantMods,#% increased Arc Damage,1,1,exact,1,arc_damage_+%,1,enchant.stat_2740567252,yes,1,0,0
enchantMods,#% increased Area of Effect while you have Arcane Surge,1,1,exact,1,area_of_effect_+%_while_you_have_arcane_surge,1,enchant.stat_1406617410,yes,1,0,0
enchantMods,#% increased Ball Lightning Area of Effect,1,1,exact,1,ball_lightning_radius_+%,1,enchant.stat_788307702,yes,1,0,0
enchantMods,#% increased Ball Lightning Damage,1,1,exact,1,ball_lightning_damage_+%,1,enchant.stat_3152812191,yes,1,0,0
enchantMods,#% increased Blade Flurry Area of Effect,1,1,exact,1,charged_attack_radius_+%,1,enchant.stat_2746213081,yes,1,0,0
enchantMods,#% increased Blade Flurry Damage,1,1,exact,1,charged_attack_damage_+%,1,enchant.stat_754797886,yes,1,0,0
enchantMods,#% increased Blade Vortex Duration,1,1,exact,1,blade_vortex_duration_+%,1,enchant.stat_3024867180,yes,1,0,0
enchantMods,#% increased Bladefall Area of Effect,1,1,exact,1,bladefall_radius_+%,1,enchant.stat_2413715772,yes,1,0,0
enchantMods,#% increased Bladefall Critical Strike Chance,1,1,exact,1,bladefall_critical_strike_chance_+%,1,enchant.stat_2833482311,yes,1,0,0
enchantMods,#% increased Bodyswap Damage,1,1,exact,1,corpse_warp_damage_+%,1,enchant.stat_341054435,yes,1,0,0
enchantMods,#% increased Caustic Arrow Damage,1,1,exact,1,caustic_arrow_damage_+%,1,enchant.stat_1496334795,yes,1,0,0
enchantMods,#% increased Conductivity Curse Effect,1,1,exact,1,conductivity_curse_effect_+%,2,enchant.stat_3395908304 implicit.stat_3395908304,yes,1,0,0
enchantMods,#% increased Cremation Damage,1,1,exact,1,corpse_eruption_damage_+%,1,enchant.stat_4175469673,yes,1,0,0
enchantMods,#% increased Critical Strike Chance per #% Quality,1,1,none,0,,0,,,1,0,0
enchantMods,#% increased Dark Bargain Damage,1,1,exact,1,skeletal_chains_damage_+%,1,enchant.stat_1573799461,yes,1,0,0
enchantMods,#% increased Despair Curse Effect,1,1,exact,1,despair_curse_effect_+%,2,enchant.stat_3185156108 implicit.stat_3185156108,yes,1,0,0
enchantMods,#% increased Discharge Damage,1,1,exact,1,discharge_damage_+%,1,enchant.stat_1935930829,yes,1,0,0
enchantMods,#% increased Double Strike Critical Strike Chance,1,1,exact,1,double_strike_critical_strike_chance_+%,1,enchant.stat_1201942540,yes,1,0,0
enchantMods,#% increased Double Strike Damage,1,1,exact,1,double_strike_damage_+%,1,enchant.stat_1809965314,yes,1,0,0
enchantMods,#% increased Dual Strike Attack Speed,1,1,exact,1,dual_strike_attack_speed_+%,1,enchant.stat_1917107304,yes,1,0,0
enchantMods,#% increased Dual Strike Damage,1,1,exact,1,dual_strike_damage_+%,1,enchant.stat_2094069860,yes,1,0,0
enchantMods,#% increased Effect of the Buff granted by your Stone Golems,1,1,exact,1,base_stone_golem_granted_buff_effect_+%,2,enchant.stat_2284801675 implicit.stat_2284801675,yes,1,0,0
enchantMods,#% increased Ethereal Knives Projectile Speed,1,1,exact,1,ethereal_knives_projectile_speed_+%,1,enchant.stat_760994068,yes,1,0,0
enchantMods,#% increased Explicit Attribute Modifier magnitudes,1,1,exact,1,heist_enchantment_attribute_mod_effect_+%,1,enchant.stat_3243861579,yes,1,0,0
enchantMods,#% increased Explicit Caster Damage Modifier magnitudes,1,1,exact,1,heist_enchantment_casterdamage_mod_effect_+%,1,enchant.stat_1498186316,yes,1,0,0
enchantMods,#% increased Explicit Defence Modifier magnitudes,1,1,exact,1,heist_enchantment_defence_mod_effect_+%,1,enchant.stat_3300369861,yes,1,0,0
enchantMods,#% increased Explicit Lightning Modifier magnitudes,1,1,exact,1,heist_enchantment_lightning_mod_effect_+%,1,enchant.stat_3624940721,yes,1,0,0
enchantMods,#% increased Explicit Mana Modifier magnitudes,1,1,exact,1,heist_enchantment_mana_mod_effect_+%,1,enchant.stat_3514984677,yes,1,0,0
enchantMods,#% increased Explicit Physical Modifier magnitudes,1,1,exact,1,heist_enchantment_physical_mod_effect_+%,1,enchant.stat_1335369947,yes,1,0,0
enchantMods,#% increased Eye of Winter Projectile Speed,1,1,exact,1,eye_of_winter_projectile_speed_+%,1,enchant.stat_1739537617,yes,1,0,0
enchantMods,#% increased Fire Trap Burning Ground Duration,1,1,exact,1,fire_trap_burning_ground_duration_+%,1,enchant.stat_3279786746,yes,1,0,0
enchantMods,#% increased Fire Trap Damage,1,1,exact,1,fire_trap_damage_+%,1,enchant.stat_181307038,yes,1,0,0
enchantMods,#% increased Firestorm Duration,1,1,exact,1,firestorm_duration_+%,1,enchant.stat_1691710359,yes,1,0,0
enchantMods,#% increased Firestorm explosion Area of Effect,1,1,exact,1,firestorm_explosion_area_of_effect_+%,1,enchant.stat_3931013900,yes,1,0,0
enchantMods,#% increased Flame Surge Damage with Hits and Ailments against Burning Enemies,1,1,exact,1,flame_surge_damage_+%_vs_burning_enemies,1,enchant.stat_430890565,yes,1,0,0
enchantMods,#% increased Flameblast Area of Effect,1,1,exact,1,flameblast_radius_+%,1,enchant.stat_1532964880,yes,1,0,0
enchantMods,#% increased Flameblast Damage,1,1,exact,1,flameblast_damage_+%,1,enchant.stat_169405468,yes,1,0,0
enchantMods,#% increased Flicker Strike Damage per Frenzy Charge,1,1,exact,1,flicker_strike_damage_+%_per_frenzy_charge,1,enchant.stat_3701991680,yes,1,0,0
enchantMods,#% increased Forbidden Rite Projectile Speed,1,1,exact,1,forbidden_rite_projectile_speed_+%,1,enchant.stat_3316480899,yes,1,0,0
enchantMods,#% increased Freezing Pulse Damage,1,1,exact,1,freezing_pulse_damage_+%,1,enchant.stat_819852672,yes,1,0,0
enchantMods,#% increased Frost Blades Damage,1,1,exact,1,frost_blades_damage_+%,1,enchant.stat_3449510470,yes,1,0,0
enchantMods,#% increased Frost Blades Projectile Speed,1,1,exact,1,frost_blades_projectile_speed_+%,1,enchant.stat_1087923932,yes,1,0,0
enchantMods,#% increased Frost Bomb Area of Effect,1,1,exact,1,frost_bomb_radius_+%,1,enchant.stat_1451372148,yes,1,0,0
enchantMods,#% increased Galvanic Arrow Damage,1,1,exact,1,shrapnel_shot_damage_+%,1,enchant.stat_2634945088,yes,1,0,0
enchantMods,#% increased Glacial Cascade Damage,1,1,exact,1,glacial_cascade_damage_+%,1,enchant.stat_451037529,yes,1,0,0
enchantMods,#% increased Heavy Strike Damage,1,1,exact,1,heavy_strike_damage_+%,1,enchant.stat_954135826,yes,1,0,0
enchantMods,#% increased Holy Sweep Area of Effect,1,1,exact,1,sweep_radius_+%,1,enchant.stat_4202548383,yes,1,0,0
enchantMods,#% increased Holy Sweep Damage,1,1,exact,1,sweep_damage_+%,1,enchant.stat_253870897,yes,1,0,0
enchantMods,#% increased Ice Crash Area of Effect,1,1,exact,1,ice_crash_radius_+%,1,enchant.stat_3930497977,yes,1,0,0
enchantMods,#% increased Ice Shot Damage,1,1,exact,1,ice_shot_damage_+%,1,enchant.stat_3026752303,yes,1,0,0
enchantMods,#% increased Ice Trap Damage,1,1,exact,1,ice_trap_damage_+%,1,enchant.stat_4224384031,yes,1,0,0
enchantMods,#% increased Kinetic Blast Damage,1,1,exact,1,kinetic_blast_damage_+%,1,enchant.stat_1007135105,yes,1,0,0
enchantMods,#% increased Leap Slam Attack Speed,1,1,exact,1,leap_slam_attack_speed_+%,1,enchant.stat_3730999759,yes,1,0,0
enchantMods,#% increased Lightning Arrow Area of Effect,1,1,exact,1,lightning_arrow_radius_+%,1,enchant.stat_4129421630,yes,1,0,0
enchantMods,#% increased Lightning Strike Damage,1,1,exact,1,lightning_strike_damage_+%,1,enchant.stat_3630274354,yes,1,0,0
enchantMods,#% increased Lightning Warp Cast Speed,1,1,exact,1,lightning_warp_cast_speed_+%,1,enchant.stat_1347575155,yes,1,0,0
enchantMods,#% increased Melee Damage,1,1,exact,1,melee_damage_+%,5,crafted.stat_1002362373 enchant.stat_1002362373 explicit.stat_1002362373 fractured.stat_1002362373 implicit.stat_1002362373,yes,1,0,0
enchantMods,#% increased Molten Strike Damage,1,1,exact,1,molten_strike_damage_+%,1,enchant.stat_2038865857,yes,1,0,0
enchantMods,#% increased Movement Speed,1,1,exact,2,base_movement_velocity_+%;from_armour_movement_speed_+%,7,crafted.stat_2250533757 enchant.stat_2250533757 explicit.stat_2250533757 fractured.stat_2250533757 implicit.stat_2250533757 pseudo.pseudo_increased_movement_speed scourge.stat_2250533757,yes,1,0,0
enchantMods,#% increased Power Siphon Damage,1,1,exact,1,power_siphon_damage_+%,1,enchant.stat_78767457,yes,1,0,0
enchantMods,#% increased Rain of Arrows Attack Speed,1,1,exact,1,rain_of_arrows_attack_speed_+%,1,enchant.stat_3825617457,yes,1,0,0
enchantMods,#% increased Reap Area of Effect,1,1,exact,1,bloodreap_skill_area_of_effect_+%,1,enchant.stat_647221668,yes,1,0,0
enchantMods,#% increased Reave Radius,1,1,exact,1,reave_radius_+%,1,enchant.stat_1486490067,yes,1,0,0
enchantMods,#% increased Rejuvenation Totem Aura Effect,1,1,exact,1,rejuvenation_totem_aura_effect_+%,1,enchant.stat_1588572574,yes,1,0,0
enchantMods,#% increased Righteous Fire Area of Effect,1,1,exact,1,righteous_fire_radius_+%,1,enchant.stat_2430635444,yes,1,0,0
enchantMods,#% increased Rolling Magma Area of Effect,1,1,exact,1,magma_orb_radius_+%,1,enchant.stat_1646093658,yes,1,0,0
enchantMods,#% increased Sentinel of Absolution Duration,1,1,exact,1,absolution_duration_+%,1,enchant.stat_1778800422,yes,1,0,0
enchantMods,#% increased Shield Crush Attack Speed,1,1,exact,1,shield_crush_attack_speed_+%,1,enchant.stat_1948292587,yes,1,0,0
enchantMods,#% increased Shockwave Totem Area of Effect,1,1,exact,1,shockwave_totem_radius_+%,1,enchant.stat_1153159301,yes,1,0,0
enchantMods,#% increased Spectral Shield Throw Damage,1,1,exact,1,spectral_shield_throw_damage_+%,1,enchant.stat_1891516164,yes,1,0,0
enchantMods,#% increased Spectral Throw Damage,1,1,exact,1,spectral_throw_damage_+%,1,enchant.stat_3755794090,yes,1,0,0
enchantMods,#% increased Static Strike Area of Effect,1,1,exact,1,static_strike_radius_+%,1,enchant.stat_2685860927,yes,1,0,0
enchantMods,#% increased Storm Call Area of Effect,1,1,exact,1,storm_call_radius_+%,1,enchant.stat_2070247068,yes,1,0,0
enchantMods,#% increased Storm Rain Damage,1,1,exact,1,storm_rain_damage_+%,1,enchant.stat_1463790510,yes,1,0,0
enchantMods,#% increased Temporal Chains Curse Effect,1,1,exact,1,temporal_chains_curse_effect_+%,3,enchant.stat_1662974426 explicit.stat_1662974426 implicit.stat_1662974426,yes,1,0,0
enchantMods,#% increased Tornado Area of Effect,1,1,exact,1,tornado_skill_area_of_effect_+%,1,enchant.stat_1866415366,yes,1,0,0
enchantMods,#% increased Tornado Shot Critical Strike Chance,1,1,exact,1,tornado_shot_critical_strike_chance_+%,1,enchant.stat_1815368527,yes,1,0,0
enchantMods,#% increased Unearth Cast Speed,1,1,exact,1,bone_lance_cast_speed_+%,1,enchant.stat_2387717928,yes,1,0,0
enchantMods,#% increased Viper Strike Damage,1,1,exact,1,viper_strike_damage_+%,1,enchant.stat_2585271359,yes,1,0,0
enchantMods,#% increased Volatile Dead Cast Speed,1,1,exact,1,volatile_dead_cast_speed_+%,1,enchant.stat_3179781611,yes,1,0,0
enchantMods,#% increased Wild Strike Area of Effect,1,1,exact,1,wild_strike_radius_+%,1,enchant.stat_524936200,yes,1,0,0
enchantMods,#% reduced Monster Movement Speed,1,1,exact,1,map_monsters_movement_speed_+%,4,enchant.stat_2306522833 explicit.stat_2306522833 fractured.stat_2306522833 implicit.stat_2306522833,yes,1,0,0
enchantMods,#% reduced Spectral Throw Projectile Deceleration,1,1,exact,1,spectral_throw_projectile_deceleration_+%,1,enchant.stat_444686294,yes,1,0,0
enchantMods,#% to Stone Golem Elemental Resistances,1,1,exact,1,stone_golem_elemental_resistances_%,1,enchant.stat_1601558321,yes,1,0,0
enchantMods,Adds # to # Lightning Damage,1,1,exact,2,global_minimum_added_lightning_damage|global_maximum_added_lightning_damage;local_minimum_added_lightning_damage|local_maximum_added_lightning_damage,11,crafted.stat_1334060246 crafted.stat_3336890334 enchant.stat_3336890334 explicit.stat_1334060246 explicit.stat_3336890334 fractured.stat_1334060246 fractured.stat_3336890334 implicit.stat_1334060246,yes,1,0,0
enchantMods,Adds # to # Lightning Damage if you haven't Killed Recently,1,1,exact,1,enchantment_boots_minimum_added_lightning_damage_when_you_havent_killed_for_4_seconds|enchantment_boots_maximum_added_lightning_damage_when_you_havent_killed_for_4_seconds,1,enchant.stat_1293597434,yes,1,0,0
enchantMods,Allocates Acuity,1,1,none,0,,0,,,1,0,0
enchantMods,Allocates Adder's Touch,1,1,none,0,,0,,,1,0,0
enchantMods,Allocates Admonisher,1,1,none,0,,0,,,1,0,0
enchantMods,Allocates Agility,1,1,none,0,,0,,,1,0,0
enchantMods,Allocates Arcane Guarding,1,1,none,0,,0,,,1,0,0
enchantMods,Allocates Arcane Will,1,1,none,0,,0,,,1,0,0
enchantMods,Allocates Arcing Blows,1,1,none,0,,0,,,1,0,0
enchantMods,Allocates Art of the Gladiator,1,1,none,0,,0,,,1,0,0
enchantMods,Allocates As The Mountain,1,1,none,0,,0,,,1,0,0
enchantMods,"Allocates Ash, Frost and Storm",1,1,none,0,,0,,,1,0,0
enchantMods,Allocates Aspect of the Lynx,1,1,none,0,,0,,,1,0,0
enchantMods,Allocates Atrophy,1,1,none,0,,0,,,1,0,0
enchantMods,Allocates Backstabbing,1,1,none,0,,0,,,1,0,0
enchantMods,Allocates Beef,1,1,none,0,,0,,,1,0,0
enchantMods,Allocates Berserking,1,1,none,0,,0,,,1,0,0
enchantMods,Allocates Bladedancer,1,1,none,0,,0,,,1,0,0
enchantMods,Allocates Blood Drinker,1,1,none,0,,0,,,1,0,0
enchantMods,Allocates Bloodletting,1,1,none,0,,0,,,1,0,0
enchantMods,Allocates Brand Equity,1,1,none,0,,0,,,1,0,0
enchantMods,Allocates Brinkmanship,1,1,none,0,,0,,,1,0,0
enchantMods,Allocates Cannibalistic Rite,1,1,none,0,,0,,,1,0,0
enchantMods,Allocates Cleaving,1,1,none,0,,0,,,1,0,0
enchantMods,Allocates Clever Construction,1,1,none,0,,0,,,1,0,0
enchantMods,Allocates Cloth and Chain,1,1,none,0,,0,,,1,0,0
enchantMods,Allocates Constitution,1,1,none,0,,0,,,1,0,0
enchantMods,Allocates Counterweight,1,1,none,0,,0,,,1,0,0
enchantMods,Allocates Cruel Preparation,1,1,none,0,,0,,,1,0,0
enchantMods,Allocates Crystal Skin,1,1,none,0,,0,,,1,0,0
enchantMods,Allocates Dazzling Strikes,1,1,none,0,,0,,,1,0,0
enchantMods,Allocates Deep Wisdom,1,1,none,0,,0,,,1,0,0
enchantMods,Allocates Defiance,1,1,none,0,,0,,,1,0,0
enchantMods,Allocates Destroyer,1,1,none,0,,0,,,1,0,0
enchantMods,Allocates Devotion,1,1,none,0,,0,,,1,0,0
enchantMods,Allocates Diamond Skin,1,1,none,0,,0,,,1,0,0
enchantMods,Allocates Dire Torment,1,1,none,0,,0,,,1,0,0
enchantMods,Allocates Disciple of the Forbidden,1,1,none,0,,0,,,1,0,0
enchantMods,Allocates Discord Artisan,1,1,none,0,,0,,,1,0,0
enchantMods,Allocates Disemboweling,1,1,none,0,,0,,,1,0,0
enchantMods,Allocates Doom Cast,1,1,none,0,,0,,,1,0,0
