# generated by scripts/mod-stat-index.py from poe1/data/mods.json @ e2bd511a
id,name,type,domain,generation_type,required_level,n_stats,stats,spawn_weights,generation_weights,adds_tags,implicit_tags,essence_only
DamageRemovedFromManaBeforeLifeEldritchImplicitPinnaclePresence6,,DamageRemovedFromManaBeforeLifePinnaclePresence,item,searing_exarch_implicit,75,2,base_damage_removed_from_mana_before_life_%:14:14 local_influence_mod_requires_celestial_boss_presence:1:1,no_tier_1_eldritch_implicit:0 body_armour:0 default:0,,,,
GolemBuffEffectUniqueEldritchImplicit1,,GolemBuffEffectUnique,item,searing_exarch_implicit,75,1,golem_buff_effect_+%:19:21,no_tier_6_eldritch_implicit:0 body_armour:500 default:0,,,,
GolemBuffEffectUniqueEldritchImplicit2,,GolemBuffEffectUnique,item,searing_exarch_implicit,75,1,golem_buff_effect_+%:22:24,no_tier_5_eldritch_implicit:0 body_armour:500 default:0,,,,
GolemBuffEffectUniqueEldritchImplicit3,,GolemBuffEffectUnique,item,searing_exarch_implicit,75,1,golem_buff_effect_+%:25:27,no_tier_4_eldritch_implicit:0 body_armour:500 default:0,,,,
GolemBuffEffectUniqueEldritchImplicit4,,GolemBuffEffectUnique,item,searing_exarch_implicit,75,1,golem_buff_effect_+%:28:30,no_tier_3_eldritch_implicit:0 body_armour:500 default:0,,,,
GolemBuffEffectUniqueEldritchImplicit5,,GolemBuffEffectUnique,item,searing_exarch_implicit,75,1,golem_buff_effect_+%:31:33,no_tier_2_eldritch_implicit:0 body_armour:500 default:0,,,,
GolemBuffEffectUniqueEldritchImplicit6,,GolemBuffEffectUnique,item,searing_exarch_implicit,75,1,golem_buff_effect_+%:34:36,no_tier_1_eldritch_implicit:0 body_armour:500 default:0,,,,
GolemBuffEffectUniqueEldritchImplicitUniquePresence1,,GolemBuffEffectUniqueUniquePresence,item,searing_exarch_implicit,75,2,golem_buff_effect_+%:31:33 local_influence_mod_requires_unique_monster_presence:1:1,no_tier_6_eldritch_implicit:0 body_armour:0 default:0,,,,
GolemBuffEffectUniqueEldritchImplicitUniquePresence2,,GolemBuffEffectUniqueUniquePresence,item,searing_exarch_implicit,75,2,golem_buff_effect_+%:34:36 local_influence_mod_requires_unique_monster_presence:1:1,no_tier_5_eldritch_implicit:0 body_armour:250 default:0,,,,
GolemBuffEffectUniqueEldritchImplicitUniquePresence3,,GolemBuffEffectUniqueUniquePresence,item,searing_exarch_implicit,75,2,golem_buff_effect_+%:37:39 local_influence_mod_requires_unique_monster_presence:1:1,no_tier_4_eldritch_implicit:0 body_armour:250 default:0,,,,
GolemBuffEffectUniqueEldritchImplicitUniquePresence4,,GolemBuffEffectUniqueUniquePresence,item,searing_exarch_implicit,75,2,golem_buff_effect_+%:40:42 local_influence_mod_requires_unique_monster_presence:1:1,no_tier_3_eldritch_implicit:0 body_armour:250 default:0,,,,
GolemBuffEffectUniqueEldritchImplicitUniquePresence5,,GolemBuffEffectUniqueUniquePresence,item,searing_exarch_implicit,75,2,golem_buff_effect_+%:43:45 local_influence_mod_requires_unique_monster_presence:1:1,no_tier_2_eldritch_implicit:0 body_armour:250 default:0,,,,
GolemBuffEffectUniqueEldritchImplicitUniquePresence6,,GolemBuffEffectUniqueUniquePresence,item,searing_exarch_implicit,75,2,golem_buff_effect_+%:46:48 local_influence_mod_requires_unique_monster_presence:1:1,no_tier_1_eldritch_implicit:0 body_armour:250 default:0,,,,
GolemBuffEffectUniqueEldritchImplicitPinnaclePresence1,,GolemBuffEffectUniquePinnaclePresence,item,searing_exarch_implicit,75,2,golem_buff_effect_+%:43:45 local_influence_mod_requires_celestial_boss_presence:1:1,no_tier_6_eldritch_implicit:0 body_armour:0 default:0,,,,
GolemBuffEffectUniqueEldritchImplicitPinnaclePresence2,,GolemBuffEffectUniquePinnaclePresence,item,searing_exarch_implicit,75,2,golem_buff_effect_+%:46:48 local_influence_mod_requires_celestial_boss_presence:1:1,no_tier_5_eldritch_implicit:0 body_armour:0 default:0,,,,
GolemBuffEffectUniqueEldritchImplicitPinnaclePresence3,,GolemBuffEffectUniquePinnaclePresence,item,searing_exarch_implicit,75,2,golem_buff_effect_+%:49:51 local_influence_mod_requires_celestial_boss_presence:1:1,no_tier_4_eldritch_implicit:0 body_armour:100 default:0,,,,
GolemBuffEffectUniqueEldritchImplicitPinnaclePresence4,,GolemBuffEffectUniquePinnaclePresence,item,searing_exarch_implicit,75,2,golem_buff_effect_+%:52:54 local_influence_mod_requires_celestial_boss_presence:1:1,no_tier_3_eldritch_implicit:0 body_armour:100 default:0,,,,
GolemBuffEffectUniqueEldritchImplicitPinnaclePresence5,,GolemBuffEffectUniquePinnaclePresence,item,searing_exarch_implicit,75,2,golem_buff_effect_+%:55:57 local_influence_mod_requires_celestial_boss_presence:1:1,no_tier_2_eldritch_implicit:0 body_armour:100 default:0,,,,
GolemBuffEffectUniqueEldritchImplicitPinnaclePresence6,,GolemBuffEffectUniquePinnaclePresence,item,searing_exarch_implicit,75,2,golem_buff_effect_+%:58:60 local_influence_mod_requires_celestial_boss_presence:1:1,no_tier_1_eldritch_implicit:0 body_armour:100 default:0,,,,
AuraEffectEldritchImplicit1,,AuraEffect,item,searing_exarch_implicit,75,1,non_curse_aura_effect_+%:9:10,no_tier_6_eldritch_implicit:0 body_armour:500 amulet:500 default:0,,,aura,
AuraEffectEldritchImplicit2,,AuraEffect,item,searing_exarch_implicit,75,1,non_curse_aura_effect_+%:11:12,no_tier_5_eldritch_implicit:0 body_armour:500 amulet:500 default:0,,,aura,
AuraEffectEldritchImplicit3,,AuraEffect,item,searing_exarch_implicit,75,1,non_curse_aura_effect_+%:13:14,no_tier_4_eldritch_implicit:0 body_armour:500 amulet:500 default:0,,,aura,
AuraEffectEldritchImplicit4,,AuraEffect,item,searing_exarch_implicit,75,1,non_curse_aura_effect_+%:15:16,no_tier_3_eldritch_implicit:0 body_armour:500 amulet:500 default:0,,,aura,
AuraEffectEldritchImplicit5,,AuraEffect,item,searing_exarch_implicit,75,1,non_curse_aura_effect_+%:17:18,no_tier_2_eldritch_implicit:0 body_armour:500 amulet:500 default:0,,,aura,
AuraEffectEldritchImplicit6,,AuraEffect,item,searing_exarch_implicit,75,1,non_curse_aura_effect_+%:19:20,no_tier_1_eldritch_implicit:0 body_armour:500 amulet:500 default:0,,,aura,
AuraEffectEldritchImplicitUniquePresence1,,AuraEffectUniquePresence,item,searing_exarch_implicit,75,2,non_curse_aura_effect_+%:17:18 local_influence_mod_requires_unique_monster_presence:1:1,no_tier_6_eldritch_implicit:0 body_armour:0 amulet:0 default:0,,,,
AuraEffectEldritchImplicitUniquePresence2,,AuraEffectUniquePresence,item,searing_exarch_implicit,75,2,non_curse_aura_effect_+%:19:20 local_influence_mod_requires_unique_monster_presence:1:1,no_tier_5_eldritch_implicit:0 body_armour:250 amulet:250 default:0,,,,
AuraEffectEldritchImplicitUniquePresence3,,AuraEffectUniquePresence,item,searing_exarch_implicit,75,2,non_curse_aura_effect_+%:21:22 local_influence_mod_requires_unique_monster_presence:1:1,no_tier_4_eldritch_implicit:0 body_armour:250 amulet:250 default:0,,,,
AuraEffectEldritchImplicitUniquePresence4,,AuraEffectUniquePresence,item,searing_exarch_implicit,75,2,non_curse_aura_effect_+%:23:24 local_influence_mod_requires_unique_monster_presence:1:1,no_tier_3_eldritch_implicit:0 body_armour:250 amulet:250 default:0,,,,
AuraEffectEldritchImplicitUniquePresence5,,AuraEffectUniquePresence,item,searing_exarch_implicit,75,2,non_curse_aura_effect_+%:25:26 local_influence_mod_requires_unique_monster_presence:1:1,no_tier_2_eldritch_implicit:0 body_armour:250 amulet:250 default:0,,,,
AuraEffectEldritchImplicitUniquePresence6,,AuraEffectUniquePresence,item,searing_exarch_implicit,75,2,non_curse_aura_effect_+%:27:28 local_influence_mod_requires_unique_monster_presence:1:1,no_tier_1_eldritch_implicit:0 body_armour:250 amulet:250 default:0,,,,
AuraEffectEldritchImplicitPinnaclePresence1,,AuraEffectPinnaclePresence,item,searing_exarch_implicit,75,2,non_curse_aura_effect_+%:25:26 local_influence_mod_requires_celestial_boss_presence:1:1,no_tier_6_eldritch_implicit:0 body_armour:0 amulet:0 default:0,,,,
AuraEffectEldritchImplicitPinnaclePresence2,,AuraEffectPinnaclePresence,item,searing_exarch_implicit,75,2,non_curse_aura_effect_+%:27:28 local_influence_mod_requires_celestial_boss_presence:1:1,no_tier_5_eldritch_implicit:0 body_armour:0 amulet:0 default:0,,,,
AuraEffectEldritchImplicitPinnaclePresence3,,AuraEffectPinnaclePresence,item,searing_exarch_implicit,75,2,non_curse_aura_effect_+%:29:30 local_influence_mod_requires_celestial_boss_presence:1:1,no_tier_4_eldritch_implicit:0 body_armour:100 amulet:100 default:0,,,,
AuraEffectEldritchImplicitPinnaclePresence4,,AuraEffectPinnaclePresence,item,searing_exarch_implicit,75,2,non_curse_aura_effect_+%:31:32 local_influence_mod_requires_celestial_boss_presence:1:1,no_tier_3_eldritch_implicit:0 body_armour:100 amulet:100 default:0,,,,
AuraEffectEldritchImplicitPinnaclePresence5,,AuraEffectPinnaclePresence,item,searing_exarch_implicit,75,2,non_curse_aura_effect_+%:33:34 local_influence_mod_requires_celestial_boss_presence:1:1,no_tier_2_eldritch_implicit:0 body_armour:100 amulet:100 default:0,,,,
AuraEffectEldritchImplicitPinnaclePresence6,,AuraEffectPinnaclePresence,item,searing_exarch_implicit,75,2,non_curse_aura_effect_+%:35:36 local_influence_mod_requires_celestial_boss_presence:1:1,no_tier_1_eldritch_implicit:0 body_armour:100 amulet:100 default:0,,,,
CurseEffectivenessEldritchImplicit1,,CurseEffectiveness,item,searing_exarch_implicit,75,1,curse_effect_+%:7:7,no_tier_6_eldritch_implicit:0 body_armour:500 amulet:500 default:0,,,caster curse,
CurseEffectivenessEldritchImplicit2,,CurseEffectiveness,item,searing_exarch_implicit,75,1,curse_effect_+%:8:8,no_tier_5_eldritch_implicit:0 body_armour:500 amulet:500 default:0,,,caster curse,
CurseEffectivenessEldritchImplicit3,,CurseEffectiveness,item,searing_exarch_implicit,75,1,curse_effect_+%:9:9,no_tier_4_eldritch_implicit:0 body_armour:500 amulet:500 default:0,,,caster curse,
CurseEffectivenessEldritchImplicit4,,CurseEffectiveness,item,searing_exarch_implicit,75,1,curse_effect_+%:10:10,no_tier_3_eldritch_implicit:0 body_armour:500 amulet:500 default:0,,,caster curse,
CurseEffectivenessEldritchImplicit5,,CurseEffectiveness,item,searing_exarch_implicit,75,1,curse_effect_+%:11:11,no_tier_2_eldritch_implicit:0 body_armour:500 amulet:500 default:0,,,caster curse,
CurseEffectivenessEldritchImplicit6,,CurseEffectiveness,item,searing_exarch_implicit,75,1,curse_effect_+%:12:12,no_tier_1_eldritch_implicit:0 body_armour:500 amulet:500 default:0,,,caster curse,
CurseEffectivenessEldritchImplicitUniquePresence1,,CurseEffectivenessUniquePresence,item,searing_exarch_implicit,75,2,curse_effect_+%:10:10 local_influence_mod_requires_unique_monster_presence:1:1,no_tier_6_eldritch_implicit:0 body_armour:0 amulet:0 default:0,,,curse,
CurseEffectivenessEldritchImplicitUniquePresence2,,CurseEffectivenessUniquePresence,item,searing_exarch_implicit,75,2,curse_effect_+%:11:11 local_influence_mod_requires_unique_monster_presence:1:1,no_tier_5_eldritch_implicit:0 body_armour:250 amulet:250 default:0,,,curse,
CurseEffectivenessEldritchImplicitUniquePresence3,,CurseEffectivenessUniquePresence,item,searing_exarch_implicit,75,2,curse_effect_+%:12:12 local_influence_mod_requires_unique_monster_presence:1:1,no_tier_4_eldritch_implicit:0 body_armour:250 amulet:250 default:0,,,curse,
CurseEffectivenessEldritchImplicitUniquePresence4,,CurseEffectivenessUniquePresence,item,searing_exarch_implicit,75,2,curse_effect_+%:13:13 local_influence_mod_requires_unique_monster_presence:1:1,no_tier_3_eldritch_implicit:0 body_armour:250 amulet:250 default:0,,,curse,
CurseEffectivenessEldritchImplicitUniquePresence5,,CurseEffectivenessUniquePresence,item,searing_exarch_implicit,75,2,curse_effect_+%:14:14 local_influence_mod_requires_unique_monster_presence:1:1,no_tier_2_eldritch_implicit:0 body_armour:250 amulet:250 default:0,,,curse,
CurseEffectivenessEldritchImplicitUniquePresence6,,CurseEffectivenessUniquePresence,item,searing_exarch_implicit,75,2,curse_effect_+%:15:15 local_influence_mod_requires_unique_monster_presence:1:1,no_tier_1_eldritch_implicit:0 body_armour:250 amulet:250 default:0,,,curse,
CurseEffectivenessEldritchImplicitPinnaclePresence1,,CurseEffectivenessPinnaclePresence,item,searing_exarch_implicit,75,2,curse_effect_+%:13:13 local_influence_mod_requires_celestial_boss_presence:1:1,no_tier_6_eldritch_implicit:0 body_armour:0 amulet:0 default:0,,,curse,
CurseEffectivenessEldritchImplicitPinnaclePresence2,,CurseEffectivenessPinnaclePresence,item,searing_exarch_implicit,75,2,curse_effect_+%:14:14 local_influence_mod_requires_celestial_boss_presence:1:1,no_tier_5_eldritch_implicit:0 body_armour:0 amulet:0 default:0,,,curse,
CurseEffectivenessEldritchImplicitPinnaclePresence3,,CurseEffectivenessPinnaclePresence,item,searing_exarch_implicit,75,2,curse_effect_+%:15:15 local_influence_mod_requires_celestial_boss_presence:1:1,no_tier_4_eldritch_implicit:0 body_armour:100 amulet:100 default:0,,,curse,
CurseEffectivenessEldritchImplicitPinnaclePresence4,,CurseEffectivenessPinnaclePresence,item,searing_exarch_implicit,75,2,curse_effect_+%:16:16 local_influence_mod_requires_celestial_boss_presence:1:1,no_tier_3_eldritch_implicit:0 body_armour:100 amulet:100 default:0,,,curse,
CurseEffectivenessEldritchImplicitPinnaclePresence5,,CurseEffectivenessPinnaclePresence,item,searing_exarch_implicit,75,2,curse_effect_+%:17:17 local_influence_mod_requires_celestial_boss_presence:1:1,no_tier_2_eldritch_implicit:0 body_armour:100 amulet:100 default:0,,,curse,
CurseEffectivenessEldritchImplicitPinnaclePresence6,,CurseEffectivenessPinnaclePresence,item,searing_exarch_implicit,75,2,curse_effect_+%:18:18 local_influence_mod_requires_celestial_boss_presence:1:1,no_tier_1_eldritch_implicit:0 body_armour:100 amulet:100 default:0,,,curse,
OfferingEffectEldritchImplicit1,,OfferingEffect,item,searing_exarch_implicit,75,1,offering_spells_effect_+%:13:14,no_tier_6_eldritch_implicit:0 body_armour:500 default:0,,,,
OfferingEffectEldritchImplicit2,,OfferingEffect,item,searing_exarch_implicit,75,1,offering_spells_effect_+%:15:16,no_tier_5_eldritch_implicit:0 body_armour:500 default:0,,,,
OfferingEffectEldritchImplicit3,,OfferingEffect,item,searing_exarch_implicit,75,1,offering_spells_effect_+%:17:18,no_tier_4_eldritch_implicit:0 body_armour:500 default:0,,,,
OfferingEffectEldritchImplicit4,,OfferingEffect,item,searing_exarch_implicit,75,1,offering_spells_effect_+%:19:20,no_tier_3_eldritch_implicit:0 body_armour:500 default:0,,,,
OfferingEffectEldritchImplicit5,,OfferingEffect,item,searing_exarch_implicit,75,1,offering_spells_effect_+%:21:22,no_tier_2_eldritch_implicit:0 body_armour:500 default:0,,,,
OfferingEffectEldritchImplicit6,,OfferingEffect,item,searing_exarch_implicit,75,1,offering_spells_effect_+%:23:24,no_tier_1_eldritch_implicit:0 body_armour:500 default:0,,,,
OfferingEffectEldritchImplicitUniquePresence1,,OfferingEffectUniquePresence,item,searing_exarch_implicit,75,2,offering_spells_effect_+%:19:20 local_influence_mod_requires_unique_monster_presence:1:1,no_tier_6_eldritch_implicit:0 body_armour:0 default:0,,,,
OfferingEffectEldritchImplicitUniquePresence2,,OfferingEffectUniquePresence,item,searing_exarch_implicit,75,2,offering_spells_effect_+%:21:22 local_influence_mod_requires_unique_monster_presence:1:1,no_tier_5_eldritch_implicit:0 body_armour:250 default:0,,,,
OfferingEffectEldritchImplicitUniquePresence3,,OfferingEffectUniquePresence,item,searing_exarch_implicit,75,2,offering_spells_effect_+%:23:24 local_influence_mod_requires_unique_monster_presence:1:1,no_tier_4_eldritch_implicit:0 body_armour:250 default:0,,,,
OfferingEffectEldritchImplicitUniquePresence4,,OfferingEffectUniquePresence,item,searing_exarch_implicit,75,2,offering_spells_effect_+%:25:26 local_influence_mod_requires_unique_monster_presence:1:1,no_tier_3_eldritch_implicit:0 body_armour:250 default:0,,,,
OfferingEffectEldritchImplicitUniquePresence5,,OfferingEffectUniquePresence,item,searing_exarch_implicit,75,2,offering_spells_effect_+%:27:28 local_influence_mod_requires_unique_monster_presence:1:1,no_tier_2_eldritch_implicit:0 body_armour:250 default:0,,,,
OfferingEffectEldritchImplicitUniquePresence6,,OfferingEffectUniquePresence,item,searing_exarch_implicit,75,2,offering_spells_effect_+%:29:30 local_influence_mod_requires_unique_monster_presence:1:1,no_tier_1_eldritch_implicit:0 body_armour:250 default:0,,,,
OfferingEffectEldritchImplicitPinnaclePresence1,,OfferingEffectPinnaclePresence,item,searing_exarch_implicit,75,2,offering_spells_effect_+%:25:26 local_influence_mod_requires_celestial_boss_presence:1:1,no_tier_6_eldritch_implicit:0 body_armour:0 default:0,,,,
OfferingEffectEldritchImplicitPinnaclePresence2,,OfferingEffectPinnaclePresence,item,searing_exarch_implicit,75,2,offering_spells_effect_+%:27:28 local_influence_mod_requires_celestial_boss_presence:1:1,no_tier_5_eldritch_implicit:0 body_armour:0 default:0,,,,
OfferingEffectEldritchImplicitPinnaclePresence3,,OfferingEffectPinnaclePresence,item,searing_exarch_implicit,75,2,offering_spells_effect_+%:29:30 local_influence_mod_requires_celestial_boss_presence:1:1,no_tier_4_eldritch_implicit:0 body_armour:100 default:0,,,,
OfferingEffectEldritchImplicitPinnaclePresence4,,OfferingEffectPinnaclePresence,item,searing_exarch_implicit,75,2,offering_spells_effect_+%:31:32 local_influence_mod_requires_celestial_boss_presence:1:1,no_tier_3_eldritch_implicit:0 body_armour:100 default:0,,,,
OfferingEffectEldritchImplicitPinnaclePresence5,,OfferingEffectPinnaclePresence,item,searing_exarch_implicit,75,2,offering_spells_effect_+%:33:34 local_influence_mod_requires_celestial_boss_presence:1:1,no_tier_2_eldritch_implicit:0 body_armour:100 default:0,,,,
OfferingEffectEldritchImplicitPinnaclePresence6,,OfferingEffectPinnaclePresence,item,searing_exarch_implicit,75,2,offering_spells_effect_+%:35:36 local_influence_mod_requires_celestial_boss_presence:1:1,no_tier_1_eldritch_implicit:0 body_armour:100 default:0,,,,
WarcryEffectEldritchImplicit1,,WarcryEffect,item,searing_exarch_implicit,75,1,warcry_buff_effect_+%:19:20,no_tier_6_eldritch_implicit:0 body_armour:500 default:0,,,,
WarcryEffectEldritchImplicit2,,WarcryEffect,item,searing_exarch_implicit,75,1,warcry_buff_effect_+%:21:22,no_tier_5_eldritch_implicit:0 body_armour:500 default:0,,,,
WarcryEffectEldritchImplicit3,,WarcryEffect,item,searing_exarch_implicit,75,1,warcry_buff_effect_+%:23:24,no_tier_4_eldritch_implicit:0 body_armour:500 default:0,,,,
WarcryEffectEldritchImplicit4,,WarcryEffect,item,searing_exarch_implicit,75,1,warcry_buff_effect_+%:25:26,no_tier_3_eldritch_implicit:0 body_armour:500 default:0,,,,
WarcryEffectEldritchImplicit5,,WarcryEffect,item,searing_exarch_implicit,75,1,warcry_buff_effect_+%:27:28,no_tier_2_eldritch_implicit:0 body_armour:500 default:0,,,,
WarcryEffectEldritchImplicit6,,WarcryEffect,item,searing_exarch_implicit,75,1,warcry_buff_effect_+%:29:30,no_tier_1_eldritch_implicit:0 body_armour:500 default:0,,,,
WarcryEffectEldritchImplicitUniquePresence1,,WarcryEffectUniquePresence,item,searing_exarch_implicit,75,2,warcry_buff_effect_+%:25:26 local_influence_mod_requires_unique_monster_presence:1:1,no_tier_6_eldritch_implicit:0 body_armour:0 default:0,,,,
WarcryEffectEldritchImplicitUniquePresence2,,WarcryEffectUniquePresence,item,searing_exarch_implicit,75,2,warcry_buff_effect_+%:27:28 local_influence_mod_requires_unique_monster_presence:1:1,no_tier_5_eldritch_implicit:0 body_armour:250 default:0,,,,
WarcryEffectEldritchImplicitUniquePresence3,,WarcryEffectUniquePresence,item,searing_exarch_implicit,75,2,warcry_buff_effect_+%:29:30 local_influence_mod_requires_unique_monster_presence:1:1,no_tier_4_eldritch_implicit:0 body_armour:250 default:0,,,,
WarcryEffectEldritchImplicitUniquePresence4,,WarcryEffectUniquePresence,item,searing_exarch_implicit,75,2,warcry_buff_effect_+%:31:32 local_influence_mod_requires_unique_monster_presence:1:1,no_tier_3_eldritch_implicit:0 body_armour:250 default:0,,,,
WarcryEffectEldritchImplicitUniquePresence5,,WarcryEffectUniquePresence,item,searing_exarch_implicit,75,2,warcry_buff_effect_+%:33:34 local_influence_mod_requires_unique_monster_presence:1:1,no_tier_2_eldritch_implicit:0 body_armour:250 default:0,,,,
WarcryEffectEldritchImplicitUniquePresence6,,WarcryEffectUniquePresence,item,searing_exarch_implicit,75,2,warcry_buff_effect_+%:35:36 local_influence_mod_requires_unique_monster_presence:1:1,no_tier_1_eldritch_implicit:0 body_armour:250 default:0,,,,
WarcryEffectEldritchImplicitPinnaclePresence1,,WarcryEffectPinnaclePresence,item,searing_exarch_implicit,75,2,warcry_buff_effect_+%:31:32 local_influence_mod_requires_celestial_boss_presence:1:1,no_tier_6_eldritch_implicit:0 body_armour:0 default:0,,,,
WarcryEffectEldritchImplicitPinnaclePresence2,,WarcryEffectPinnaclePresence,item,searing_exarch_implicit,75,2,warcry_buff_effect_+%:33:34 local_influence_mod_requires_celestial_boss_presence:1:1,no_tier_5_eldritch_implicit:0 body_armour:0 default:0,,,,
WarcryEffectEldritchImplicitPinnaclePresence3,,WarcryEffectPinnaclePresence,item,searing_exarch_implicit,75,2,warcry_buff_effect_+%:35:36 local_influence_mod_requires_celestial_boss_presence:1:1,no_tier_4_eldritch_implicit:0 body_armour:100 default:0,,,,
WarcryEffectEldritchImplicitPinnaclePresence4,,WarcryEffectPinnaclePresence,item,searing_exarch_implicit,75,2,warcry_buff_effect_+%:37:38 local_influence_mod_requires_celestial_boss_presence:1:1,no_tier_3_eldritch_implicit:0 body_armour:100 default:0,,,,
WarcryEffectEldritchImplicitPinnaclePresence5,,WarcryEffectPinnaclePresence,item,searing_exarch_implicit,75,2,warcry_buff_effect_+%:39:40 local_influence_mod_requires_celestial_boss_presence:1:1,no_tier_2_eldritch_implicit:0 body_armour:100 default:0,,,,
WarcryEffectEldritchImplicitPinnaclePresence6,,WarcryEffectPinnaclePresence,item,searing_exarch_implicit,75,2,warcry_buff_effect_+%:41:42 local_influence_mod_requires_celestial_boss_presence:1:1,no_tier_1_eldritch_implicit:0 body_armour:100 default:0,,,,
FlaskEffectEldritchImplicit1,,FlaskEffect,item,searing_exarch_implicit,75,1,flask_effect_+%:6:7,no_tier_6_eldritch_implicit:0 body_armour:500 default:0,,,flask,
FlaskEffectEldritchImplicit2,,FlaskEffect,item,searing_exarch_implicit,75,1,flask_effect_+%:8:9,no_tier_5_eldritch_implicit:0 body_armour:500 default:0,,,flask,
FlaskEffectEldritchImplicit3,,FlaskEffect,item,searing_exarch_implicit,75,1,flask_effect_+%:10:11,no_tier_4_eldritch_implicit:0 body_armour:500 default:0,,,flask,
FlaskEffectEldritchImplicit4,,FlaskEffect,item,searing_exarch_implicit,75,1,flask_effect_+%:12:13,no_tier_3_eldritch_implicit:0 body_armour:500 default:0,,,flask,
FlaskEffectEldritchImplicit5,,FlaskEffect,item,searing_exarch_implicit,75,1,flask_effect_+%:14:15,no_tier_2_eldritch_implicit:0 body_armour:500 default:0,,,flask,
FlaskEffectEldritchImplicit6,,FlaskEffect,item,searing_exarch_implicit,75,1,flask_effect_+%:16:17,no_tier_1_eldritch_implicit:0 body_armour:500 default:0,,,flask,
FlaskEffectEldritchImplicitUniquePresence1,,FlaskEffectUniquePresence,item,searing_exarch_implicit,75,2,flask_effect_+%:12:13 local_influence_mod_requires_unique_monster_presence:1:1,no_tier_6_eldritch_implicit:0 body_armour:0 default:0,,,flask,
FlaskEffectEldritchImplicitUniquePresence2,,FlaskEffectUniquePresence,item,searing_exarch_implicit,75,2,flask_effect_+%:14:15 local_influence_mod_requires_unique_monster_presence:1:1,no_tier_5_eldritch_implicit:0 body_armour:250 default:0,,,flask,
FlaskEffectEldritchImplicitUniquePresence3,,FlaskEffectUniquePresence,item,searing_exarch_implicit,75,2,flask_effect_+%:16:17 local_influence_mod_requires_unique_monster_presence:1:1,no_tier_4_eldritch_implicit:0 body_armour:250 default:0,,,flask,
FlaskEffectEldritchImplicitUniquePresence4,,FlaskEffectUniquePresence,item,searing_exarch_implicit,75,2,flask_effect_+%:18:19 local_influence_mod_requires_unique_monster_presence:1:1,no_tier_3_eldritch_implicit:0 body_armour:250 default:0,,,flask,
FlaskEffectEldritchImplicitUniquePresence5,,FlaskEffectUniquePresence,item,searing_exarch_implicit,75,2,flask_effect_+%:20:21 local_influence_mod_requires_unique_monster_presence:1:1,no_tier_2_eldritch_implicit:0 body_armour:250 default:0,,,flask,
FlaskEffectEldritchImplicitUniquePresence6,,FlaskEffectUniquePresence,item,searing_exarch_implicit,75,2,flask_effect_+%:22:23 local_influence_mod_requires_unique_monster_presence:1:1,no_tier_1_eldritch_implicit:0 body_armour:250 default:0,,,flask,
FlaskEffectEldritchImplicitPinnaclePresence1,,FlaskEffectPinnaclePresence,item,searing_exarch_implicit,75,2,flask_effect_+%:18:19 local_influence_mod_requires_celestial_boss_presence:1:1,no_tier_6_eldritch_implicit:0 body_armour:0 default:0,,,flask,
FlaskEffectEldritchImplicitPinnaclePresence2,,FlaskEffectPinnaclePresence,item,searing_exarch_implicit,75,2,flask_effect_+%:20:21 local_influence_mod_requires_celestial_boss_presence:1:1,no_tier_5_eldritch_implicit:0 body_armour:0 default:0,,,flask,
FlaskEffectEldritchImplicitPinnaclePresence3,,FlaskEffectPinnaclePresence,item,searing_exarch_implicit,75,2,flask_effect_+%:22:23 local_influence_mod_requires_celestial_boss_presence:1:1,no_tier_4_eldritch_implicit:0 body_armour:100 default:0,,,flask,
FlaskEffectEldritchImplicitPinnaclePresence4,,FlaskEffectPinnaclePresence,item,searing_exarch_implicit,75,2,flask_effect_+%:24:25 local_influence_mod_requires_celestial_boss_presence:1:1,no_tier_3_eldritch_implicit:0 body_armour:100 default:0,,,flask,
FlaskEffectEldritchImplicitPinnaclePresence5,,FlaskEffectPinnaclePresence,item,searing_exarch_implicit,75,2,flask_effect_+%:26:27 local_influence_mod_requires_celestial_boss_presence:1:1,no_tier_2_eldritch_implicit:0 body_armour:100 default:0,,,flask,
FlaskEffectEldritchImplicitPinnaclePresence6,,FlaskEffectPinnaclePresence,item,searing_exarch_implicit,75,2,flask_effect_+%:28:29 local_influence_mod_requires_celestial_boss_presence:1:1,no_tier_1_eldritch_implicit:0 body_armour:100 default:0,,,flask,
DamageTakenGainedAsLifeEldritchImplicit1,,DamageTakenGainedAsLife,item,searing_exarch_implicit,75,1,damage_taken_goes_to_life_over_4_seconds_%:8:9,no_tier_6_eldritch_implicit:0 body_armour:700 default:0,,,resource life,
DamageTakenGainedAsLifeEldritchImplicit2,,DamageTakenGainedAsLife,item,searing_exarch_implicit,75,1,damage_taken_goes_to_life_over_4_seconds_%:10:11,no_tier_5_eldritch_implicit:0 body_armour:700 default:0,,,resource life,
DamageTakenGainedAsLifeEldritchImplicit3,,DamageTakenGainedAsLife,item,searing_exarch_implicit,75,1,damage_taken_goes_to_life_over_4_seconds_%:12:13,no_tier_4_eldritch_implicit:0 body_armour:700 default:0,,,resource life,
DamageTakenGainedAsLifeEldritchImplicit4,,DamageTakenGainedAsLife,item,searing_exarch_implicit,75,1,damage_taken_goes_to_life_over_4_seconds_%:14:15,no_tier_3_eldritch_implicit:0 body_armour:700 default:0,,,resource life,
