# generated by scripts/census.py from raw/spike-GERWARIC_7694-2026-09-13.db, raw/cpp-userstore-GERWARIC_7694-2026-09-13.db, ../trade-query/data/items-2026-09-12.json
array,name,type,displayMode,value_templates,n_values,items,example
properties,Map Area,105,0,City Square,1,7,"{""name"": ""Map Area"", ""values"": [[""City Square"", 0]], ""displayMode"": 0, ""type"": 105}"
properties,Map Area,105,0,Thicket,1,7,"{""displayMode"": 0, ""name"": ""Map Area"", ""type"": 105, ""values"": [[""Thicket"", 0]]}"
properties,Map Area,105,0,Waste Pool,1,7,"{""displayMode"": 0, ""name"": ""Map Area"", ""type"": 105, ""values"": [[""Waste Pool"", 0]]}"
properties,Replaces one {#} Passive Skill,,3,Mastery,1,7,"{""displayMode"": 3, ""name"": ""Replaces one {0} Passive Skill"", ""values"": [[""Mastery"", 0]]}"
properties,"Spell, AoE, Duration, Physical, Chaos, Orb",,0,,0,7,"{""displayMode"": 0, ""name"": ""Spell, AoE, Duration, Physical, Chaos, Orb"", ""values"": []}"
properties,"Spell, AoE, Fire, Channelling",,0,,0,7,"{""displayMode"": 0, ""name"": ""Spell, AoE, Fire, Channelling"", ""values"": []}"
properties,"Spell, Cold, Attack, Melee, AoE",,0,,0,7,"{""name"": ""Spell, Cold, Attack, Melee, AoE"", ""values"": [], ""displayMode"": 0}"
properties,"Spell, Projectile, AoE, Physical",,0,,0,7,"{""displayMode"": 0, ""name"": ""Spell, Projectile, AoE, Physical"", ""values"": []}"
properties,"Spell, Projectile, Duration, AoE, Cold",,0,,0,7,"{""displayMode"": 0, ""name"": ""Spell, Projectile, Duration, AoE, Cold"", ""values"": []}"
properties,"Support, Mark, Trigger",,0,,0,7,"{""name"": ""Support, Mark, Trigger"", ""values"": [], ""displayMode"": 0}"
properties,This item can be equipped by:\n{#},,3,"Huck, the Soldier\nTibbs, the Giant\nVinderi, the Dismantler",1,7,"{""displayMode"": 3, ""name"": ""This item can be equipped by:\n{0}"", ""values"": [[""Huck, the Soldier\nTibbs, the Giant\nVinde"
properties,"Trap, Critical, Spell, Projectile, Lightning",,0,,0,7,"{""displayMode"": 0, ""name"": ""Trap, Critical, Spell, Projectile, Lightning"", ""values"": []}"
properties,"Attack, Melee, Strike, Lightning, Cold, Fire, Projectile, AoE, Chaining, Prismatic",,0,,0,6,"{""displayMode"": 0, ""name"": ""Attack, Melee, Strike, Lightning, Cold, Fire, Projectile, AoE, Chaining, Prismatic"", ""values"
properties,"Attack, Melee, Strike, Physical",,0,,0,6,"{""displayMode"": 0, ""name"": ""Attack, Melee, Strike, Physical"", ""values"": []}"
properties,"Attack, Projectile, AoE, Bow",,0,,0,6,"{""displayMode"": 0, ""name"": ""Attack, Projectile, AoE, Bow"", ""values"": []}"
properties,"Chaos, Spell, AoE, Duration, Projectile",,0,,0,6,"{""displayMode"": 0, ""name"": ""Chaos, Spell, AoE, Duration, Projectile"", ""values"": []}"
properties,"Critical, Spell, Duration, Link",,0,,0,6,"{""name"": ""Critical, Spell, Duration, Link"", ""values"": [], ""displayMode"": 0}"
properties,"Critical, Support, Trap",,0,,0,6,"{""displayMode"": 0, ""name"": ""Critical, Support, Trap"", ""values"": []}"
properties,"Fire, Melee, Attack, AoE, Movement, Duration, Slam",,0,,0,6,"{""displayMode"": 0, ""name"": ""Fire, Melee, Attack, AoE, Movement, Duration, Slam"", ""values"": []}"
properties,Genus,21,0,Apes,1,6,"{""displayMode"": 0, ""name"": ""Genus"", ""type"": 21, ""values"": [[""Apes"", 0]]}"
properties,"Lightning, Physical, Support",,0,,0,6,"{""name"": ""Lightning, Physical, Support"", ""values"": [], ""displayMode"": 0}"
properties,Map Area,105,0,Reef,1,6,"{""displayMode"": 0, ""name"": ""Map Area"", ""type"": 105, ""values"": [[""Reef"", 0]]}"
properties,Map Area,105,0,Barrows,1,6,"{""displayMode"": 0, ""name"": ""Map Area"", ""type"": 105, ""values"": [[""Barrows"", 0]]}"
properties,"Mine, Spell",,0,,0,6,"{""name"": ""Mine, Spell"", ""values"": [], ""displayMode"": 0}"
properties,Quality (Caster Modifiers),6,0,#%,1,6,"{""displayMode"": 0, ""name"": ""Quality (Caster Modifiers)"", ""type"": 6, ""values"": [[""+182%"", 1]]}"
properties,Requires {#} Socketed Fossil,,3,#,1,6,"{""displayMode"": 3, ""name"": ""Requires {0} Socketed Fossil"", ""values"": [[""1"", 2]]}"
properties,Reward: {#},52,3,Perfidy,1,6,"{""displayMode"": 3, ""name"": ""Reward: {0}"", ""type"": 52, ""values"": [[""Perfidy"", 10]]}"
properties,Ring,109,0,,0,6,"{""displayMode"": 0, ""name"": ""Ring"", ""type"": 109, ""values"": []}"
properties,"Slam, Attack, Melee, AoE, Support",,0,,0,6,"{""displayMode"": 0, ""name"": ""Slam, Attack, Melee, AoE, Support"", ""values"": []}"
properties,"Spell, AoE, Fire, Cold, Lightning, Nova",,0,,0,6,"{""displayMode"": 0, ""name"": ""Spell, AoE, Fire, Cold, Lightning, Nova"", ""values"": []}"
properties,"Spell, AoE, Physical, Duration",,0,,0,6,"{""displayMode"": 0, ""name"": ""Spell, AoE, Physical, Duration"", ""values"": []}"
properties,"Spell, Curse, Mark, AoE, Duration, Fire, Chaos",,0,,0,6,"{""displayMode"": 0, ""name"": ""Spell, Curse, Mark, AoE, Duration, Fire, Chaos"", ""values"": []}"
properties,"Spell, Duration, Minion",,0,,0,6,"{""name"": ""Spell, Duration, Minion"", ""values"": [], ""displayMode"": 0}"
properties,"Spell, Duration, Physical, AoE, Orb",,0,,0,6,"{""displayMode"": 0, ""name"": ""Spell, Duration, Physical, AoE, Orb"", ""values"": []}"
properties,"Spell, Minion, Duration, Physical, Lightning, AoE",,0,,0,6,"{""name"": ""Spell, Minion, Duration, Physical, Lightning, AoE"", ""values"": [], ""displayMode"": 0}"
properties,"Support, Channelling, Spell, Trigger",,0,,0,6,"{""displayMode"": 0, ""name"": ""Support, Channelling, Spell, Trigger"", ""values"": []}"
properties,"Support, Projectile, Spell",,0,,0,6,"{""displayMode"": 0, ""name"": ""Support, Projectile, Spell"", ""values"": []}"
properties,"Support, Totem, Spell, AoE, Fire, Projectile, Trigger",,0,,0,6,"{""name"": ""Support, Totem, Spell, AoE, Fire, Projectile, Trigger"", ""values"": [], ""displayMode"": 0}"
properties,This item can be equipped by:\n{#},,3,"Niles, the Interrogator\nGianna, the Master of Disguise",1,6,"{""displayMode"": 3, ""name"": ""This item can be equipped by:\n{0}"", ""values"": [[""Niles, the Interrogator\nGianna, the Maste"
properties,"Trap, Attack, AoE",,0,,0,6,"{""displayMode"": 0, ""name"": ""Trap, Attack, AoE"", ""values"": []}"
properties,"Warcry, AoE, Duration, Fire, Attack, Melee, Trigger",,0,,0,6,"{""displayMode"": 0, ""name"": ""Warcry, AoE, Duration, Fire, Attack, Melee, Trigger"", ""values"": []}"
properties,[Critical|Critical Hit] Chance,,0,#%,1,6,"{""displayMode"": 0, ""name"": ""[Critical|Critical Hit] Chance"", ""values"": [[""5.00%"", 0]]}"
properties,[Evasion|Evasion Rating],17,0,#,1,6,"{""displayMode"": 0, ""name"": ""[Evasion|Evasion Rating]"", ""type"": 17, ""values"": [[""16"", 1]]}"
properties,Attack Damage,,0,#%,1,5,"{""displayMode"": 0, ""name"": ""Attack Damage"", ""values"": [[""110%"", 0]]}"
properties,"Attack, AoE, Projectile, Bow",,0,,0,5,"{""displayMode"": 0, ""name"": ""Attack, AoE, Projectile, Bow"", ""values"": []}"
properties,"Attack, Melee, Strike, AoE, Duration, Chaos",,0,,0,5,"{""displayMode"": 0, ""name"": ""Attack, Melee, Strike, AoE, Duration, Chaos"", ""values"": []}"
properties,"Attack, Projectile, AoE, Melee, Strike, Fire",,0,,0,5,"{""displayMode"": 0, ""name"": ""Attack, Projectile, AoE, Melee, Strike, Fire"", ""values"": []}"
properties,"Attack, Projectile, Channelling, Chaos, Bow",,0,,0,5,"{""displayMode"": 0, ""name"": ""Attack, Projectile, Channelling, Chaos, Bow"", ""values"": []}"
properties,"Attack, Projectile, Duration, AoE",,0,,0,5,"{""displayMode"": 0, ""name"": ""Attack, Projectile, Duration, AoE"", ""values"": []}"
properties,Belt,109,0,,0,5,"{""displayMode"": 0, ""name"": ""Belt"", ""type"": 109, ""values"": []}"
properties,Body Armour,109,0,,0,5,"{""displayMode"": 0, ""name"": ""Body Armour"", ""type"": 109, ""values"": []}"
properties,Boots,109,0,,0,5,"{""displayMode"": 0, ""name"": ""Boots"", ""type"": 109, ""values"": []}"
properties,"Brand, Spell",,0,,0,5,"{""displayMode"": 0, ""name"": ""Brand, Spell"", ""values"": []}"
properties,Client,,0,Kurai,1,5,"{""displayMode"": 0, ""name"": ""Client"", ""values"": [[""Kurai"", 0]]}"
properties,"Cold, Fire, Support",,0,,0,5,"{""displayMode"": 0, ""name"": ""Cold, Fire, Support"", ""values"": []}"
properties,"Critical, Attack, Melee, Strike",,0,,0,5,"{""displayMode"": 0, ""name"": ""Critical, Attack, Melee, Strike"", ""values"": []}"
properties,Genus,21,0,Wolves,1,5,"{""displayMode"": 0, ""name"": ""Genus"", ""type"": 21, ""values"": [[""Wolves"", 0]]}"
properties,Genus,21,0,Gem Frogs,1,5,"{""displayMode"": 0, ""name"": ""Genus"", ""type"": 21, ""values"": [[""Gem Frogs"", 0]]}"
properties,Group,22,0,Unnaturals,1,5,"{""displayMode"": 0, ""name"": ""Group"", ""type"": 22, ""values"": [[""Unnaturals"", 0]]}"
properties,Group,22,0,Arachnids,1,5,"{""displayMode"": 0, ""name"": ""Group"", ""type"": 22, ""values"": [[""Arachnids"", 0]]}"
properties,Heist Target: {#},47,3,Defeat the Vox Twins,1,5,"{""displayMode"": 3, ""name"": ""Heist Target: {0}"", ""type"": 47, ""values"": [[""Defeat the Vox Twins"", 0]]}"
properties,"Lightning, Attack, Projectile, AoE, Bow",,0,,0,5,"{""displayMode"": 0, ""name"": ""Lightning, Attack, Projectile, AoE, Bow"", ""values"": []}"
properties,Map Area,105,0,Siege,1,5,"{""name"": ""Map Area"", ""values"": [[""Siege"", 0]], ""displayMode"": 0, ""type"": 105}"
properties,Map Area,105,0,Defiled Cathedral,1,5,"{""displayMode"": 0, ""name"": ""Map Area"", ""type"": 105, ""values"": [[""Defiled Cathedral"", 0]]}"
properties,Map Area,105,0,Racecourse,1,5,"{""displayMode"": 0, ""name"": ""Map Area"", ""type"": 105, ""values"": [[""Racecourse"", 0]]}"
properties,"Minion, Spell, AoE, Chaining, Chaos, Nova",,0,,0,5,"{""displayMode"": 0, ""name"": ""Minion, Spell, AoE, Chaining, Chaos, Nova"", ""values"": []}"
properties,Monster Level,34,0,#,1,5,"{""displayMode"": 0, ""name"": ""Monster Level"", ""type"": 34, ""values"": [[""83"", 0]]}"
properties,"Movement, Spell, AoE, Fire, Travel, Minion",,0,,0,5,"{""displayMode"": 0, ""name"": ""Movement, Spell, AoE, Fire, Travel, Minion"", ""values"": []}"
properties,Requires Sacrifice: {#} {#},51,3,The Primordial|x#,2,5,"{""displayMode"": 3, ""name"": ""Requires Sacrifice: {0} {1}"", ""type"": 51, ""values"": [[""The Primordial"", 20], [""x3"", 19]]}"
properties,Requires Sacrifice: {#} {#},51,3,Orb of Regret|x#,2,5,"{""displayMode"": 3, ""name"": ""Requires Sacrifice: {0} {1}"", ""type"": 51, ""values"": [[""Orb of Regret"", 18], [""x20"", 0]]}"
properties,Requires {#},,3,"Kurai, the Administrator",1,5,"{""displayMode"": 3, ""name"": ""Requires {0}"", ""values"": [[""Kurai, the Administrator"", 0]]}"
properties,"Spell, AoE, Cold, Duration, Brand",,0,,0,5,"{""displayMode"": 0, ""name"": ""Spell, AoE, Cold, Duration, Brand"", ""values"": []}"
properties,"Spell, AoE, Cold, Physical",,0,,0,5,"{""displayMode"": 0, ""name"": ""Spell, AoE, Cold, Physical"", ""values"": []}"
properties,"Spell, AoE, Duration, Cold, Orb, Lightning, Physical",,0,,0,5,"{""displayMode"": 0, ""name"": ""Spell, AoE, Duration, Cold, Orb, Lightning, Physical"", ""values"": []}"
properties,"Spell, AoE, Duration, Lightning",,0,,0,5,"{""displayMode"": 0, ""name"": ""Spell, AoE, Duration, Lightning"", ""values"": []}"
properties,"Support, Aura, Blessing, Minion",,0,,0,5,"{""displayMode"": 0, ""name"": ""Support, Aura, Blessing, Minion"", ""values"": []}"
properties,"Support, Melee, Attack",,0,,0,5,"{""name"": ""Support, Melee, Attack"", ""values"": [], ""displayMode"": 0}"
properties,"Support, Melee, Attack, AoE",,0,,0,5,"{""displayMode"": 0, ""name"": ""Support, Melee, Attack, AoE"", ""values"": []}"
properties,"Support, Melee, Attack, Duration",,0,,0,5,"{""displayMode"": 0, ""name"": ""Support, Melee, Attack, Duration"", ""values"": []}"
properties,"Warcry, Trigger, Spell",,0,,0,5,"{""displayMode"": 0, ""name"": ""Warcry, Trigger, Spell"", ""values"": []}"
properties,"Attack, AoE, Melee, Strike, Fire, Duration",,0,,0,4,"{""displayMode"": 0, ""name"": ""Attack, AoE, Melee, Strike, Fire, Duration"", ""values"": []}"
properties,"Attack, Melee, Strike, Fire, Cold, Lightning, AoE, Prismatic",,0,,0,4,"{""displayMode"": 0, ""name"": ""Attack, Melee, Strike, Fire, Cold, Lightning, AoE, Prismatic"", ""values"": []}"
properties,"Attack, Minion, Duration, Movement, Travel, Prismatic, Bow",,0,,0,4,"{""displayMode"": 0, ""name"": ""Attack, Minion, Duration, Movement, Travel, Prismatic, Bow"", ""values"": []}"
properties,"Attack, Projectile, AoE, Cold, Bow",,0,,0,4,"{""displayMode"": 0, ""name"": ""Attack, Projectile, AoE, Cold, Bow"", ""values"": []}"
properties,"Attack, Projectile, Chaos",,0,,0,4,"{""displayMode"": 0, ""name"": ""Attack, Projectile, Chaos"", ""values"": []}"
properties,"Chaos, Spell, Projectile",,0,,0,4,"{""name"": ""Chaos, Spell, Projectile"", ""values"": [], ""displayMode"": 0}"
properties,Cost,,0,#% Mana,1,4,"{""displayMode"": 0, ""name"": ""Cost"", ""values"": [[""5% Mana"", 0]]}"
properties,"Exceptional, Channelling, Spell, Pact, Lightning, AoE, Trigger",,0,,0,4,"{""name"": ""Exceptional, Channelling, Spell, Pact, Lightning, AoE, Trigger"", ""values"": [], ""displayMode"": 0}"
properties,"Fire, Attack, AoE, Melee, Slam",,0,,0,4,"{""displayMode"": 0, ""name"": ""Fire, Attack, AoE, Melee, Slam"", ""values"": []}"
properties,Genus,21,0,Lynxes,1,4,"{""displayMode"": 0, ""name"": ""Genus"", ""type"": 21, ""values"": [[""Lynxes"", 0]]}"
properties,Genus,21,0,Ape Chieftains,1,4,"{""displayMode"": 0, ""name"": ""Genus"", ""type"": 21, ""values"": [[""Ape Chieftains"", 0]]}"
properties,Genus,21,0,Goliaths,1,4,"{""displayMode"": 0, ""name"": ""Genus"", ""type"": 21, ""values"": [[""Goliaths"", 0]]}"
properties,Genus,21,0,Watchers,1,4,"{""displayMode"": 0, ""name"": ""Genus"", ""type"": 21, ""values"": [[""Watchers"", 0]]}"
properties,Gloves,109,0,,0,4,"{""displayMode"": 0, ""name"": ""Gloves"", ""type"": 109, ""values"": []}"
properties,Helmet,109,0,,0,4,"{""displayMode"": 0, ""name"": ""Helmet"", ""type"": 109, ""values"": []}"
properties,"Lightning, Support, Duration",,0,,0,4,"{""displayMode"": 0, ""name"": ""Lightning, Support, Duration"", ""values"": []}"
properties,Map Area,105,0,Silo,1,4,"{""name"": ""Map Area"", ""values"": [[""Silo"", 0]], ""displayMode"": 0, ""type"": 105}"
properties,Map Area,105,0,Ramparts,1,4,"{""name"": ""Map Area"", ""values"": [[""Ramparts"", 0]], ""displayMode"": 0, ""type"": 105}"
properties,Map Area,105,0,Cemetery,1,4,"{""name"": ""Map Area"", ""values"": [[""Cemetery"", 0]], ""displayMode"": 0, ""type"": 105}"
properties,Map Area,105,0,Jungle Valley,1,4,"{""displayMode"": 0, ""name"": ""Map Area"", ""type"": 105, ""values"": [[""Jungle Valley"", 0]]}"
properties,Map Area,105,0,Mesa,1,4,"{""displayMode"": 0, ""name"": ""Map Area"", ""type"": 105, ""values"": [[""Mesa"", 0]]}"
properties,Map Area,105,0,Leyline,1,4,"{""displayMode"": 0, ""name"": ""Map Area"", ""type"": 105, ""values"": [[""Leyline"", 0]]}"
properties,Map Area,105,0,Strand,1,4,"{""displayMode"": 0, ""name"": ""Map Area"", ""type"": 105, ""values"": [[""Strand"", 0]]}"
properties,Monsters,107,0,#,1,4,"{""displayMode"": 0, ""name"": ""Monsters"", ""type"": 107, ""values"": [[""89"", 0]]}"
properties,"Movement, AoE, Channelling, Attack, Melee, Lightning",,0,,0,4,"{""displayMode"": 0, ""name"": ""Movement, AoE, Channelling, Attack, Melee, Lightning"", ""values"": []}"
properties,"Projectile, Support, Totem",,0,,0,4,"{""displayMode"": 0, ""name"": ""Projectile, Support, Totem"", ""values"": []}"
properties,Quality (Attack Modifiers),6,0,#%,1,4,"{""displayMode"": 0, ""name"": ""Quality (Attack Modifiers)"", ""type"": 6, ""values"": [[""+154%"", 1]]}"
properties,Quality (Defence Modifiers),6,0,#%,1,4,"{""displayMode"": 0, ""name"": ""Quality (Defence Modifiers)"", ""type"": 6, ""values"": [[""+20%"", 1]]}"
properties,Requires Sacrifice: {#},51,3,Belt of the Deceiver,1,4,"{""displayMode"": 3, ""name"": ""Requires Sacrifice: {0}"", ""type"": 51, ""values"": [[""Belt of the Deceiver"", 10]]}"
properties,Requires Sacrifice: {#},51,3,Poorjoy's Asylum,1,4,"{""displayMode"": 3, ""name"": ""Requires Sacrifice: {0}"", ""type"": 51, ""values"": [[""Poorjoy's Asylum"", 10]]}"
properties,Requires Sacrifice: {#},51,3,Dreamfeather,1,4,"{""displayMode"": 3, ""name"": ""Requires Sacrifice: {0}"", ""type"": 51, ""values"": [[""Dreamfeather"", 10]]}"
properties,Requires Sacrifice: {#} {#},51,3,Regal Orb|x#,2,4,"{""displayMode"": 3, ""name"": ""Requires Sacrifice: {0} {1}"", ""type"": 51, ""values"": [[""Regal Orb"", 18], [""x10"", 0]]}"
properties,Requires Sacrifice: {#} {#},51,3,The Undaunted|x#,2,4,"{""displayMode"": 3, ""name"": ""Requires Sacrifice: {0} {1}"", ""type"": 51, ""values"": [[""The Undaunted"", 20], [""x3"", 19]]}"
properties,Requires Sacrifice: {#} {#},51,3,The Encroaching Darkness|x#,2,4,"{""displayMode"": 3, ""name"": ""Requires Sacrifice: {0} {1}"", ""type"": 51, ""values"": [[""The Encroaching Darkness"", 20], [""x4"""
properties,Requires Sacrifice: {#} {#},51,3,Forbidden Power|x#,2,4,"{""displayMode"": 3, ""name"": ""Requires Sacrifice: {0} {1}"", ""type"": 51, ""values"": [[""Forbidden Power"", 20], [""x2"", 19]]}"
properties,Requires Sacrifice: {#} {#},51,3,The Pack Leader|x#,2,4,"{""displayMode"": 3, ""name"": ""Requires Sacrifice: {0} {1}"", ""type"": 51, ""values"": [[""The Pack Leader"", 20], [""x3"", 19]]}"
properties,Reservation,104,0,# [Spirit],1,4,"{""displayMode"": 0, ""name"": ""Reservation"", ""type"": 104, ""values"": [[""44 [Spirit]"", 0]]}"
properties,Reward: {#},52,3,Inpulsa's Broken Heart,1,4,"{""displayMode"": 3, ""name"": ""Reward: {0}"", ""type"": 52, ""values"": [[""Inpulsa's Broken Heart"", 10]]}"
properties,Reward: {#},52,3,Hand of Heresy,1,4,"{""displayMode"": 3, ""name"": ""Reward: {0}"", ""type"": 52, ""values"": [[""Hand of Heresy"", 10]]}"
properties,Reward: {#},52,3,The Supreme Truth,1,4,"{""displayMode"": 3, ""name"": ""Reward: {0}"", ""type"": 52, ""values"": [[""The Supreme Truth"", 10]]}"
properties,"Spell, AoE, Channelling, Lightning, Duration, Arcane",,0,,0,4,"{""displayMode"": 0, ""name"": ""Spell, AoE, Channelling, Lightning, Duration, Arcane"", ""values"": []}"
properties,"Spell, AoE, Chaos, Lightning, Nova, Duration",,0,,0,4,"{""displayMode"": 0, ""name"": ""Spell, AoE, Chaos, Lightning, Nova, Duration"", ""values"": []}"
properties,"Spell, AoE, Lightning, Arcane",,0,,0,4,"{""displayMode"": 0, ""name"": ""Spell, AoE, Lightning, Arcane"", ""values"": []}"
properties,"Spell, AoE, Lightning, Channelling",,0,,0,4,"{""displayMode"": 0, ""name"": ""Spell, AoE, Lightning, Channelling"", ""values"": []}"
properties,"Spell, AoE, Lightning, Physical, Retaliation",,0,,0,4,"{""displayMode"": 0, ""name"": ""Spell, AoE, Lightning, Physical, Retaliation"", ""values"": []}"
properties,This item can be equipped by:\n{#},,3,"Huck, the Soldier\nTibbs, the Giant",1,4,"{""displayMode"": 3, ""name"": ""This item can be equipped by:\n{0}"", ""values"": [[""Huck, the Soldier\nTibbs, the Giant"", 0]]}"
properties,This item can be equipped by:\n{#},,3,"Vinderi, the Dismantler",1,4,"{""displayMode"": 3, ""name"": ""This item can be equipped by:\n{0}"", ""values"": [[""Vinderi, the Dismantler"", 0]]}"
properties,"Trap, Attack, Projectile",,0,,0,4,"{""displayMode"": 0, ""name"": ""Trap, Attack, Projectile"", ""values"": []}"
properties,"Trigger, Spell, Duration, Link",,0,,0,4,"{""displayMode"": 0, ""name"": ""Trigger, Spell, Duration, Link"", ""values"": []}"
properties,[SupportGemCategory|Category],,0,Increased Area of Effect,1,4,"{""displayMode"": 0, ""name"": ""[SupportGemCategory|Category]"", ""values"": [[""Increased Area of Effect"", 0]]}"
properties,"[SupportGem|Support], [AoESkill|AoE]",,0,,0,4,"{""displayMode"": 0, ""name"": ""[SupportGem|Support], [AoESkill|AoE]"", ""values"": []}"
properties,,,4,,0,3,"{""name"": """", ""values"": [], ""displayMode"": 4}"
properties,Amulet,109,0,,0,3,"{""displayMode"": 0, ""name"": ""Amulet"", ""type"": 109, ""values"": []}"
properties,"Attack, AoE, Fire, Cold, Lightning, Projectile",,0,,0,3,"{""displayMode"": 0, ""name"": ""Attack, AoE, Fire, Cold, Lightning, Projectile"", ""values"": []}"
properties,"Attack, AoE, Melee, Lightning",,0,,0,3,"{""displayMode"": 0, ""name"": ""Attack, AoE, Melee, Lightning"", ""values"": []}"
properties,"Attack, Projectile, Chaos, Duration",,0,,0,3,"{""displayMode"": 0, ""name"": ""Attack, Projectile, Chaos, Duration"", ""values"": []}"
properties,"Attack, Support, Trigger, Duration, Spell",,0,,0,3,"{""displayMode"": 0, ""name"": ""Attack, Support, Trigger, Duration, Spell"", ""values"": []}"
properties,"Brand, Support",,0,,0,3,"{""displayMode"": 0, ""name"": ""Brand, Support"", ""values"": []}"
properties,Charm,109,0,,0,3,"{""displayMode"": 0, ""name"": ""Charm"", ""type"": 109, ""values"": []}"
properties,Charm Slots,,0,#,1,3,"{""displayMode"": 0, ""name"": ""Charm Slots"", ""values"": [[""1"", 0]]}"
properties,"Critical, Spell, AoE, Physical",,0,,0,3,"{""displayMode"": 0, ""name"": ""Critical, Spell, AoE, Physical"", ""values"": []}"
properties,"Critical, Support, Minion",,0,,0,3,"{""displayMode"": 0, ""name"": ""Critical, Support, Minion"", ""values"": []}"
properties,"Fire, AoE, Support, Minion",,0,,0,3,"{""displayMode"": 0, ""name"": ""Fire, AoE, Support, Minion"", ""values"": []}"
properties,"Fire, Attack, AoE, Projectile, Bow",,0,,0,3,"{""displayMode"": 0, ""name"": ""Fire, Attack, AoE, Projectile, Bow"", ""values"": []}"
properties,Genus,21,0,Leapers,1,3,"{""displayMode"": 0, ""name"": ""Genus"", ""type"": 21, ""values"": [[""Leapers"", 0]]}"
properties,Genus,21,0,Crabs,1,3,"{""displayMode"": 0, ""name"": ""Genus"", ""type"": 21, ""values"": [[""Crabs"", 0]]}"
properties,Genus,21,0,Scorpions,1,3,"{""displayMode"": 0, ""name"": ""Genus"", ""type"": 21, ""values"": [[""Scorpions"", 0]]}"
properties,Group,22,0,Reptiles,1,3,"{""displayMode"": 0, ""name"": ""Group"", ""type"": 22, ""values"": [[""Reptiles"", 0]]}"
properties,Group,22,0,Insects,1,3,"{""displayMode"": 0, ""name"": ""Group"", ""type"": 22, ""values"": [[""Insects"", 0]]}"
properties,Map Area,105,0,Lava Lake,1,3,"{""name"": ""Map Area"", ""values"": [[""Lava Lake"", 0]], ""displayMode"": 0, ""type"": 105}"
properties,Map Area,105,0,Toxic Sewer,1,3,"{""name"": ""Map Area"", ""values"": [[""Toxic Sewer"", 0]], ""displayMode"": 0, ""type"": 105}"
properties,Map Area,105,0,Beach,1,3,"{""name"": ""Map Area"", ""values"": [[""Beach"", 0]], ""displayMode"": 0, ""type"": 105}"
properties,Map Area,105,0,Bramble Valley,1,3,"{""displayMode"": 0, ""name"": ""Map Area"", ""type"": 105, ""values"": [[""Bramble Valley"", 0]]}"
properties,Map Area,105,0,Channel,1,3,"{""displayMode"": 0, ""name"": ""Map Area"", ""type"": 105, ""values"": [[""Channel"", 0]]}"
properties,Map Area,105,0,Temple,1,3,"{""displayMode"": 0, ""name"": ""Map Area"", ""type"": 105, ""values"": [[""Temple"", 0]]}"
properties,"Melee, Attack, Projectile, AoE, Slam, Fire",,0,,0,3,"{""displayMode"": 0, ""name"": ""Melee, Attack, Projectile, AoE, Slam, Fire"", ""values"": []}"
properties,"Projectile, Attack, Support",,0,,0,3,"{""displayMode"": 0, ""name"": ""Projectile, Attack, Support"", ""values"": []}"
properties,Quality (Prefix Modifiers),6,0,#%,1,3,"{""displayMode"": 0, ""name"": ""Quality (Prefix Modifiers)"", ""type"": 6, ""values"": [[""+20%"", 1]]}"
properties,Requires Sacrifice: {#},51,3,Jorrhast's Blacksteel,1,3,"{""displayMode"": 3, ""name"": ""Requires Sacrifice: {0}"", ""type"": 51, ""values"": [[""Jorrhast's Blacksteel"", 10]]}"
properties,Requires Sacrifice: {#},51,3,"Caer Blaidd, Wolfpack's Den",1,3,"{""displayMode"": 3, ""name"": ""Requires Sacrifice: {0}"", ""type"": 51, ""values"": [[""Caer Blaidd, Wolfpack's Den"", 10]]}"
properties,Requires Sacrifice: {#},51,3,Alpha's Howl,1,3,"{""displayMode"": 3, ""name"": ""Requires Sacrifice: {0}"", ""type"": 51, ""values"": [[""Alpha's Howl"", 10]]}"
properties,Requires Sacrifice: {#},51,3,Veil of the Night,1,3,"{""displayMode"": 3, ""name"": ""Requires Sacrifice: {0}"", ""type"": 51, ""values"": [[""Veil of the Night"", 10]]}"
properties,Requires Sacrifice: {#} {#},51,3,The Fox in the Brambles|x#,2,3,"{""displayMode"": 3, ""name"": ""Requires Sacrifice: {0} {1}"", ""type"": 51, ""values"": [[""The Fox in the Brambles"", 20], [""x4"","
properties,Requires Sacrifice: {#} {#},51,3,Checkmate|x#,2,3,"{""displayMode"": 3, ""name"": ""Requires Sacrifice: {0} {1}"", ""type"": 51, ""values"": [[""Checkmate"", 20], [""x4"", 19]]}"
properties,Requires Sacrifice: {#} {#},51,3,Arrogance of the Vaal|x#,2,3,"{""displayMode"": 3, ""name"": ""Requires Sacrifice: {0} {1}"", ""type"": 51, ""values"": [[""Arrogance of the Vaal"", 20], [""x4"", 1"
properties,Requires Sacrifice: {#} {#},51,3,Light and Truth|x#,2,3,"{""displayMode"": 3, ""name"": ""Requires Sacrifice: {0} {1}"", ""type"": 51, ""values"": [[""Light and Truth"", 20], [""x1"", 19]]}"
properties,Requires Sacrifice: {#} {#},51,3,The Last One Standing|x#,2,3,"{""displayMode"": 3, ""name"": ""Requires Sacrifice: {0} {1}"", ""type"": 51, ""values"": [[""The Last One Standing"", 20], [""x5"", 1"
properties,Requires Sacrifice: {#} {#},51,3,Prejudice|x#,2,3,"{""displayMode"": 3, ""name"": ""Requires Sacrifice: {0} {1}"", ""type"": 51, ""values"": [[""Prejudice"", 20], [""x4"", 19]]}"
