# generated by scripts/census.py from raw/spike-GERWARIC_7694-2026-09-13.db, raw/cpp-userstore-GERWARIC_7694-2026-09-13.db, ../trade-query/data/items-2026-09-12.json
frameTypeId,icon_dir,trade_category_by_baseType,items,example
Unique,Amulets/DoedresTongue,accessory,2,Doedre's Tongue / Lapis Amulet
Unique,Amulets/ElderChaos,accessory,2,Impresence / Onyx Amulet
Unique,Amulets/EyeOfInnocence,accessory,2,Eye of Innocence / Citrine Amulet
Unique,Amulets/GlacierCacoonUpgrade,accessory,2,Foulborn The Pandemonius / Jade Amulet
Unique,Amulets/ShapersPresence,accessory,2,Solstice Vigil / Onyx Amulet
Unique,Amulets/WhispersofInfinity,accessory,2,Whispers of Infinity / Seaglass Amulet
Unique,Belts/AltChargeInt,accessory,2,Graven's Secret / Cloth Belt
Unique,Belts/Auxium,accessory,2,Auxium / Crystal Belt
Unique,Belts/HinekoraBelt,accessory,2,Bound Fate / Cloth Belt
Unique,Belts/KaomBelt,accessory,2,Kaom's Binding / Heavy Belt
Unique,Belts/LinkmastersCoil,accessory,2,Ceinture of Benevolence / Cloth Belt
Unique,Belts/MothersEmbrace,accessory,2,Mother's Embrace / Heavy Belt
Unique,Belts/NevaliusBelt,accessory,2,Nevalius Inheritance / Cloth Belt
Unique,Belts/Turncoatsfortune,accessory,2,Ascent From Flesh / Chain Belt
Unique,Belts/UmbilicusImmortalis,accessory,2,Umbilicus Immortalis / Leather Belt
Unique,Belts/UnhealthyBurden,accessory,2,Chain of Endurance / Chain Belt
Unique,Flasks/BottledPurity,flask,2,Bottled Faith / Sulphur Flask
Unique,Flasks/SoulCatcher,flask,2,Soul Catcher / Quartz Flask
Unique,Flasks/UberMavenFlask,flask,2,Progenesis / Amethyst Flask
Unique,Flasks/UniqueAshbark,tincture,2,Wildfire Phloem / Ashbark Tincture
Unique,Jewels/AfflictionJewel,jewel,2,The Light of Meaning / Prismatic Jewel
Unique,Jewels/BlueCorrupt4,jewel,2,Fevered Mind / Cobalt Jewel
Unique,Jewels/BlueCorrupt6,jewel,2,Powerlessness / Cobalt Jewel
Unique,Jewels/BlueJewel1,jewel,2,Unstable Payload / Cobalt Jewel
Unique,Jewels/BlueJewel5,jewel,2,Anatomical Knowledge / Cobalt Jewel
Unique,Jewels/CallofSteelArea,jewel,2,Lord of Steel / Viridian Jewel
Unique,Jewels/CallofSteelDmg,jewel,2,Lord of Steel / Viridian Jewel
Unique,Jewels/CallofSteelFreq,jewel,2,Lord of Steel / Viridian Jewel
Unique,Jewels/DiscipleOfKitavaJewel,jewel,2,Kitava's Teachings / Small Cluster Jewel
Unique,Jewels/DoubleDamageModifier,jewel,2,Weight of the Empire / Crimson Jewel
Unique,Jewels/ElementalHitLightening,jewel,2,Combat Focus / Viridian Jewel
Unique,Jewels/EntangledElementsJewel,jewel,2,Melding of the Flesh / Cobalt Jewel
Unique,Jewels/FireballModifier,jewel,2,Rolling Flames / Cobalt Jewel
Unique,Jewels/GolemChaos,jewel,2,The Anima Stone / Prismatic Jewel
Unique,Jewels/HighQuestRewardGreen,jewel,2,Conqueror's Longevity / Viridian Jewel
Unique,Jewels/PotencyOfTheUnremarkable,jewel,2,Might of the Meek / Crimson Jewel
Unique,Jewels/PristineConditioning,jewel,2,Ancestral Vision / Viridian Jewel
Unique,Jewels/RecklessDefense,jewel,2,Replica Reckless Defence / Cobalt Jewel
Unique,Jewels/RedCorrupt5,jewel,2,Blood Sacrifice / Crimson Jewel
Unique,Jewels/SoulsWick,jewel,2,Soul's Wick / Cobalt Jewel
Unique,Jewels/TemperedBlue,jewel,2,Tempered Mind / Cobalt Jewel
Unique,Jewels/TheBlueDream,jewel,2,Foulborn The Blue Dream / Cobalt Jewel
Unique,Jewels/TheGreenDreamUpgrade,jewel,2,The Green Nightmare / Viridian Jewel
Unique,Jewels/TranscendentBlue,jewel,2,Transcendent Mind / Cobalt Jewel
Unique,Jewels/UnnaturalInstinct,jewel,2,Unnatural Instinct / Viridian Jewel
Unique,Jewels/VigilanteModifier,jewel,2,The Vigil / Crimson Jewel
Unique,Jewels/unique10,jewel,2,Quickening Covenant / Viridian Jewel
Unique,Jewels/unique16,jewel,2,Mantra of Flames / Crimson Jewel
Unique,Jewels/unique5,jewel,2,Martial Artistry / Crimson Jewel
Unique,Maps/SynthesisLightningGuardianMap,-,2,Twisted Distant Memory / Map (Tier 16)
Unique,Quivers/EldarQuiver,armour,2,Voidfletcher / Primal Arrow Quiver
Unique,Relics/RelicUnique1x4,sanctum,2, / Candlestick Relic
Unique,Relics/RelicUnique2x1,sanctum,2,The Night Lamp / Urn Relic
Unique,Rings/CursedEye,accessory,2,Rotblood Promise / Unset Ring
Unique,Rings/EnmitysEmbrace,accessory,2,Enmity's Embrace / Vermillion Ring
Unique,Rings/Mutewind,accessory,2,Mutewind Seal / Unset Ring
Unique,Rings/Redblade,accessory,2,Redblade Band / Unset Ring
Unique,Rings/RitualPhantasmRing,accessory,2,The Hateful Accuser / Nameless Ring
Unique,Rings/Serpentseed,accessory,2,Snakepit / Sapphire Ring
Unique,Rings/ShieldBand,accessory,2,Prospero's Protection / Iron Ring
Unique,Rings/StormFire,accessory,2,Stormfire / Opal Ring
Unique,Rings/TheHungryLoop,accessory,2,The Hungry Loop / Unset Ring
Unique,Rings/TheTaming,accessory,2,The Taming / Prismatic Ring
Unique,Rings/UniqueCurseRing,accessory,2,Anathema / Moonstone Ring
Unique,Rings/WrithingLoop,accessory,2,Squirming Terror / Unset Ring
Unique,Amulets/BiscosCollar,accessory,1,Bisco's Collar / Gold Amulet
Unique,Amulets/DirgeOfVictory,accessory,1,Star of Wraeclast / Ruby Amulet
Unique,Amulets/ElderCold,accessory,1,Impresence / Onyx Amulet
Unique,Amulets/ElderFire,accessory,1,Impresence / Onyx Amulet
Unique,Amulets/HinekoraAmulet,accessory,1,Defiance of Destiny / Paua Amulet
Unique,Amulets/KuraisMastery,accessory,1,Leadership's Price / Onyx Amulet
Unique,Amulets/PinnacleFragmentEater,currency,1,Curio of Consumption / Primordial Fragment
Unique,Amulets/PinnacleFragmentExarch,currency,1,Curio of Absorption / Primordial Fragment
Unique,Amulets/RigwaldsTalisman,accessory,1,Eyes of the Greatwolf / Greatwolf Talisman
Unique,Amulets/SabertoothsPendant,accessory,1,The Felbog Fang / Citrine Amulet
Unique,Amulets/Sacrificial_Heart,accessory,1,Sacrificial Heart / Paua Amulet
Unique,Amulets/ShadowRay,accessory,1,Gloomfang / Blue Pearl Amulet
Unique,Amulets/TaintedPact,accessory,1,Tainted Pact / Coral Amulet
Unique,Amulets/TalismanUnique2,accessory,1,Natural Hierarchy / Rotfeather Talisman
Unique,Amulets/Tavukai,accessory,1,Tavukai / Coral Amulet
Unique,Amulets/Uniques,accessory,1,Surefooted Sigil / Jade Amulet
Unique,Amulets/VenariusAstrolabe,accessory,1,Venarius' Astrolabe / Astrolabe Amulet
Unique,Amulets/VoiceOfTheStorm,accessory,1,Voice of the Storm / Lapis Amulet
Unique,Amulets/VoiceOfTheStormUpgrade,accessory,1,Foulborn Choir of the Storm / Lapis Amulet
Unique,Belts/AltChargeDex,accessory,1,Olesya's Delight / Cloth Belt
Unique,Belts/Betrayal_Unique_Transport_Belt,accessory,1,Hyperboreus / Leather Belt
Unique,Belts/HarbingerBeltUpgraded,accessory,1,The Torrent's Reclamation / Cloth Belt
Unique,Belts/ImbalancedCord,accessory,1,Survivor's Guilt / Heavy Belt
Unique,Belts/KalguuranWardBelt,accessory,1,Ynda's Stand / Studded Belt
Unique,Belts/TheRetch,accessory,1,The Retch / Rustic Sash
Unique,Belts/UberShaperBelt,accessory,1,The Tides of Time / Vanguard Belt
Unique,Flasks/AdaptationFlask03,flask,1,Vorana's Preparation / Iron Flask
Unique,Flasks/UniqueIronwood,tincture,1,Mightblood Ire / Ironwood Tincture
Unique,Jewels/BlueCorrupt2,jewel,1,Mutated Growth / Cobalt Jewel
Unique,Jewels/BoundByDestiny,jewel,1,Bound By Destiny / Prismatic Jewel
Unique,Jewels/DischargeThresholdJewel,jewel,1,Endless Misery / Cobalt Jewel
Unique,Jewels/DragonStyleJewel,jewel,1,One With Nothing / Small Cluster Jewel
Unique,Jewels/ElementalHitCold,jewel,1,Combat Focus / Crimson Jewel
Unique,Jewels/GlacialHammerModifier,jewel,1,Shattered Chains / Crimson Jewel
Unique,Jewels/GlacialHammerThreshold,jewel,1,Winter Burial / Crimson Jewel
Unique,Jewels/GreenCorrupt1,jewel,1,Sacrificial Harvest / Viridian Jewel
Unique,Jewels/GreenJewel1,jewel,1,Cheap Construction / Viridian Jewel
Unique,Jewels/GreenJewel7,jewel,1,Static Electricity / Viridian Jewel
Unique,Jewels/InspiringCryModifier,jewel,1,Spirited Response / Cobalt Jewel
Unique,Jewels/KineticismJewel,jewel,1,The Siege / Small Cluster Jewel
Unique,Jewels/MagmaOrbThreshold,jewel,1,Inevitability / Cobalt Jewel
Unique,Jewels/MidQuestRewardRed,jewel,1,Warlord's Reach / Crimson Jewel
Unique,Jewels/MindborePearl,jewel,1,Impossible Escape / Viridian Jewel
Unique,Jewels/NaturesPatienceJewel,jewel,1,Natural Affinity / Small Cluster Jewel
Unique,Jewels/RedCorrupt6,jewel,1,Fragility / Crimson Jewel
Unique,Jewels/RedJewel6,jewel,1,Fireborn / Crimson Jewel
Unique,Jewels/RedKarui2,jewel,1,Spire of Stone / Crimson Jewel
Unique,Jewels/ReservedBloodJewel,jewel,1,Dissolution of the Flesh / Crimson Jewel
Unique,Jewels/STRtoINT,jewel,1,Brute Force Solution / Cobalt Jewel
Unique,Jewels/SpectralThrowModifier,jewel,1,Steel Spirit / Viridian Jewel
Unique,Jewels/TemperedGreen,jewel,1,Tempered Spirit / Viridian Jewel
Unique,Jewels/TemperedRed,jewel,1,Tempered Flesh / Crimson Jewel
Unique,Jewels/TheGoldenRule,jewel,1,The Golden Rule / Viridian Jewel
Unique,Jewels/UberCortexJewel,jewel,1,Rational Doctrine / Synthesised Cobalt Jewel
Unique,Jewels/unique11,jewel,1,From Dust / Cobalt Jewel
Unique,Jewels/unique13,jewel,1,Clear Mind / Cobalt Jewel
Unique,Jewels/unique17,jewel,1,Hidden Potential / Viridian Jewel
Unique,Jewels/unique8,jewel,1,To Dust / Cobalt Jewel
Unique,Maps/TheVinktarSquare,-,1,The Vinktar Square / Map (Tier 5)
Unique,Relics/1UniqueAtlasRelic1x1,idol,1,Ominous Silence / Minor Idol
Unique,Relics/CoreRelicUnique1x2,sanctum,1, / Censer Relic
Unique,Relics/CoreRelicUnique3x1,sanctum,1,The Power and the Promise / Tome Relic
Unique,Relics/RelicUnique2x2,sanctum,1,The First Crest / Coffer Relic
Unique,Rings/AstralProjector,accessory,1,Astral Projector / Topaz Ring
Unique,Rings/BetrayalsSting,accessory,1,Betrayal's Sting / Steel Ring
Unique,Rings/BlackFlameFire,accessory,1,Blackflame / Amethyst Ring
Unique,Rings/BlueComponent,accessory,1,Putembo's Mountain / Topaz Ring
Unique,Rings/BondedLife,accessory,1,Soulbound / Paua Ring
Unique,Rings/BreachlordRingUnique_UulNetol,accessory,1,The Will of Uul-Netol / Organic Ring
Unique,Rings/BreachlordRingUnique_Xoph,accessory,1,The Will of Xoph / Enthalpic Ring
Unique,Rings/CircleofDarkRituals,accessory,1,Coiling Whisper / Amethyst Ring
Unique,Rings/DeepwaterRing,accessory,1,Pearl of Tsoatha / Prismatic Ring
Unique,Rings/FrostGlazedEyeRing,accessory,1,Call of the Void / Sapphire Ring
Unique,Rings/MirrorRing,accessory,1,Kalandra's Touch / Ring
Unique,Rings/PrismOfFear,accessory,1,The Unseen Hue / Opal Ring
Unique,Rings/RedComponent3,accessory,1,Ahkeli's Valley / Ruby Ring
Unique,Rings/RigwaldsCrest,accessory,1,Rigwald's Crest / Two-Stone Ring
Unique,Rings/RitualLifedrainRing,accessory,1,The Selfish Shepherd / Nameless Ring
Unique,Rings/RitualSilenceRing,accessory,1,The Queller of Minds / Nameless Ring
Unique,Rings/SkitterbotRing,accessory,1,Profane Proxy / Unset Ring
Unique,Rings/UberCircleHerald,accessory,1,Circle of Ambition / Synthesised Prismatic Ring
Unique,Rings/UberElderRing,accessory,1,Mark of the Elder / Steel Ring
