array,template,items,lines,by_league,by_rarity,by_icon_dir,example
enchantMods,Allocates Unstable Munitions,1,1,Standard:1,Rare:1,Amulets/Amulet4:1,Allocates Unstable Munitions
enchantMods,Allocates Utmost Swiftness,1,1,Standard:1,Rare:1,Amulets/AgateAmulet:1,Allocates Utmost Swiftness
enchantMods,Allocates Vampirism,1,1,Standard:1,Rare:1,Amulets/Amulet3:1,Allocates Vampirism
enchantMods,Allocates Vengeant Cascade,1,1,Standard:1,Rare:1,Amulets/TalismanBlack3:1,Allocates Vengeant Cascade
enchantMods,Allocates Vigour,1,1,Standard:1,Unique:1,Amulets/MasterOfGems:1,Allocates Vigour
enchantMods,Allocates Void Barrier,1,1,Standard:1,Rare:1,Amulets/TalismanWhite7:1,Allocates Void Barrier
enchantMods,Allocates Weathered Hunter,1,1,Standard:1,Unique:1,Amulets/HinekorasSight:1,Allocates Weathered Hunter
enchantMods,Allocates Whispers of Doom,1,1,Standard:1,Rare:1,Amulets/TurquoiseAmulet:1,Allocates Whispers of Doom
enchantMods,Allocates Wild Hunger,1,1,Standard:1,SupporterFoil:1,Armours/Gloves:1,Allocates Wild Hunger
enchantMods,Allocates Will of Blades,1,1,Standard:1,Rare:1,Amulets/TalismanWhite8:1,Allocates Will of Blades
enchantMods,Allocates Window of Opportunity,1,1,Standard:1,Rare:1,Amulets/TalismanWhite2:1,Allocates Window of Opportunity
enchantMods,Allocates Winter Spirit,1,1,Standard:1,Rare:1,Amulets/TalismanBlack3:1,Allocates Winter Spirit
enchantMods,Allocates Wisdom of the Glade,1,1,Standard:1,Rare:1,Amulets/NewTalisman3:1,Allocates Wisdom of the Glade
enchantMods,Allocates Wrecking Ball,1,1,Standard:1,Rare:1,Amulets/NewTalisman:1,Allocates Wrecking Ball
enchantMods,Allocates Written in Blood,1,1,Standard:1,Rare:1,Amulets/TalismanBlack3:1,Allocates Written in Blood
enchantMods,Ancestral Protector Totem deals #% increased Damage,1,1,Standard:1,Rare:1,Armours/Helmets:1,Ancestral Protector Totem deals 40% increased Damage
enchantMods,Arcane Cloak grants Life Regeneration equal to #% of Mana Spent per Second,1,1,Standard:1,Unique:1,Armours/Helmets:1,Arcane Cloak grants Life Regeneration equal to 15% of Mana Spent per Second
enchantMods,Armageddon Brand Damage Penetrates #% of Branded Enemy's Fire Resistance,1,1,Standard:1,Rare:1,Armours/Helmets:1,Armageddon Brand Damage Penetrates 12% of Branded Enemy's Fire Resistance
enchantMods,Artillery Ballista Projectiles fall in two perpendicular lines instead,1,1,Standard:1,Magic:1,Armours/Helmets:1,Artillery Ballista Projectiles fall in two perpendicular lines instead
enchantMods,Attacks have #% chance to Maim on Hit,1,1,Allflame:1,Magic:1,Armours/Gloves:1,Attacks have 15% chance to Maim on Hit
enchantMods,Attacks with Energy Blades Penetrate #% Lightning Resistance,1,1,Standard:1,Unique:1,Armours/Helmets:1,Attacks with Energy Blades Penetrate 12% Lightning Resistance
enchantMods,Berserk has #% reduced Rage loss per second,1,1,Standard:1,Unique:1,Armours/Helmets:1,Berserk has 40% reduced Rage loss per second
enchantMods,Blade Blast has #% increased Area of Effect,1,1,Standard:1,Rare:1,Armours/Helmets:1,Blade Blast has 24% increased Area of Effect
enchantMods,Bladefall has an additional Volley,1,1,Standard:1,Rare:1,Armours/Helmets:1,Bladefall has an additional Volley
enchantMods,Blazing Salvo Projectiles land in a #% increased Area,1,1,Standard:1,Rare:1,Armours/Helmets:1,Blazing Salvo Projectiles land in a 20% increased Area
enchantMods,Blight has #% increased Hinder Duration,1,1,Solo Self-Found:1,Unique:1,Armours/Helmets:1,Blight has 30% increased Hinder Duration
enchantMods,Blink Arrow and Blink Arrow Clones have #% increased Attack Speed,1,1,Standard:1,Rare:1,Armours/Helmets:1,Blink Arrow and Blink Arrow Clones have 15% increased Attack Speed
enchantMods,Blink Arrow has #% increased Cooldown Recovery Rate,1,1,Standard:1,Unique:1,Armours/Helmets:1,Blink Arrow has 30% increased Cooldown Recovery Rate
enchantMods,Blood Rage grants additional #% chance to gain a Frenzy Charge on Kill,1,1,Standard:1,Rare:1,Armours/Helmets:1,Blood Rage grants additional 30% chance to gain a Frenzy Charge on Kill
enchantMods,Blood Rage grants additional #% increased Attack Speed,1,1,Standard:1,Rare:1,Armours/Helmets:1,Blood Rage grants additional 12% increased Attack Speed
enchantMods,Burning Arrow has #% chance to Ignite,1,1,Standard:1,Rare:1,Armours/Helmets:1,Burning Arrow has +20% chance to Ignite
enchantMods,Cages created by Your Glacial Cage Towers are #% larger,1,1,Standard:1,Rare:1,Rings/TopazRuby:1,Cages created by Your Glacial Cage Towers are 20% larger
enchantMods,Can have # additional Crafted Modifier,1,1,Standard:1,Rare:1,Weapons/TwoHandWeapons:1,Can have 1 additional Crafted Modifier
enchantMods,Chaos Golems deal #% increased Damage,1,1,Standard:1,Rare:1,Armours/Helmets:1,Chaos Golems deal 25% increased Damage
enchantMods,Charged Dash has # metres to radius of each Wave's last damage Area,1,1,Standard:1,Unique:1,Armours/Helmets:1,Charged Dash has +0.6 metres to radius of each Wave's last damage Area
enchantMods,Clarity has #% increased Mana Reservation Efficiency,1,1,Hardcore:1,Rare:1,Armours/Helmets:1,Clarity has 40% increased Mana Reservation Efficiency
enchantMods,Consecrated Path has #% increased teleport range,1,1,Solo Self-Found:1,Rare:1,Armours/Helmets:1,Consecrated Path has 10% increased teleport range
enchantMods,Corrupting Fever deals #% increased Damage,1,1,Standard:1,Rare:1,Armours/Helmets:1,Corrupting Fever deals 25% increased Damage
enchantMods,Curse Enemies with Punishment on Hit,1,1,Standard:1,Rare:1,Weapons/OneHandWeapons:1,Curse Enemies with Punishment on Hit
enchantMods,Delirium Reward Type: Expedition Items,1,1,Hardcore:1,Normal:1,Maps/Atlas2Maps:1,Delirium Reward Type: Expedition Items
enchantMods,Delirium Reward Type: Miscellaneous Items,1,1,Standard:1,Normal:1,Maps/Atlas2Maps:1,Delirium Reward Type: Miscellaneous Items
enchantMods,Divine Ire deals #% increased Damage,1,1,Standard:1,Rare:1,Armours/Helmets:1,Divine Ire deals 25% increased Damage
enchantMods,Dominating Blow can summon # additional Magic Sentinels of Dominance,1,1,Standard:1,Rare:1,Armours/Helmets:1,Dominating Blow can summon 2 additional Magic Sentinels of Dominance
enchantMods,Dread Banner has #% increased Aura Effect,1,1,Standard:1,Rare:1,Armours/Helmets:1,Dread Banner has 25% increased Aura Effect
enchantMods,Earthshatter has #% increased Area of Effect,1,1,Standard:1,Rare:1,Armours/Helmets:1,Earthshatter has 24% increased Area of Effect
enchantMods,Enduring Cry has #% increased Cooldown Recovery Rate,1,1,Solo Self-Found:1,Rare:1,Armours/Helmets:1,Enduring Cry has 20% increased Cooldown Recovery Rate
enchantMods,Enemies Blinded by you have #% reduced Critical Strike Chance,1,1,Standard:1,Rare:1,Belts/AbyssBelt:1,Enemies Blinded by you have 30% reduced Critical Strike Chance
enchantMods,Enemies Killed by your Hits are destroyed,1,1,Standard:1,Rare:1,Weapons/OneHandWeapons:1,Enemies Killed by your Hits are destroyed
enchantMods,Energy Blades have #% increased Attack Speed,1,1,Standard:1,Unique:1,Armours/Helmets:1,Energy Blades have 15% increased Attack Speed
enchantMods,Explosive Arrow has #% increased Area of Effect,1,1,Standard:1,Magic:1,Armours/Helmets:1,Explosive Arrow has 24% increased Area of Effect
enchantMods,Explosive Concoction uses #% reduced Flask Charges,1,1,Standard:1,Rare:1,Armours/Helmets:1,Explosive Concoction uses 12% reduced Flask Charges
enchantMods,Explosive Trap deals #% increased Damage,1,1,Standard:1,Rare:1,Armours/Helmets:1,Explosive Trap deals 40% increased Damage
enchantMods,Explosive Trap has #% increased Area of Effect,1,1,Standard:1,Rare:1,Armours/Helmets:1,Explosive Trap has 24% increased Area of Effect
enchantMods,Exsanguinate deals #% increased Damage,1,1,Standard:1,Rare:1,Armours/Helmets:1,Exsanguinate deals 25% increased Damage
enchantMods,Flame Dash has #% increased Cooldown Recovery Rate,1,1,Solo Self-Found:1,Rare:1,Armours/Helmets:1,Flame Dash has 20% increased Cooldown Recovery Rate
enchantMods,Flame Golems have #% increased Damage,1,1,Standard:1,Unique:1,Armours/Helmets:1,Flame Golems have 25% increased Damage
enchantMods,Flame Wall deals #% increased Damage,1,1,Standard:1,Unique:1,Armours/Helmets:1,Flame Wall deals 40% increased Damage
enchantMods,Flamethrower Trap deals #% increased Damage,1,1,Standard:1,Rare:1,Armours/Helmets:1,Flamethrower Trap deals 40% increased Damage
enchantMods,Flicker Strike has #% increased Cooldown Recovery Rate,1,1,Standard:1,Rare:1,Armours/Helmets:1,Flicker Strike has 30% increased Cooldown Recovery Rate
enchantMods,Forbidden Rite fires an additional Projectile,1,1,Standard:1,Unique:1,Armours/Helmets:1,Forbidden Rite fires an additional Projectile
enchantMods,Frost Bomb has #% increased Debuff Duration,1,1,Standard:1,Rare:1,Armours/Helmets:1,Frost Bomb has 30% increased Debuff Duration
enchantMods,Frost Shield has # to maximum Life per Stage,1,1,Standard:1,Rare:1,Armours/Helmets:1,Frost Shield has +125 to maximum Life per Stage
enchantMods,Frostblink has #% increased maximum travel distance,1,1,Standard:1,Rare:1,Armours/Helmets:1,Frostblink has 50% increased maximum travel distance
enchantMods,Gain # Rage on Melee Hit,1,1,Standard:1,Rare:1,Weapons/TwoHandWeapons:1,Gain 2 Rage on Melee Hit
enchantMods,Gain #% of Maximum Life as Extra Armour,1,1,Allflame:1,Rare:1,Amulets/TalismanBlack6:1,Gain 15% of Maximum Life as Extra Armour
enchantMods,General's Cry has #% increased Cooldown Recovery Rate,1,1,Solo Self-Found:1,Rare:1,Armours/Helmets:1,General's Cry has 20% increased Cooldown Recovery Rate
enchantMods,Glacial Hammer has #% chance to Freeze,1,1,Standard:1,Rare:1,Armours/Helmets:1,Glacial Hammer has +30% chance to Freeze
enchantMods,Grace has #% increased Mana Reservation Efficiency,1,1,Standard:1,Rare:1,Armours/Helmets:1,Grace has 30% increased Mana Reservation Efficiency
enchantMods,Grants #% increased Accuracy per #% Quality,1,1,Standard:1,Rare:1,Weapons/TwoHandWeapons:1,Grants 1% increased Accuracy per 2% Quality
enchantMods,Ground Slam has a #% increased angle,1,1,Standard:1,Rare:1,Armours/Helmets:1,Ground Slam has a 24% increased angle
enchantMods,Has # White Sockets,1,1,Standard:1,Rare:1,Armours/BodyArmours:1,Has 2 White Sockets
enchantMods,Has no Red Sockets,1,1,Standard:1,Rare:1,Weapons/OneHandWeapons:1,Has no Red Sockets
enchantMods,Herald of Agony has #% increased Mana Reservation Efficiency,1,1,Standard:1,Rare:1,Armours/Helmets:1,Herald of Agony has 50% increased Mana Reservation Efficiency
enchantMods,Herald of Ash has #% increased Mana Reservation Efficiency,1,1,Standard:1,Rare:1,Armours/Helmets:1,Herald of Ash has 40% increased Mana Reservation Efficiency
enchantMods,Herald of Thunder has #% increased Mana Reservation Efficiency,1,1,Standard:1,Rare:1,Armours/Helmets:1,Herald of Thunder has 75% increased Mana Reservation Efficiency
enchantMods,Ice Spear fires an additional Projectile,1,1,Standard:1,Rare:1,Armours/Helmets:1,Ice Spear fires an additional Projectile
enchantMods,Icicle Mine deals #% increased Damage,1,1,Standard:1,Rare:1,Armours/Helmets:1,Icicle Mine deals 25% increased Damage
enchantMods,Icicle Mine has #% to Critical Strike Multiplier,1,1,Standard:1,Rare:1,Armours/Helmets:1,Icicle Mine has +30% to Critical Strike Multiplier
enchantMods,Intimidating Cry has #% increased Area of Effect,1,1,Standard:1,Rare:1,Armours/Helmets:1,Intimidating Cry has 16% increased Area of Effect
enchantMods,Intimidating Cry has #% increased Cooldown Recovery Rate,1,1,Standard:1,Rare:1,Armours/Helmets:1,Intimidating Cry has 20% increased Cooldown Recovery Rate
enchantMods,Kinetic Blast has a #% chance for an additional explosion,1,1,Standard:1,Rare:1,Armours/Helmets:1,Kinetic Blast has a 50% chance for an additional explosion
enchantMods,Kinetic Bolt has #% increased Projectile Speed,1,1,Standard:1,Rare:1,Armours/Helmets:1,Kinetic Bolt has 30% increased Projectile Speed
enchantMods,Lancing Steel deals #% increased Damage,1,1,Standard:1,Rare:1,Armours/Helmets:1,Lancing Steel deals 40% increased Damage
enchantMods,Malevolence has #% increased Mana Reservation Efficiency,1,1,Standard:1,Rare:1,Armours/Helmets:1,Malevolence has 20% increased Mana Reservation Efficiency
enchantMods,Minions summoned by Your Summoning Towers have #% increased Life,1,1,Standard:1,Rare:1,Rings/Ring3:1,Minions summoned by Your Summoning Towers have 50% increased Life
enchantMods,Mirror Arrow and Mirror Arrow Clones have #% increased Attack Speed,1,1,Standard:1,Rare:1,Armours/Helmets:1,Mirror Arrow and Mirror Arrow Clones have 15% increased Attack Speed
enchantMods,Penance Brand deals #% increased Damage,1,1,Standard:1,Rare:1,Armours/Helmets:1,Penance Brand deals 25% increased Damage
enchantMods,Perforate deals #% increased Damage,1,1,Standard:1,Rare:1,Armours/Helmets:1,Perforate deals 40% increased Damage
enchantMods,Pestilent Strike has #% increased Area of Effect,1,1,Standard:1,Rare:1,Armours/Helmets:1,Pestilent Strike has 24% increased Area of Effect
enchantMods,Poisonous Concoction uses #% reduced Flask Charges,1,1,Standard:1,Rare:1,Armours/Helmets:1,Poisonous Concoction uses 12% reduced Flask Charges
enchantMods,Power Siphon fires at up to # additional target,1,1,Standard:1,Rare:1,Armours/Helmets:1,Power Siphon fires at up to 1 additional target
enchantMods,Purity of Lightning has #% increased Mana Reservation Efficiency,1,1,Standard:1,Rare:1,Armours/Helmets:1,Purity of Lightning has 40% increased Mana Reservation Efficiency
enchantMods,Pyroclast Mine has #% increased Throwing Speed,1,1,Standard:1,Unique:1,Armours/Helmets:1,Pyroclast Mine has 15% increased Throwing Speed
enchantMods,Rain of Arrows has #% chance to fire an additional sequence of arrows,1,1,Solo Self-Found:1,Rare:1,Armours/Helmets:1,Rain of Arrows has 10% chance to fire an additional sequence of arrows
enchantMods,Reckoning has #% increased Cooldown Recovery Rate,1,1,Standard:1,Rare:1,Armours/Helmets:1,Reckoning has 30% increased Cooldown Recovery Rate
enchantMods,Righteous Fire grants #% increased Spell Damage,1,1,Standard:1,Rare:1,Armours/Helmets:1,Righteous Fire grants 30% increased Spell Damage
enchantMods,Rune Blast teleports you to the detonated Rune if you have not detonated Runes in the past # seconds,1,1,Standard:1,Rare:1,Armours/Helmets:1,Rune Blast teleports you to the detonated Rune if you have not detonated Runes in the past 0.5 seconds
enchantMods,Scourge Arrow deals #% increased Damage,1,1,Standard:1,Unique:1,Armours/Helmets:1,Scourge Arrow deals 40% increased Damage
enchantMods,Seismic Trap has #% increased Skill Effect Duration,1,1,Standard:1,Unique:1,Armours/Helmets:1,Seismic Trap has 30% increased Skill Effect Duration
enchantMods,Shrapnel Ballista Pierces # additional Targets,1,1,Standard:1,Rare:1,Armours/Helmets:1,Shrapnel Ballista Pierces 6 additional Targets
enchantMods,Smite deals #% increased Damage,1,1,Standard:1,Unique:1,Armours/Helmets:1,Smite deals 40% increased Damage
enchantMods,Smite has a #% chance for lightning to strike another target,1,1,Standard:1,Rare:1,Armours/Helmets:1,Smite has a 10% chance for lightning to strike another target
enchantMods,Smoke Mine grants additional #% increased Movement Speed,1,1,Standard:1,Rare:1,Armours/Helmets:1,Smoke Mine grants additional 20% increased Movement Speed
enchantMods,Sniper's Mark has #% increased Curse Effect,1,1,Standard:1,Rare:1,Armours/Helmets:1,Sniper's Mark has 20% increased Curse Effect
enchantMods,Soulrend deals #% increased Damage,1,1,Solo Self-Found:1,Rare:1,Armours/Helmets:1,Soulrend deals 25% increased Damage
enchantMods,Soulrend fires an additional Projectile,1,1,Standard:1,Unique:1,Armours/Helmets:1,Soulrend fires an additional Projectile
enchantMods,Spectral Shield Throw fires # additional Shard Projectiles,1,1,Standard:1,Rare:1,Armours/Helmets:1,Spectral Shield Throw fires 3 additional Shard Projectiles
enchantMods,Spirit Offering grants #% to Critical Strike Multiplier,1,1,Standard:1,Rare:1,Armours/Helmets:1,Spirit Offering grants +12% to Critical Strike Multiplier
enchantMods,Split Arrow fires # additional Projectiles,1,1,Standard:1,Rare:1,Armours/Helmets:1,Split Arrow fires 3 additional Projectiles
enchantMods,Static Strike has # maximum Beam Targets,1,1,Standard:1,Magic:1,Armours/Helmets:1,Static Strike has +2 maximum Beam Targets
enchantMods,Stone Golems deal #% increased Damage,1,1,Solo Self-Found:1,Rare:1,Armours/Helmets:1,Stone Golems deal 25% increased Damage
enchantMods,Storm Brand deals #% increased Damage,1,1,Standard:1,Rare:1,Armours/Helmets:1,Storm Brand deals 40% increased Damage
enchantMods,Summon Skitterbots has #% increased Mana Reservation Efficiency,1,1,Standard:1,Rare:1,Armours/Helmets:1,Summon Skitterbots has 45% increased Mana Reservation Efficiency
enchantMods,Summoned Agony Crawler fires # additional Projectiles,1,1,Standard:1,Rare:1,Armours/Helmets:1,Summoned Agony Crawler fires 2 additional Projectiles
enchantMods,Summoned Carrion Golems deal #% increased Damage,1,1,Solo Self-Found:1,Rare:1,Armours/Helmets:1,Summoned Carrion Golems deal 25% increased Damage
enchantMods,Summoned Carrion Golems have #% to all Elemental Resistances,1,1,Standard:1,Rare:1,Armours/Helmets:1,Summoned Carrion Golems have +36% to all Elemental Resistances
enchantMods,Summoned Holy Relics deal #% increased Damage,1,1,Standard:1,Rare:1,Armours/Helmets:1,Summoned Holy Relics deal 40% increased Damage
enchantMods,Summoned Holy Relics have #% increased Buff Effect,1,1,Standard:1,Rare:1,Armours/Helmets:1,Summoned Holy Relics have 100% increased Buff Effect
enchantMods,Tempest Shield chains an additional # times,1,1,Standard:1,Rare:1,Armours/Helmets:1,Tempest Shield chains an additional 3 times
enchantMods,Trigger Commandment of Blades on Hit,1,1,Standard:1,Rare:1,Armours/Gloves:1,Trigger Commandment of Blades on Hit
enchantMods,Trigger Commandment of Winter when Hit,1,1,Standard:1,Unique:1,Armours/Gloves:1,Trigger Commandment of Winter when Hit
enchantMods,Trigger Decree of Ire when Hit,1,1,Standard:1,Rare:1,Armours/Gloves:1,Trigger Decree of Ire when Hit
enchantMods,Trigger Decree of War on Kill,1,1,Standard:1,Rare:1,Armours/Gloves:1,Trigger Decree of War on Kill
enchantMods,Trigger Decree of the Tempest on Hit,1,1,Standard:1,Rare:1,Armours/Gloves:1,Trigger Decree of the Tempest on Hit
enchantMods,Trigger Edict of Force on Hit,1,1,Standard:1,Rare:1,Armours/Gloves:1,Trigger Edict of Force on Hit
enchantMods,Trigger Edict of Ire when Hit,1,1,Standard:1,Rare:1,Armours/Gloves:1,Trigger Edict of Ire when Hit
enchantMods,Trigger Edict of Reflection when Hit,1,1,Solo Self-Found:1,Rare:1,Armours/Gloves:1,Trigger Edict of Reflection when Hit
enchantMods,Trigger Level # Summon Spectral Wolf on Kill,1,1,Standard:1,Normal:1,Weapons/OneHandWeapons:1,Trigger Level 10 Summon Spectral Wolf on Kill
enchantMods,Trigger Word of Blades on Hit,1,1,Standard:1,Unique:1,Armours/Gloves:1,Trigger Word of Blades on Hit
enchantMods,Trigger Word of Frost on Kill,1,1,Standard:1,Rare:1,Armours/Gloves:1,Trigger Word of Frost on Kill
enchantMods,Trigger Word of Reflection when Hit,1,1,Standard:1,Rare:1,Armours/Gloves:1,Trigger Word of Reflection when Hit
enchantMods,Trigger Word of the Tempest on Hit,1,1,Solo Self-Found:1,Rare:1,Armours/Gloves:1,Trigger Word of the Tempest on Hit
enchantMods,Used when you become Poisoned,1,1,Standard:1,Magic:1,Flasks/sprint:1,Used when you become Poisoned
enchantMods,Used when you take a Savage Hit,1,1,Standard:1,Unique:1,Flasks/PhantomBlood:1,Used when you take a Savage Hit
enchantMods,Vengeance has #% increased Cooldown Recovery Rate,1,1,Standard:1,Rare:1,Armours/Helmets:1,Vengeance has 30% increased Cooldown Recovery Rate
enchantMods,Void Sphere has #% increased Cooldown Recovery Rate,1,1,Standard:1,Rare:1,Armours/Helmets:1,Void Sphere has 20% increased Cooldown Recovery Rate
enchantMods,Vortex has #% increased Cooldown Recovery Rate,1,1,Standard:1,Unique:1,Armours/Helmets:1,Vortex has 30% increased Cooldown Recovery Rate
enchantMods,Wild Strike's Beam Chains an additional # times,1,1,Standard:1,Rare:1,Armours/Helmets:1,Wild Strike's Beam Chains an additional 4 times
enchantMods,Wintertide Brand deals #% increased Damage,1,1,Standard:1,Rare:1,Armours/Helmets:1,Wintertide Brand deals 25% increased Damage
enchantMods,Wintertide Brand has # to maximum Stages,1,1,Solo Self-Found:1,Rare:1,Armours/Helmets:1,Wintertide Brand has +2 to maximum Stages
enchantMods,Wither has #% increased Area of Effect,1,1,Standard:1,Rare:1,Armours/Helmets:1,Wither has 24% increased Area of Effect
enchantMods,Wither has #% increased Duration,1,1,Standard:1,Rare:1,Armours/Helmets:1,Wither has 36% increased Duration
enchantMods,Wrath has #% increased Mana Reservation Efficiency,1,1,Standard:1,Unique:1,Armours/Helmets:1,Wrath has 30% increased Mana Reservation Efficiency
enchantMods,Your Arc Towers have #% chance to inflict Sap,1,1,Standard:1,Rare:1,Rings/AmethystRing:1,Your Arc Towers have 20% chance to inflict Sap
enchantMods,Your Glacial Cage Towers have #% increased Duration,1,1,Standard:1,Rare:1,Rings/SapphireRuby:1,Your Glacial Cage Towers have 25% increased Duration
enchantMods,Your Imbuing Towers have #% increased Effect,1,1,Standard:1,Rare:1,Rings/SapphireRuby:1,Your Imbuing Towers have 25% increased Effect
enchantMods,Your Imbuing Towers have #% increased Range,1,1,Standard:1,Rare:1,Rings/MoonstoneRing:1,Your Imbuing Towers have 25% increased Range
enchantMods,Your Meteor Towers deal #% increased Damage,1,1,Standard:1,Rare:1,Rings/TopazRuby:1,Your Meteor Towers deal 25% increased Damage
enchantMods,Your Scout Towers summon an additional minion,1,1,Standard:1,Rare:1,Rings/SapphireRuby:1,Your Scout Towers summon an additional minion
enchantMods,Your Seismic Towers deal #% increased Damage,1,1,Standard:1,Unique:1,Rings/BlackFlameFire:1,Your Seismic Towers deal 25% increased Damage
enchantMods,Your Seismic Towers have an additional Cascade,1,1,Standard:1,Rare:1,Rings/TopazRuby:1,Your Seismic Towers have an additional Cascade
enchantMods,Zealotry has #% increased Mana Reservation Efficiency,1,1,Hardcore:1,Rare:1,Armours/Helmets:1,Zealotry has 30% increased Mana Reservation Efficiency
enchantMods,taken Spell Damage Recently,1,1,Standard:1,Rare:1,Armours/Boots:1,taken Spell Damage Recently
runeMods,#% to [Resistances|Fire Resistance],1,1,Standard:1,Magic:1,Offhand/Foci:1,+14% to [Resistances|Fire Resistance]
runeMods,[ShamanOnlyMods|Bonded]: # to maximum Life,1,1,Standard:1,Magic:1,Offhand/Foci:1,[ShamanOnlyMods|Bonded]: +20 to maximum Life
runeMods,[ShamanOnlyMods|Bonded]: # to maximum Mana,1,1,Standard:1,Magic:1,Offhand/Foci:1,[ShamanOnlyMods|Bonded]: +20 to maximum Mana
scourgeMods,#% to Fire Resistance,6,6,Standard:6,Unique:5;Rare:1,Armours/BodyArmours:4;Armours/Shields:1;Armours/Helmets:1,-27% to Fire Resistance
scourgeMods,# to maximum Mana,2,2,Standard:2,Rare:1;Unique:1,Rings/TopazSapphire:1;Rings/Ring6Unique:1,-28 to maximum Mana
scourgeMods,#% to Chaos Resistance,2,2,Standard:2,Unique:2,Armours/Shields:1;Rings/Ring6Unique:1,-25% to Chaos Resistance
scourgeMods,#% to Cold Resistance,2,2,Standard:2,Unique:2,Armours/Boots:1;Armours/Helmets:1,+19% to Cold Resistance
scourgeMods,# Dexterity Requirement,1,1,Standard:1,Unique:1,Armours/BodyArmours:1,+46 Dexterity Requirement
scourgeMods,# Strength Requirement,1,1,Standard:1,Unique:1,Armours/Boots:1,+48 Strength Requirement
scourgeMods,# to Dexterity,1,1,Standard:1,Rare:1,Armours/BodyArmours:1,+28 to Dexterity
scourgeMods,# to maximum Life,1,1,Standard:1,Rare:1,Rings/TopazSapphire:1,+24 to maximum Life
scourgeMods,# to maximum number of Raised Zombies,1,1,Standard:1,Rare:1,Armours/Boots:1,+1 to maximum number of Raised Zombies
scourgeMods,#% increased Mana Regeneration Rate,1,1,Standard:1,Unique:1,Rings/Ring6Unique:1,33% increased Mana Regeneration Rate
scourgeMods,#% increased Movement Speed,1,1,Standard:1,Rare:1,Armours/Boots:1,12% increased Movement Speed
scourgeMods,#% reduced Attribute Requirements,1,1,Standard:1,Unique:1,Armours/BodyArmours:1,17% reduced Attribute Requirements
scourgeMods,#% reduced Effect of Non-Damaging Ailments,1,1,Standard:1,Rare:1,Armours/Boots:1,53% reduced Effect of Non-Damaging Ailments
scourgeMods,#% reduced Enemy Stun Threshold,1,1,Standard:1,Unique:1,Weapons/TwoHandWeapons:1,9% reduced Enemy Stun Threshold
scourgeMods,#% reduced Energy Shield Recovery rate,1,1,Standard:1,Unique:1,Armours/BodyArmours:1,16% reduced Energy Shield Recovery rate
scourgeMods,#% to Lightning Resistance,1,1,Standard:1,Unique:1,Rings/Ring6Unique:1,+30% to Lightning Resistance
scourgeMods,Deal no Cold Damage,1,1,Standard:1,Unique:1,Weapons/TwoHandWeapons:1,Deal no Cold Damage
scourgeMods,Nearby Enemies have #% to Fire Resistance,1,1,Standard:1,Unique:1,Armours/Helmets:1,Nearby Enemies have +9% to Fire Resistance
scourgeMods,Nearby Enemies have #% to Lightning Resistance,1,1,Standard:1,Unique:1,Armours/Helmets:1,Nearby Enemies have +9% to Lightning Resistance
scourgeMods,You cannot Recharge Energy Shield,1,1,Standard:1,Rare:1,Armours/Boots:1,You cannot Recharge Energy Shield
ultimatumMods,FrostInfection,220,220,Hardcore:7;Standard:213,Currency:220,Maps/UltimatumTrialBase:220,FrostInfection
ultimatumMods,Revenant,192,192,Hardcore:5;Solo Self-Found:1;Standard:186,Currency:192,Maps/UltimatumTrialBase:192,Revenant
ultimatumMods,Sawblade,184,184,Hardcore:7;Standard:177,Currency:184,Maps/UltimatumTrialBase:184,Sawblade
ultimatumMods,ChokingMiasma,180,180,Hardcore:4;Solo Self-Found:2;Standard:174,Currency:180,Maps/UltimatumTrialBase:180,ChokingMiasma
ultimatumMods,Flamethrower,178,178,Hardcore:2;Standard:176,Currency:178,Maps/UltimatumTrialBase:178,Flamethrower
ultimatumMods,EscalatingDamageTaken,174,174,Hardcore:5;Standard:169,Currency:174,Maps/UltimatumTrialBase:174,EscalatingDamageTaken
ultimatumMods,StormcallerRunes,160,160,Hardcore:3;Solo Self-Found:1;Standard:156,Currency:160,Maps/UltimatumTrialBase:160,StormcallerRunes
ultimatumMods,EscalatingMonsterSpeed,140,140,Hardcore:1;Standard:139,Currency:140,Maps/UltimatumTrialBase:140,EscalatingMonsterSpeed
ultimatumMods,OverwhelmingMonsters,123,123,Standard:123,Currency:123,Maps/UltimatumTrialBase:123,OverwhelmingMonsters
ultimatumMods,ResistantMonsters,123,123,Standard:123,Currency:123,Maps/UltimatumTrialBase:123,ResistantMonsters
ultimatumMods,PrismaticMonsters,120,120,Standard:120,Currency:120,Maps/UltimatumTrialBase:120,PrismaticMonsters
ultimatumMods,PhysicalTotem,104,104,Standard:104,Currency:104,Maps/UltimatumTrialBase:104,PhysicalTotem
ultimatumMods,OccasionalImpotence,101,101,Hardcore:2;Standard:99,Currency:101,Maps/UltimatumTrialBase:101,OccasionalImpotence
ultimatumMods,ShieldingMonsters,101,101,Standard:101,Currency:101,Maps/UltimatumTrialBase:101,ShieldingMonsters
ultimatumMods,ChaoticTouch,99,99,Hardcore:1;Solo Self-Found:1;Standard:97,Currency:99,Maps/UltimatumTrialBase:99,ChaoticTouch
ultimatumMods,ElementalTotem,99,99,Hardcore:2;Solo Self-Found:1;Standard:96,Currency:99,Maps/UltimatumTrialBase:99,ElementalTotem
